PC0,PC1,PC2
-24.030185308937973,-0.37421134462480354,2.9748463813997117
78.62038165968525,6.413466868720683,-3.2136245435706847
-28.123864237424005,39.93301925201213,6.6721762726295815
-19.223327916945607,25.456207721231515,-0.19207082527664343
-18.572073684071906,-12.20754881739589,3.9334235975062546
-16.652624789976812,34.814431345622395,-4.663149021222074
1.3367847033899583,-39.656240841164966,-2.096674878395694
20.975804126604107,-49.07597107275676,7.09334240219341
-15.528054988591574,16.8832554430668,1.6679055883871996
-2.639927576525814,67.8062439170532,-22.032443304110156
-17.28205387509411,-47.972393845081555,0.13134051499823327
-7.404698403358889,4.510802477594841,-4.353275016166848
-28.948952829519943,11.275021800737772,1.5895644060148053
-16.684015571180545,-8.5326737468161,4.030995524432386
-10.74325546216575,30.904394273957145,-7.718484843952902
-42.39815197670334,-16.19201149873255,12.120806236326887
-16.68545693061408,7.505197465422864,-1.2878965044491943
7.002028699290181,-36.26161273161052,-14.715927705184653
-19.626814740549936,-3.0933763454878234,3.2575413151395356
18.589249716451786,-27.69562628310787,1.83184092832384
-14.718088576500005,40.616038395541075,-8.82402940777739
74.55661394626149,-14.839842077735804,-20.259932046163907
-17.52263500368528,20.533827946407865,-2.257524203407578
-29.900009897765482,8.260405826256411,6.904932237339916
-17.7297073187182,19.13497800619262,-4.623469944344184
-10.30553497135954,-11.29660643778418,-1.5697775833801366
-12.223359942039279,-37.07729745011023,-10.64384884990429
-4.194457234152952,22.01456604353612,-8.230489574716945
-23.116296722820678,-45.13761246544511,7.681784217159517
-14.148201304096352,17.59869896804319,1.4022113579798483
-30.82718727512525,-5.705845391904416,4.71995748078106
-28.64089867784451,45.31143089335573,8.413836455358927
98.85143366381661,-4.476329410898334,4.687878262553939
-15.548169885136305,11.855983620419124,-6.9447122710570515
101.1241190658485,5.328952900388497,11.210842087296152
-5.151808533735072,45.24865710539143,-16.004709113532545
-24.524942512627838,2.5545993735575796,-0.17459395090052104
-26.38091645116416,7.4523764775558,0.465923043467965
-5.208174207056028,-16.655743265452177,-24.572043684855622
-29.032934619727932,4.426900431110425,2.208952457612336
-20.772838895882543,6.112314640489416,-1.7304877720924763
93.3826183800822,-4.9578352972924105,2.143020724254867
-26.111412919895237,11.274879320867688,0.42051303338462853
-5.045240864789735,-9.704732562297046,-0.8110045412553942
-9.698179379576562,-2.366677768327588,6.767928690784238
-44.09305596499198,11.115138281009493,10.838629693892745
-16.582273185062874,-25.877123831497766,-13.745114720658766
99.42073282478944,4.656187684333812,7.349811386978409
-12.73155964123485,-40.93372029339797,-5.2556140522910555
-12.923448576983406,11.341062716610875,-5.95729806504966
-12.255751019519163,-47.73603449716123,12.340066284023882
-8.606018874674907,33.223586822579946,-9.838818892858813
99.94371267542112,26.115536408037013,18.78788652980035
-24.141192923687182,-3.0366606688897044,2.6819222756606855
-23.671217542568026,-2.518815120477535,0.514698858107497
80.30517680572622,1.460358768657541,-9.90734468129686
-28.086961938221204,-25.927761430188113,1.9755511874377794
-37.218957996734005,2.0420113550366374,11.265065917066197
-15.490780434669603,41.154375974856904,-5.796903723086956
-26.006021521469144,-16.268093123044537,-0.02558328993096472
-24.728795879087993,10.711507352005407,2.812225294787859
26.68871025051339,-12.627236436658352,-16.142782536502903
82.58514618470136,71.36763883758614,38.120341704219506
-22.880011782886463,29.05315215650426,-5.04976983265797
-10.915581149567554,29.669229168589002,-7.083075605050916
69.33209853390835,-29.742333694582342,-14.568579440047944
-19.370306029386345,-9.214754827170385,9.72273928515265
0.7278941268833866,-46.14158264197601,18.555060322847464
-8.393809012657927,52.92318865052711,-18.321772458898966
-3.937580959327557,28.055868714853876,-22.595332068744433
-27.676312091647258,0.2770508614703652,2.9238033838132886
83.70779785804751,-18.749779247204273,-2.2341372332753644
-30.25042419405479,1.413522694298544,7.044336871504037
-33.946751036812614,-2.001429314358959,6.343856311521132
-29.152902926761463,-47.09134091423108,2.105195654294125
20.51552726470709,-14.31721547113579,-11.16677962879975
-29.527432574492643,-20.53159606629611,7.490647148294748
-14.698507677916698,8.935425723162261,0.20917060506895255
2.0208244238601183,49.30220022376177,-23.25783891591896
-21.8325709281905,35.29804849798388,-3.0135890208741323
-26.400252501630025,3.2977419003824138,6.185739872630754
-32.931067944357686,-24.321922564742007,11.386596782436023
1.2827159913686237,-58.53916443858645,7.763573676570626
-29.110489280499873,-9.460331229454725,6.95959790993239
94.52596505528184,-2.098501814533942,3.8864062398455115
7.013277617437883,45.17312707125033,-17.797783516330917
-34.635215522314084,-16.86251689160961,12.548258046481012
-37.30481677361844,-27.851352054069075,12.268278727290332
-17.88250876758969,33.482385520308995,-6.756803347454777
57.49665673141131,50.073481337245695,27.101772987133593
-3.5260302222266446,-46.83412242545198,5.012015263482519
90.16423987200858,11.298431372408444,-0.9111082298689895
94.67018496113147,-13.181539576107518,0.7142481555967234
-14.8065639480393,29.112357661188412,-11.68486357222188
-29.359954762730226,-1.2491762726493476,5.252143657570077
-21.473894271397384,-26.72129079273584,-11.751337576960285
-24.21115726047348,-9.286992421337745,2.010074063779111
-34.41201112066903,14.47588130227924,4.730428173704115
62.3058714579832,-38.77909382334652,-14.601239193537346
-6.131909844438578,-15.961154333629795,-17.936400017812595
3.0633413235798836,-61.692042200030585,-0.7578934681826195
17.640609999543933,2.5670297434715796,-2.9534868902136195
77.15056009352924,-32.399781637737526,-16.42536207833613
-25.941298414289367,26.625657299294748,2.548361624128237
64.13320524354425,-61.304741788554736,-1.8298230805527147
-9.325715727058967,-54.290648420004594,8.799744954935411
-25.174627038497977,-11.186096407414757,0.9276818926339053
-33.64239129480545,0.5893424702909595,7.45781308120635
-13.808445620372611,9.04780156019071,-0.2077428321692824
-14.995422508088692,-55.74355218410381,8.292816781012577
-39.326998629812906,8.872487215615063,8.970983310681634
-21.179449452046317,-12.7361348242271,6.549275851396196
-31.86625826019165,-3.9864003217750446,8.77910833810443
-12.652751654839351,38.979182614602635,-6.52566709463218
25.58157834517505,54.30482762013043,-27.199356818637078
0.8830350225509225,21.01625752408853,-8.02693920379106
-6.445029008873304,-46.31455941101501,-19.252498206925452
-27.56593520245556,-21.986237014252513,15.730801195143277
98.6096319765855,-1.0232890906135357,6.714506046225781
41.36742342974835,80.30609153947155,59.73150742999834
-27.00207765158617,19.24248301166334,1.764502887572756
