WavwNum_Jarosite,value_Jarosite
806.69,0.685837
807.1721,1.169674
807.6542,0.365723
808.1364,0.816784
808.6185,1.090843
809.1006,0.742123
809.5827,0.636314
810.0648,1.115063
810.5469,1.590248
811.0291,1.535625
811.5112,1.154831
811.9933,0.689354
812.4754,0.048679002
812.9575,0.489166
813.4396,0.565617
813.9218,0.387619
814.4039,0.049888998
814.886,0.455563
815.3681,1.027187
815.8502,1.722172
816.3323,2.33366
816.8145,2.268635
817.2966,1.908474
817.7787,1.968876
818.2608,2.720905
818.7429,3.561211
819.225,4.38134
819.7072,5.043922
820.1893,5.371273
820.6714,5.078587
821.1535,5.091423
821.6356,5.550713
822.1177,6.07357
822.5999,6.294029
823.082,6.211422
823.5641,5.671112
824.0462,4.563248
824.5283,3.766579
825.0104,4.503178
825.4926,5.808086
825.9747,6.4697
826.4568,5.953495
826.9389,5.858452
827.421,6.992874
827.9031,8.325386
828.3853,9.239029
828.8674,9.723312
829.3495,9.639057
829.8316,8.817635
830.3137,8.168514
830.7958,8.748997
831.278,10.11383
831.7601,11.43028
832.2422,12.60901
832.7243,13.48786
833.2064,13.8001
833.6885,13.87562
834.1707,13.90306
834.6528,13.83062
835.1349,14.07834
835.617,14.76452
836.0991,15.56902
836.5812,16.46902
837.0634,17.40933
837.5455,17.22624
838.0276,15.89014
838.5097,14.92535
838.9918,15.87097
839.4739,17.5517
839.9561,18.78264
840.4382,19.48254
840.9203,19.92391
841.4024,20.29327
841.8845,20.2978
842.3666,19.64762
842.8488,18.3668
843.3309,17.81647
843.813,18.11387
844.2951,18.48928
844.7772,18.43781
845.2593,18.16042
845.7415,18.20375
846.2236,18.48898
846.7057,18.58586
847.1878,18.09424
847.6699,17.49665
848.152,17.07462
848.6342,16.78757
849.1163,16.37009
849.5984,15.81188
850.0805,15.18251
850.5626,14.36868
851.0447,13.55424
851.5269,13.57635
852.009,14.3271
852.4911,14.92335
852.9732,14.87758
853.4553,14.50954
853.9374,14.04453
854.4196,13.46004
854.9017,12.81175
855.3839,11.9529
855.866,11.11941
856.3481,10.21547
856.8302,9.404266
857.3123,9.251358
857.7944,9.7854
858.2766,10.08978
858.7587,9.876274
859.2408,9.432934
859.7229,9.346508
860.205,9.355698
860.6871,8.858097
861.1693,7.017635
861.6514,5.645935
862.1335,5.468334
862.6156,6.160843
863.0977,7.362244
863.5798,9.635658
864.062,10.7743
864.5441,10.45871
865.0262,9.258804
865.5083,7.414944
865.9904,5.301945
866.4725,4.217583
866.9547,4.5126
867.4368,5.03373
867.9189,4.890167
868.401,4.651653
868.8831,4.940617
869.3652,6.275738
869.8474,6.805126
870.3295,6.049969
870.8116,5.199867
871.2937,5.441727
871.7758,6.622124
872.2579,6.564682
872.7401,5.188641
873.2222,4.008507
873.7043,4.562241
874.1864,5.677567
874.6685,6.154636
875.1506,5.892143
875.6328,5.836666
876.1149,6.740688
876.597,7.320469
877.0791,6.896175
877.5612,5.627712
878.0433,5.305904
878.5255,5.945702
879.0076,6.624374
879.4897,6.768108
879.9718,6.664791
880.4539,6.661251
880.936,6.738285
881.4182,6.844383
881.9003,6.982895
882.3824,7.128788
882.8645,7.466541
883.3466,7.874836
883.8287,7.73502
884.3109,6.800064
884.793,6.216881
885.2751,6.494919
885.7572,6.987186
886.2393,6.409313
886.7214,5.232052
887.2036,4.52356
887.6857,4.653797
888.1678,5.133675
888.6499,6.439445
889.132,7.739464
889.6141,7.766926
890.0963,5.662487
890.5784,4.57378
891.0605,4.896141
891.5426,5.780643
892.0247,6.459572
892.5068,6.912594
892.989,6.990891
893.4711,6.631126
893.9532,6.101906
894.4353,5.359608
894.9174,4.70554
895.3995,4.414707
895.8817,4.598667
896.3638,4.689423
896.8459,4.596153
897.328,4.589081
897.8101,4.908199
898.2922,5.48505
898.7744,5.91674
899.2565,6.249172
899.7386,6.522465
900.2207,6.953606
900.7028,7.175919
901.1849,6.611439
901.6671,5.443428
902.1492,5.081821
902.6313,6.338848
903.1134,7.205132
903.5955,7.025749
904.0776,6.211212
904.5598,5.929989
905.0419,6.118698
905.524,6.262547
906.0062,6.184124
906.4883,5.970058
906.9704,5.495384
907.4525,4.994965
907.9346,4.840958
908.4167,6.047363
908.8989,6.207664
909.381,4.538445
909.8631,2.516155
910.3452,2.135448
910.8273,3.281265
911.3094,4.286541
911.7916,4.970036
912.2737,5.340351
912.7558,5.369762
913.2379,5.109695
913.72,4.536434
914.2021,3.559673
914.6843,2.759693
915.1664,2.053165
915.6485,1.75885
916.1306,2.28405
916.6127,3.535599
917.0948,3.74036
917.577,2.902706
918.0591,2.057495
918.5412,1.954712
919.0233,2.11507
919.5054,2.057934
919.9875,1.817814
920.4697,1.596699
920.9518,1.392982
921.4339,1.297241
921.916,1.385746
922.3981,1.558811
922.8802,1.46191
923.3624,1.112431
923.8445,1.220036
924.3266,2.28228
924.8087,3.162197
925.2908,2.220924
925.7729,0.425354
926.2551,0.821316
926.7372,1.079784
927.2193,0.85783
927.7014,0.145378
928.1835,1.174984
928.6656,1.467834
929.1478,1.025467
929.6299,0.705936
930.112,0.548527
930.5941,0.561432
931.0762,0.894238
931.5583,1.312229
932.0405,1.645672
932.5226,1.866196
933.0047,1.74955
933.4868,0.908833
933.9689,0.114891
934.451,0.422096
934.9332,0.693153
935.4153,0.494293
935.8974,0.147549
936.3795,0.613136
936.8616,0.467911
937.3438,0.187782
937.8259,0.293907
938.308,0.618477
938.7901,0.822643
939.2722,1.105129
939.7543,0.769402
940.2365,0.690811
940.7186,2.277229
941.2007,2.396832
941.6828,1.189983
942.1649,0.247936
942.647,0.249283
943.1292,0.269283
943.6113,0.887455
944.0934,2.110104
944.5755,2.097073
945.0576,0.344959
945.5397,0.620945
946.0219,0.16375
946.504,0.345173
946.9861,0.169788
947.4682,0.564777
947.9503,1.210499
948.4324,1.742142
948.9146,1.902439
949.3967,1.173943
949.8788,0.355782
950.3609,0.081019998
950.843,0.191082
951.3251,0.197609
951.8073,0.018928999
952.2894,0.229198
952.7715,0.465576
953.2536,0.581341
953.7357,0.126068
954.2179,0.694447
954.7,0.872379
955.1821,0.020671999
955.6642,0.481724
956.1464,1.212372
956.6285,3.385479
957.1106,4.479973
957.5927,4.142059
958.0748,3.794449
958.5569,3.356361
959.0391,3.126175
959.5212,3.348808
960.0033,3.919357
960.4854,4.652458
960.9675,5.495491
961.4496,6.134926
961.9318,6.581383
962.4139,6.612831
962.896,5.542953
963.3781,4.030678
963.8602,4.016426
964.3423,6.027016
964.8245,7.192245
965.3066,6.721504
965.7887,5.784851
966.2708,6.009567
966.7529,7.019432
967.235,8.180351
967.7172,9.501976
968.1993,10.42163
968.6814,10.34266
969.1635,10.12119
969.6456,10.37612
970.1277,11.15195
970.6099,11.60224
971.092,11.65659
971.5741,12.25609
972.0562,14.63704
972.5383,17.52869
973.0204,19.03615
973.5026,19.5504
973.9847,20.81332
974.4668,23.93232
974.9489,27.21058
975.431,30.4837
975.9131,33.57374
976.3953,36.22616
976.8774,38.4514
977.3595,39.85704
977.8416,40.14155
978.3237,40.45961
978.8058,41.93576
979.288,43.99634
979.7701,46.10262
980.2522,48.28653
980.7343,49.92467
981.2164,50.62521
981.6985,51.65784
982.1807,53.75367
982.6628,56.76328
983.1449,60.20766
983.627,64.13089
984.1091,68.51911
984.5912,73.58949
985.0734,78.82037
985.5555,83.77853
986.0376,88.87843
986.5197,95.39399
987.0018,104.3918
987.4839,110.898
987.9661,113.7314
988.4482,114.9138
988.9303,115.7694
989.4124,117.4072
989.8945,121.7829
990.3766,129.2244
990.8588,139.3919
991.3409,151.3817
991.823,167.0191
992.3051,187.3144
992.7872,211.8764
993.2693,239.7614
993.7515,271.0583
994.2336,304.4894
994.7157,341.6559
995.1978,378.4975
995.6799,410.4862
996.162,439.0813
996.6442,467.1794
997.1263,493.8909
997.6084,522.385
998.0905,552.2625
998.5726,584.6983
999.0547,621.031
999.5369,661.8368
1000.019,708.9711
1000.501,762.6432
1000.983,822.115
1001.465,889.0947
1001.947,960.614
1002.43,1034.367
1002.912,1111.008
1003.394,1188.856
1003.876,1270.376
1004.358,1349.591
1004.84,1435.029
1005.322,1506.246
1005.804,1532.371
1006.287,1512.35
1006.769,1442.263
1007.251,1292.66
1007.733,1136.433
1008.215,979.5641
1008.697,836.0569
1009.179,717.3622
1009.661,624.739
1010.143,551.3367
1010.626,496.6832
1011.108,452.9518
1011.59,416.0742
1012.072,384.337
1012.554,356.606
1013.036,332.4758
1013.518,309.2175
1014.0,286.2954
1014.483,264.5186
1014.965,244.0292
1015.447,225.0526
1015.929,207.9927
1016.411,192.5464
1016.893,177.5444
1017.375,162.3055
1017.857,148.3536
1018.339,137.008
1018.822,127.0874
1019.304,117.3137
1019.786,107.4651
1020.268,99.23028
1020.75,92.76678
1021.232,86.89834
1021.714,80.94177
1022.196,75.07647
1022.679,69.47678
1023.161,64.23714
1023.643,59.69717
1024.125,56.23474
1024.607,53.21963
1025.089,50.81703
1025.571,48.4886
1026.053,45.12529
1026.535,41.00897
1027.018,38.16695
1027.5,36.90009
1027.982,35.81856
1028.464,34.0699
1028.946,31.90284
1029.428,29.3027
1029.91,26.29111
1030.392,24.00394
1030.875,22.60098
1031.357,21.28701
1031.839,19.76529
1032.321,18.17186
1032.803,17.02182
1033.285,15.9502
1033.767,14.10375
1034.249,10.42361
1034.731,7.585281
1035.214,6.821091
1035.696,6.554077
1036.178,5.478966
1036.66,3.619293
1037.142,3.143074
1037.624,3.989952
1038.106,4.329796
1038.588,2.419975
1039.071,0.00070199999
1039.553,1.661835
1040.035,2.746513
1040.517,4.100922
1040.999,6.221649
1041.481,7.277039
1041.963,6.739616
1042.445,5.813332
1042.927,6.179726
1043.41,7.287079
1043.892,8.137238
1044.374,8.592964
1044.856,8.682175
1045.338,7.967033
1045.82,7.377708
1046.302,7.412231
1046.784,7.907768
1047.266,7.987694
1047.749,7.683403
1048.231,7.404671
1048.713,7.453568
1049.195,7.35231
1049.677,6.572815
1050.159,5.472069
1050.641,4.551826
1051.123,4.024315
1051.606,3.101776
1052.088,1.610558
1052.57,0.340721
1053.052,0.396454
1053.534,0.837921
1054.016,0.358849
1054.498,2.891212
1054.98,5.148552
1055.463,6.015518
1055.945,7.18576
1056.427,9.185326
1056.909,11.52117
1057.391,13.19553
1057.873,14.35217
1058.355,16.25433
1058.837,19.14082
1059.319,22.26488
1059.802,25.18221
1060.284,27.91606
1060.766,30.33549
1061.248,32.48415
1061.73,34.94859
1062.212,37.72121
1062.694,40.94865
1063.176,44.94479
1063.658,48.91062
1064.141,51.48518
1064.623,53.31201
1065.105,55.53972
1065.587,58.88013
1066.069,61.52748
1066.551,62.60138
1067.033,64.07892
1067.515,67.88586
1067.998,73.39912
1068.48,77.11484
1068.962,79.24111
1069.444,80.85103
1069.926,81.72014
1070.408,83.08383
1070.89,85.67528
1071.372,89.03392
1071.854,92.53999
1072.337,96.18622
1072.819,99.8476
1073.301,103.5139
1073.783,106.8945
1074.265,108.8277
1074.747,110.9256
1075.229,115.063
1075.711,121.2014
1076.193,127.0449
1076.676,131.9897
1077.158,137.5703
1077.64,144.1963
1078.122,151.5532
1078.604,158.6883
1079.086,166.2261
1079.568,175.5908
1080.051,187.4889
1080.533,199.9123
1081.015,211.6974
1081.497,224.3758
1081.979,238.4407
1082.461,253.8964
1082.943,271.4138
1083.425,291.1393
1083.907,313.0462
1084.39,337.3745
1084.872,363.5891
1085.354,391.1806
1085.836,420.4971
1086.318,452.5406
1086.8,487.161
1087.282,524.0193
1087.764,562.9548
1088.246,605.3552
1088.729,653.821
1089.211,705.2101
1089.693,756.0233
1090.175,806.9888
1090.657,861.5014
1091.139,922.2064
1091.621,982.4549
1092.103,1040.849
1092.586,1099.641
1093.068,1162.238
1093.55,1227.296
1094.032,1293.383
1094.514,1360.293
1094.996,1427.502
1095.478,1494.847
1095.96,1561.475
1096.443,1628.094
1096.925,1692.87
1097.407,1754.328
1097.889,1811.817
1098.371,1858.85
1098.853,1894.391
1099.335,1917.933
1099.817,1931.316
1100.299,1930.6
1100.781,1912.624
1101.264,1877.975
1101.746,1825.596
1102.228,1754.838
1102.71,1672.738
1103.192,1580.818
1103.674,1482.939
1104.156,1381.039
1104.638,1278.61
1105.121,1180.036
1105.603,1085.787
1106.085,998.312
1106.567,917.5732
1107.049,843.1309
1107.531,773.3447
1108.013,709.5374
1108.495,651.5212
1108.978,599.4024
1109.46,552.856
1109.942,512.5283
1110.424,476.6179
1110.906,444.7711
1111.388,416.0379
1111.87,389.0396
1112.352,363.9381
1112.834,342.228
1113.317,323.767
1113.799,305.9373
1114.281,285.9841
1114.763,267.558
1115.245,253.1242
1115.727,241.4768
1116.209,230.0125
1116.691,218.668
1117.173,208.071
1117.656,198.2707
1118.138,189.6915
1118.62,183.6876
1119.102,178.3212
1119.584,171.8022
1120.066,164.0962
1120.548,156.6678
1121.03,149.3695
1121.513,143.5177
1121.995,140.1458
1122.477,137.3172
1122.959,131.8327
1123.441,125.5987
1123.923,121.4748
1124.405,121.1575
1124.887,119.3749
1125.37,115.5019
1125.852,111.7121
1126.334,109.3008
1126.816,107.8108
1127.298,106.4032
1127.78,105.0993
1128.262,103.9643
1128.744,102.9596
1129.226,102.2472
1129.709,101.905
1130.191,101.7178
1130.673,101.3803
1131.155,101.0385
1131.637,101.1599
1132.119,101.7802
1132.601,103.0352
1133.083,104.7048
1133.566,107.4496
1134.048,111.9174
1134.53,117.1314
1135.012,121.5338
1135.494,125.2892
1135.976,130.6522
1136.458,137.8353
1136.94,145.8864
1137.422,154.7503
1137.905,163.6778
1138.387,171.5819
1138.869,179.4239
1139.351,189.5807
1139.833,202.2257
1140.315,216.0206
1140.797,230.9012
1141.279,245.7336
1141.761,258.9527
1142.244,272.303
1142.726,287.9606
1143.208,305.6725
1143.69,321.7455
1144.172,335.5135
1144.654,351.0714
1145.136,369.7363
1145.618,389.5523
1146.101,408.3569
1146.583,426.2182
1147.065,443.4551
1147.547,459.9982
1148.029,476.1802
1148.511,492.2783
1148.993,507.0186
1149.475,520.2025
1149.958,531.2665
1150.44,539.2245
1150.922,544.4104
1151.404,547.6012
1151.886,549.3055
1152.368,547.9971
1152.85,543.9238
1153.332,536.7216
1153.814,525.5126
1154.297,511.2301
1154.779,496.388
1155.261,480.6119
1155.743,463.405
1156.225,442.9984
1156.707,423.2536
1157.189,404.9215
1157.671,386.7121
1158.153,367.479
1158.636,347.5417
1159.118,327.6736
1159.6,308.0968
1160.082,289.3236
1160.564,271.0312
1161.046,254.4799
1161.528,240.2699
1162.01,227.513
1162.493,215.4218
1162.975,203.967
1163.457,192.4918
1163.939,180.9783
1164.421,170.2344
1164.903,161.3534
1165.385,152.6067
1165.867,142.9464
1166.349,133.184
1166.832,124.9033
1167.314,117.8817
1167.796,111.8105
1168.278,106.6661
1168.76,101.8185
1169.242,96.92111
1169.724,92.15877
1170.206,87.5849
1170.688,83.0432
1171.171,78.14409
1171.653,72.91232
1172.135,68.5932
1172.617,65.61519
1173.099,62.57243
1173.581,57.75675
1174.063,52.72617
1174.545,48.73079
1175.028,45.67258
1175.51,43.29825
1175.992,41.58611
1176.474,39.75794
1176.956,37.65933
1177.438,35.33331
1177.92,32.035
1178.402,28.95934
1178.885,27.60542
1179.367,27.86333
1179.849,26.76317
1180.331,24.27214
1180.813,21.94318
1181.295,20.06065
1181.777,18.52004
1182.259,17.85567
1182.741,17.41128
1183.224,16.19342
1183.706,13.97984
1184.188,12.57645
1184.67,12.03666
1185.152,11.7761
1185.634,11.73582
1186.116,11.51031
1186.598,10.37929
1187.081,8.809608
1187.563,7.539742
1188.045,6.765442
1188.527,5.961975
1189.009,5.105988
1189.491,4.352669
1189.973,3.836533
1190.455,3.414169
1190.938,2.859718
1191.42,2.334274
1191.902,2.080505
1192.384,2.362267
1192.866,2.185951
1193.348,1.569725
1193.83,0.515121
1194.312,1.621872
1194.794,3.687675
1195.276,4.017738
1195.759,3.190224
1196.241,2.286346
1196.723,0.891525
1197.205,1.005692
1197.687,3.045959
1198.169,5.008644
1198.651,4.996094
1199.133,4.212082
1199.616,4.311211
1200.098,4.91716
1200.58,5.040985
1201.062,4.30719
1201.544,3.585785
1202.026,2.833549
1202.508,2.42897
1202.99,3.223785
1203.473,4.190636
1203.955,3.587807
1204.437,1.979324
1204.919,1.407135
1205.401,2.843262
1205.883,3.512054
1206.365,3.043236
1206.847,2.483849
1207.329,3.15094
1207.812,4.099876
1208.294,4.081383
1208.776,3.244675
1209.258,2.35791
1209.74,1.198906
1210.222,0.981804
1210.704,2.120125
1211.186,3.138748
1211.668,2.051414
1212.151,0.31572
1212.633,0.217575
1213.115,0.357117
1213.597,0.98011
1214.079,1.785622
1214.561,1.777435
1215.043,0.638359
1215.525,0.559113
1216.008,0.277428
1216.49,0.334969
1216.972,0.38575
1217.454,2.250816
1217.936,3.156601
1218.418,2.6633
1218.9,2.356377
1219.382,2.501434
1219.865,2.837891
1220.347,3.129379
1220.829,3.411064
1221.311,3.760765
1221.793,4.159393
1222.275,4.514717
1222.757,5.059357
1223.239,4.392754
1223.721,1.949501
1224.203,0.355385
1224.686,0.107986
1225.168,1.126366
1225.65,1.932289
1226.132,2.144547
1226.614,1.730747
1227.096,0.450562
1227.578,0.030739
1228.061,0.983723
1228.543,2.173805
1229.025,2.69809
1229.507,2.643669
1229.989,1.721119
1230.471,0.12373
1230.953,0.360817
1231.435,0.415859
1231.917,0.921234
1232.4,0.758106
1232.882,0.471931
1233.364,0.760605
1233.846,1.021378
1234.328,0.505535
1234.81,0.607243
1235.292,1.130226
1235.774,1.044483
1236.256,0.450111
1236.739,0.799854
1237.221,1.67292
1237.703,0.322289
1238.185,0.929337
1238.667,0.545307
1239.149,3.831261
1239.631,4.611607
1240.113,2.978909
1240.596,1.517132
1241.078,0.850712
1241.56,0.530197
1242.042,0.338512
1242.524,0.286205
1243.006,0.267353
1243.488,0.400818
1243.97,1.493805
1244.453,3.372677
1244.935,4.779915
1245.417,4.991287
1245.899,5.017677
1246.381,5.391598
1246.863,5.861973
1247.345,6.386501
1247.827,6.840988
1248.309,6.478783
1248.792,5.478394
1249.274,5.543407
1249.756,7.229919
1250.238,8.543652
1250.72,8.661846
1251.202,8.526218
1251.684,8.410713
1252.166,8.528168
1252.648,9.197838
1253.131,10.00331
1253.613,10.18081
1254.095,8.928486
1254.577,8.628368
1255.059,10.61043
1255.541,12.48794
1256.023,13.76075
1256.505,14.26065
1256.988,13.28648
1257.47,12.00085
1257.952,11.81685
1258.434,13.15715
1258.916,14.17031
1259.398,14.19904
1259.88,13.97754
1260.362,13.49501
1260.844,13.20557
1261.327,14.23791
1261.809,15.81066
1262.291,16.69689
1262.773,16.63811
1263.255,16.50631
1263.737,16.57049
1264.219,16.5835
1264.701,15.98667
1265.183,15.30014
1265.666,15.82789
1266.148,16.47367
1266.63,15.63143
1267.112,13.68341
1267.594,13.21977
1268.076,14.54464
1268.558,15.21946
1269.04,14.49886
1269.523,13.64481
1270.005,12.84677
1270.487,12.11288
1270.969,13.32218
1271.451,15.07385
1271.933,14.54778
1272.415,11.97363
1272.897,10.33639
1273.38,10.91084
1273.862,11.89577
1274.344,11.91372
1274.826,11.40908
1275.308,10.3624
1275.79,8.926071
1276.272,8.584526
1276.754,9.017082
1277.236,9.20755
1277.719,9.020977
1278.201,8.63176
1278.683,7.771721
1279.165,7.454094
1279.647,8.140064
1280.129,9.088383
1280.611,8.743515
1281.093,7.534824
1281.576,6.787563
1282.058,6.794155
1282.54,6.461422
1283.022,4.655472
1283.504,3.958248
1283.986,5.40366
1284.468,7.476814
1284.95,7.751453
1285.432,7.061901
1285.915,6.405735
1286.397,5.874737
1286.879,5.428139
1287.361,5.049816
1287.843,4.718468
1288.325,4.344166
1288.807,4.260437
1289.289,5.411057
1289.771,6.656433
1290.254,6.676163
1290.736,5.48991
1291.218,4.221954
1291.7,2.764454
1292.182,2.163208
1292.664,2.649605
1293.146,3.054184
1293.628,2.219921
1294.111,1.321228
1294.593,1.414131
1295.075,2.060963
1295.557,2.471348
1296.039,2.638504
1296.521,2.372852
1297.003,1.644226
1297.485,0.960773
1297.968,0.696117
1298.45,0.502712
1298.932,0.573612
1299.414,0.663731
1299.896,0.398956
1300.378,0.073353
1300.86,0.151932
1301.342,0.458393
1301.824,0.0
1500.0,0.0
