WavwNum_Jarosite,value_Jarosite
681.3395,1.436367
681.8216,0.457043
682.3037,0.507977
682.7858,1.509129
683.2679,2.228275
683.7501,1.549732
684.2322,0.426147
684.7143,0.468174
685.1964,1.072414
685.6785,1.206848
686.1606,0.438156
686.6428,0.561104
687.1249,1.35038
687.607,2.071987
688.0891,2.154564
688.5712,1.320633
689.0533,0.305374
689.5355,0.012981
690.0176,0.342754
690.4997,1.026134
690.9818,2.088947
691.4639,3.140247
691.946,3.786537
692.4282,3.993721
692.9103,3.638954
693.3924,1.977226
693.8745,0.571037
694.3566,0.586063
694.8387,1.549175
695.3209,2.346905
695.803,2.546509
696.2851,2.880352
696.7672,3.662689
697.2493,4.742043
697.7314,5.231125
698.2136,4.920403
698.6957,4.714405
699.1778,5.064655
699.6599,5.842026
700.142,6.624451
700.6241,7.385521
701.1063,7.683853
701.5884,6.7519
702.0705,5.544197
702.5526,5.363773
703.0347,6.294678
703.5168,7.229614
703.999,7.880005
704.4811,8.156532
704.9632,7.840813
705.4453,6.390839
705.9274,5.933079
706.4095,7.063606
706.8917,8.515053
707.3738,9.150078
707.856,8.852577
708.3381,8.87624
708.8202,9.427711
709.3023,9.9128
709.7844,9.261555
710.2665,7.930573
710.7487,7.214237
711.2308,7.551163
711.7129,8.302334
712.195,9.218185
712.6771,10.15199
713.1592,10.87162
713.6414,11.61769
714.1235,11.80074
714.6056,10.71729
715.0877,9.068771
715.5698,8.273266
716.0519,8.602203
716.5341,9.168728
717.0162,9.955738
717.4983,10.72614
717.9804,10.59198
718.4625,9.622623
718.9446,8.783897
719.4268,8.48196
719.9089,8.586872
720.391,9.241814
720.8731,10.2459
721.3552,10.76503
721.8373,9.754333
722.3195,8.726387
722.8016,8.704681
723.2837,9.733665
723.7658,10.16564
724.2479,9.544834
724.73,8.88052
725.2122,8.680027
725.6943,8.911346
726.1764,8.987957
726.6585,8.940426
727.1406,8.617744
727.6227,7.584057
728.1049,6.238735
728.587,5.619579
729.0691,5.803993
729.5512,6.247452
730.0333,6.743969
730.5154,7.256634
730.9976,7.837658
731.4797,8.669437
731.9618,8.935642
732.4439,8.120808
732.926,6.938377
733.4081,5.743759
733.8903,4.223919
734.3724,4.033485
734.8545,5.66573
735.3366,7.668804
735.8187,8.193336
736.3008,7.464462
736.783,6.34819
737.2651,4.821148
737.7472,3.70459
738.2293,4.406677
738.7114,5.873096
739.1935,6.518917
739.6757,4.7934
740.1578,3.359081
740.6399,3.108524
741.122,3.604458
741.6041,4.096973
742.0862,4.629799
742.5684,4.72123
743.0505,4.160255
743.5326,3.324421
744.0147,3.053619
744.4968,3.325253
744.9789,3.827568
745.4611,4.746231
745.9432,5.44725
746.4253,4.67408
746.9074,2.971008
747.3895,1.838394
747.8716,2.586666
748.3538,3.473026
748.8359,3.78371
749.318,3.590744
749.8001,3.352009
750.2822,3.133804
750.7643,2.640316
751.2465,1.528946
751.7286,0.039092999
752.2107,0.283279
752.6928,0.624371
753.1749,1.61198
753.657,1.979671
754.1392,2.015812
754.6213,2.212387
755.1034,2.528671
755.5855,2.7314
756.0676,2.78875
756.5498,2.591393
757.0319,1.735054
757.514,0.192104
757.9962,0.109016
758.4783,2.064449
758.9604,3.8288
759.4425,3.597828
759.9246,1.445534
760.4067,0.604233
760.8889,1.191181
761.371,2.119846
761.8531,2.852428
762.3352,3.278378
762.8173,2.92289
763.2994,1.800858
763.7816,1.05336
764.2637,1.805683
764.7458,2.917927
765.2279,3.553345
765.71,3.553802
766.1921,3.461391
766.6743,3.119713
767.1564,2.931313
767.6385,3.273472
768.1206,4.259804
768.6027,4.656185
769.0848,4.401558
769.567,3.922028
770.0491,3.506935
770.5312,3.167763
771.0133,2.878876
771.4954,2.619061
771.9775,2.634079
772.4597,3.53801
772.9418,4.496876
773.4239,4.73951
773.906,3.710125
774.3881,3.121136
774.8702,3.256691
775.3524,3.590477
775.8345,3.697716
776.3166,3.563957
776.7987,3.335445
777.2808,2.984352
777.7629,2.736382
778.2451,3.10096
778.7272,3.692444
779.2093,3.578396
779.6914,2.35194
780.1735,1.46949
780.6556,2.193714
781.1378,3.484531
781.6199,4.336529
782.102,4.300514
782.5841,4.271694
783.0662,4.221619
783.5483,4.209549
784.0305,4.393101
784.5126,4.791927
784.9947,4.730431
785.4768,4.043446
785.9589,3.284607
786.441,3.163559
786.9232,3.423279
787.4053,3.616806
787.8874,3.674473
788.3695,3.539349
788.8516,3.206348
789.3337,2.658733
789.8159,1.837791
790.298,0.292629
790.7801,0.705345
791.2622,1.055138
791.7443,0.936836
792.2264,0.462238
792.7086,0.358551
793.1907,1.171883
793.6728,1.988934
794.1549,2.530445
794.637,2.433971
795.1191,1.866611
795.6013,1.017132
796.0834,0.510159
796.5655,1.375069
797.0476,0.306046
797.5297,1.29174
798.0118,1.602142
798.494,0.403915
798.9761,1.188103
799.4582,0.072483003
799.9403,1.556156
800.4224,1.647491
800.9045,0.475689
801.3867,0.273178
801.8688,0.202774
802.3509,0.162571
802.833,0.485088
803.3151,0.720715
803.7972,0.783779
804.2794,0.468887
804.7615,0.282196
805.2436,0.632477
805.7258,1.000626
806.2079,0.686493
