WavwNum_Magnesite,value_Magnesite
339.5183,61.61629
340.0005,57.80481
340.4826,54.4919
340.9647,51.26735
341.4468,48.03128
341.9289,44.85981
342.411,41.89013
342.8932,39.12663
343.3753,36.68927
343.8574,34.84874
344.3395,33.54201
344.8216,32.02672
345.3037,30.15852
345.7859,28.18879
346.268,26.57187
346.7501,25.27839
347.2322,24.08193
347.7143,22.83295
348.1964,21.5748
348.6786,20.44402
349.1607,19.43962
349.6428,18.51306
350.1249,17.60941
350.607,16.72846
351.0891,15.84571
351.5713,14.86074
352.0534,13.92396
352.5355,13.3242
353.0176,13.06171
353.4997,12.80324
353.9818,12.19
354.464,11.41358
354.9461,10.7886
355.4282,10.46913
355.9103,10.26225
356.3924,10.04037
356.8745,9.812908
357.3567,9.570335
357.8388,9.253498
358.3209,8.902195
358.803,8.545937
359.2851,8.179161
359.7672,7.884338
360.2494,7.811958
360.7315,7.837704
361.2136,7.726604
361.6957,7.12748
362.1779,6.561043
362.66,6.348953
363.1421,6.58997
363.6242,6.814838
364.1063,6.851311
364.5884,6.764446
365.0706,6.653057
365.5527,6.46476
366.0348,6.36821
366.5169,6.445469
366.999,6.666046
367.4811,6.789059
367.9633,6.688625
368.4454,6.560509
368.9275,6.5257
369.4096,6.817127
369.8917,6.922359
370.3738,6.628822
370.856,6.123501
371.3381,5.98848
371.8202,6.507504
372.3023,6.987423
372.7844,7.155624
373.2665,6.936058
373.7487,6.754887
374.2308,6.594601
374.7129,6.503971
375.195,6.559914
375.6771,6.820442
376.1592,6.97411
376.6414,6.901627
377.1235,6.644455
377.6056,6.558014
378.0877,6.687645
378.5698,6.846096
379.0519,6.877956
379.5341,6.792046
380.0162,6.64772
380.4983,6.40694
380.9804,6.121994
381.4625,5.97908
381.9446,5.975586
382.4268,5.956982
382.9089,5.805664
383.391,5.558826
383.8731,5.315899
384.3553,5.07909
384.8374,4.895119
385.3195,4.829155
385.8016,4.861607
386.2837,4.932594
386.7658,5.161263
387.248,5.340286
387.7301,5.094059
388.2122,4.445553
388.6943,3.868938
389.1764,3.812645
389.6585,4.005924
390.1407,4.125481
390.6228,4.14143
391.1049,3.979488
391.587,3.440247
392.0691,2.655323
392.5512,2.021412
393.0334,1.772127
393.5155,1.696001
393.9976,1.678129
394.4797,1.720398
394.9618,1.756889
395.4439,1.765911
395.9261,1.757389
396.4082,1.744923
396.8903,1.815588
397.3724,1.798071
397.8545,1.58836
398.3366,1.174707
398.8188,0.872089
399.3009,0.762981
399.783,0.731113
400.2651,0.703341
400.7472,0.646025
401.2293,0.649176
401.7115,0.785267
402.1936,0.978106
402.6757,0.980747
403.1578,0.689096
403.6399,0.384005
404.122,0.181585
404.6042,0.091058999
405.0863,0.047355998
405.5684,0.072374001
406.0505,0.110991
406.5326,0.080234997
407.0147,0.032515001
407.4969,0.121347
407.979,0.157549
408.4611,0.14921
408.9432,0.115343
409.4254,0.051353
409.9075,0.0063900002
410.3896,0.064110003
410.8717,0.186838
411.3538,0.182602
411.8359,0.015219
412.3181,0.252712
412.8002,0.334484
413.2823,0.273258
413.7644,0.120892
414.2465,0.231009
414.7286,0.599236
415.2108,0.706984
415.6929,0.534109
416.175,0.325287
416.6571,0.238848
417.1392,0.237291
417.6213,0.272232
418.1035,0.375412
418.5856,0.458757
419.0677,0.406414
419.5498,0.272209
420.0319,0.257431
420.514,0.642439
420.9962,1.032022
421.4783,1.157515
421.9604,0.860367
422.4425,0.628035
422.9246,0.658136
423.4067,0.787413
423.8889,0.79307
424.371,0.537703
424.8531,0.269756
425.3352,0.018253
425.8173,0.329597
426.2994,0.393023
426.7816,0.022089001
427.2637,0.408314
427.7458,0.658424
428.2279,0.687412
428.71,0.630051
429.1921,0.450012
429.6743,0.216755
430.1564,0.098582998
430.6385,0.111031
431.1206,0.180561
431.6028,0.323475
432.0849,0.531803
432.567,0.551069
433.0491,0.352873
433.5312,0.081514001
434.0133,0.150793
434.4955,0.337099
434.9776,0.423796
435.4597,0.381725
435.9418,0.254412
436.4239,0.049598999
436.906,0.204235
437.3882,0.338581
437.8703,0.130236
438.3524,0.222525
438.8345,0.422619
439.3166,0.422235
439.7987,0.381186
440.2809,0.44327
440.763,0.544388
441.2451,0.584721
441.7272,0.459314
442.2093,0.32188
442.6914,0.222488
443.1736,0.169594
443.6557,0.210644
444.1378,0.454435
444.6199,0.736435
445.102,0.949001
445.5841,1.032131
446.0663,1.132942
446.5484,1.153473
447.0305,1.227343
447.5126,1.596054
447.9947,2.804344
448.4768,3.638744
448.959,3.724073
449.4411,3.040956
449.9232,2.497671
450.4053,2.044136
450.8874,1.793491
451.3695,1.925056
451.8517,2.597187
452.3338,2.914278
452.8159,2.681017
453.298,2.184166
453.7801,2.029057
454.2622,2.239668
454.7444,2.457939
455.2265,2.49835
455.7086,2.411142
456.1907,2.405157
456.6729,2.482435
457.155,2.61454
457.6371,2.800087
458.1192,3.020088
458.6013,3.243273
459.0834,3.48839
459.5656,3.681391
460.0477,3.717327
460.5298,3.628922
461.0119,3.514036
461.494,3.326874
461.9761,3.196543
462.4583,3.254631
462.9404,3.523979
463.4225,3.797909
463.9046,3.947088
464.3867,4.073133
464.8688,4.267414
465.351,4.73185
465.8331,5.062675
466.3152,5.065983
466.7973,4.850826
467.2794,4.807095
467.7615,5.083036
468.2437,5.405045
468.7258,5.690952
469.2079,5.946562
469.69,6.175249
470.1721,6.355986
470.6542,6.512142
471.1364,6.664141
471.6185,6.80529
472.1006,6.945625
472.5827,7.07563
473.0648,7.22187
473.5469,7.478924
474.0291,7.865238
474.5112,8.168131
474.9933,8.150537
475.4754,7.91934
475.9575,7.98089
476.4396,8.380463
476.9218,8.881609
477.4039,9.268665
477.886,9.55188
478.3681,9.734699
478.8503,9.778183
479.3324,9.799913
479.8145,9.945522
480.2966,10.18382
480.7787,10.38972
481.2608,10.45087
481.743,10.50072
482.2251,10.65447
482.7072,10.94046
483.1893,11.23424
483.6714,11.51874
484.1535,11.75807
484.6357,11.91398
485.1178,11.84664
485.5999,11.8311
486.082,11.97839
486.5641,12.23849
487.0462,12.41392
487.5284,12.43269
488.0105,12.46498
488.4926,12.57463
488.9747,12.76843
489.4568,12.96492
489.9389,13.16689
490.4211,13.36381
490.9032,13.54929
491.3853,13.7307
491.8674,13.86075
492.3495,13.88857
492.8316,13.88665
493.3138,14.01344
493.7959,14.26216
494.278,14.57487
494.7601,14.97754
495.2422,15.40431
495.7243,15.72913
496.2065,15.95278
496.6886,16.10043
497.1707,16.18015
497.6528,16.21023
498.1349,16.21955
498.617,16.22237
499.0992,16.19704
499.5813,16.0767
500.0634,15.91448
500.5455,15.84069
501.0276,15.95508
501.5097,16.11884
501.9919,16.2873
502.474,16.45601
502.9561,16.62294
503.4382,16.83618
503.9203,17.01212
504.4025,17.0869
504.8846,17.00135
505.3667,16.94132
505.8488,16.93193
506.3309,16.94197
506.813,16.90681
507.2952,16.82609
507.7773,16.70023
508.2594,16.49126
508.7415,16.23331
509.2236,16.13685
509.7057,16.21277
510.1879,16.31195
510.67,16.31633
511.1521,16.24596
511.6342,16.16174
512.1163,16.07711
512.5984,15.9696
513.0806,15.75869
513.5627,15.50951
514.0448,15.35822
514.5269,15.47035
515.009,15.61279
515.4911,15.62121
515.9733,15.51125
516.4554,15.40357
516.9375,15.4566
517.4196,15.44339
517.9017,15.19545
518.3839,14.54116
518.866,14.02639
519.3481,13.81166
519.8302,13.71944
520.3123,13.56318
520.7944,13.2602
521.2766,13.04855
521.7587,13.00546
522.2408,13.07584
522.7229,13.03891
523.205,12.87925
523.6871,12.67238
524.1693,12.42923
524.6514,12.16119
525.1335,11.96707
525.6156,11.85436
526.0977,11.76341
526.5798,11.62198
527.062,11.45004
527.5441,11.32449
528.0262,11.30338
528.5083,11.25184
528.9904,10.98849
529.4725,10.57866
529.9547,10.18331
530.4368,9.87611
530.9189,9.615768
531.401,9.371933
531.8831,9.141493
532.3652,8.976372
532.8474,8.988199
533.3295,9.001957
533.8116,8.898296
534.2937,8.550686
534.7758,8.283632
535.2579,8.204142
535.7401,8.160261
536.2222,7.905088
536.7043,7.260662
537.1865,6.824074
537.6686,6.774702
538.1507,7.022652
538.6328,7.190571
539.1149,7.289751
539.597,7.250544
540.0792,6.944393
540.5613,6.444277
541.0434,6.106777
541.5255,5.947615
542.0076,5.889502
542.4897,5.94128
542.9719,6.028305
543.454,5.989233
543.9361,5.718086
544.4182,5.424707
544.9003,5.267519
545.3824,5.215363
545.8646,5.202225
546.3467,5.357021
546.8288,5.402277
547.3109,5.093258
547.793,4.418755
548.2751,3.990662
548.7573,4.188919
549.2394,4.44091
549.7215,4.417345
550.2036,3.912863
550.6857,3.597166
551.1678,3.522058
551.65,3.588371
552.1321,3.715218
552.6142,3.948828
553.0963,3.95896
553.5784,3.577261
554.0605,2.997976
554.5427,2.744347
555.0248,2.803064
555.5069,2.932774
555.989,3.064184
556.4711,3.148924
556.9532,3.063231
557.4354,2.807667
557.9175,2.553316
558.3996,2.436188
558.8817,2.396017
559.3638,2.364981
559.8459,2.293573
560.3281,2.244425
560.8102,2.302666
561.2923,2.392021
561.7744,2.387091
562.2565,2.124535
562.7386,1.926329
563.2208,1.863377
563.7029,1.921217
564.185,2.007208
564.6671,2.172775
565.1492,2.281868
565.6313,2.236038
566.1135,2.011435
566.5956,1.874426
567.0777,1.838987
567.5598,1.858761
568.0419,1.905071
568.524,1.966782
569.0062,2.011644
569.4883,2.052868
569.9704,2.048775
570.4525,1.906418
570.9346,1.671478
571.4167,1.498154
571.8989,1.503393
572.381,1.579254
572.8631,1.713739
573.3452,1.874897
573.8273,1.889597
574.3094,1.472067
574.7916,1.083712
575.2737,1.022577
575.7558,1.476936
576.2379,1.689592
576.72,1.433962
577.2021,1.086515
577.6843,1.02669
578.1664,1.423031
578.6485,1.618994
579.1306,1.489679
579.6127,1.19133
580.0948,1.028105
580.577,1.000425
581.0591,1.00843
581.5412,1.026697
582.0233,1.047739
582.5054,1.053617
582.9875,1.045887
583.4697,1.037388
583.9518,1.067028
584.434,1.076633
584.9161,0.988451
585.3982,0.781017
585.8803,0.603874
586.3624,0.533955
586.8445,0.529158
587.3267,0.551052
587.8088,0.604778
588.2909,0.6688
588.773,0.78903
589.2551,0.905628
589.7372,0.905643
590.2194,0.717094
590.7015,0.551254
591.1836,0.454704
591.6657,0.421923
592.1478,0.454006
592.6299,0.564877
593.1121,0.634472
593.5942,0.547695
594.0763,0.356567
594.5584,0.254932
595.0405,0.251266
595.5226,0.289881
596.0048,0.37464
596.4869,0.453926
596.969,0.439344
597.4511,0.270269
597.9332,0.112646
598.4153,0.052765001
598.8975,0.068099998
599.3796,0.121765
599.8617,0.149315
600.3438,0.275837
600.8259,0.698164
601.308,1.279219
601.7902,1.437458
602.2723,0.93211
602.7544,0.400715
603.2365,0.052305002
603.7186,0.112371
604.2007,0.149271
604.6829,0.031695999
605.165,0.085530996
605.6471,0.038550999
606.1292,0.12534
606.6113,0.197622
607.0934,0.144955
607.5756,0.058313001
608.0577,0.013882
608.5398,0.002483
609.0219,0.0067710001
609.504,0.0050619999
609.9861,0.033505999
610.4683,0.24493
610.9504,0.528021
611.4325,0.667448
611.9146,0.449476
612.3967,0.24078
612.8788,0.163818
613.361,0.20561
613.8431,0.194462
614.3252,0.060671002
614.8073,0.0082170004
615.2894,0.108879
615.7715,0.425249
616.2537,0.714687
616.7358,1.003382
617.2179,1.143175
617.7,0.835114
618.1821,0.230728
618.6642,0.10404
619.1464,0.033854
619.6285,0.159309
620.1106,0.221954
620.5927,0.203362
621.0748,0.188183
621.5569,0.197689
622.0391,0.228745
622.5212,0.323586
623.0033,0.44409
623.4854,0.474127
623.9675,0.282026
624.4496,0.111551
624.9318,0.044335999
625.4139,0.077440001
625.896,0.049720999
626.3781,0.096546002
626.8602,0.170546
627.3423,0.033886001
627.8245,0.501451
628.3066,0.631241
628.7887,0.366192
629.2708,0.038378
629.7529,0.029428
630.235,0.217628
630.7172,0.307539
631.1993,0.192434
631.6815,0.087335996
632.1636,0.231281
632.6457,0.488052
633.1278,0.642479
633.6099,0.600922
634.092,0.468374
634.5742,0.193005
635.0563,0.162025
635.5384,0.368103
636.0205,0.351583
636.5026,0.283127
636.9847,0.183487
637.4669,0.061577
637.949,0.073784001
638.4311,0.252542
638.9132,0.421465
639.3953,0.455465
639.8774,0.378252
640.3596,0.199347
640.8417,0.105074
641.3238,0.147043
641.8059,0.851055
642.288,2.195951
642.7701,2.826059
643.2523,2.294523
643.7344,1.641863
644.2165,1.394571
644.6986,1.340549
645.1807,1.199455
645.6628,0.388144
646.145,0.162966
646.6271,1.164846
647.1092,2.753098
647.5913,3.166601
648.0734,1.9314
648.5555,0.869511
649.0377,0.61874
649.5198,0.987942
650.0019,1.073227
650.484,0.87994
650.9661,0.797831
651.4482,1.277617
651.9304,1.963427
652.4125,2.170527
652.8946,1.880156
653.3767,1.587852
653.8588,1.664597
654.3409,1.855333
654.8231,1.948156
655.3052,1.88485
655.7873,1.779373
656.2694,1.576632
656.7515,1.391493
657.2336,1.3379
657.7158,1.48842
658.1979,1.607059
658.68,1.661371
659.1621,1.690569
659.6442,1.762552
660.1263,1.876549
660.6085,2.027534
661.0906,2.232033
661.5727,2.433319
662.0548,2.536583
662.5369,2.57202
663.019,2.617512
663.5012,2.766788
663.9833,2.878529
664.4654,2.83271
664.9475,2.652494
665.4296,2.480558
665.9117,2.305756
666.3939,2.192766
666.876,2.172773
667.3581,2.244396
667.8402,2.429449
668.3223,2.818487
668.8044,3.149733
669.2866,3.18935
669.7687,2.943539
670.2508,2.871389
670.7329,3.013973
671.215,3.202322
671.6971,3.235722
672.1793,3.183748
672.6614,3.202354
673.1435,3.325003
673.6256,3.481255
674.1077,3.712135
674.5898,3.929348
675.072,4.002426
675.5541,3.75281
676.0362,3.586077
676.5183,3.574619
677.0004,3.68293
677.4825,3.883833
677.9647,4.311638
678.4468,4.590469
678.929,4.56274
679.4111,4.306688
679.8932,4.210518
680.3753,4.278704
680.8574,4.375479
681.3395,4.416851
681.8217,4.455881
682.3038,4.57605
682.7859,4.769453
683.268,4.983763
683.7501,5.267103
684.2322,5.515963
684.7144,5.612387
685.1965,5.506014
685.6786,5.424606
686.1607,5.468723
686.6428,5.59675
687.1249,5.765999
687.6071,5.97258
688.0892,6.152502
688.5713,6.300724
689.0534,6.45463
689.5355,6.645781
690.0176,6.862326
690.4998,7.07115
690.9819,7.288836
691.464,7.473536
691.9461,7.450274
692.4282,7.351324
692.9103,7.452206
693.3925,8.014765
693.8746,8.607588
694.3567,8.918545
694.8388,9.070778
695.3209,9.35397
695.803,10.04508
696.2852,10.63216
696.7673,10.96536
697.2494,11.09835
697.7315,11.28038
698.2136,11.50164
698.6957,11.80522
699.1779,12.24899
699.66,12.79735
700.1421,13.23688
700.6242,13.576
701.1063,13.93847
701.5884,14.35493
702.0706,14.87383
702.5527,15.6235
703.0348,16.60979
703.5169,17.51427
703.999,18.03387
704.4811,18.51123
704.9633,19.18824
705.4454,20.19107
705.9275,21.11039
706.4096,21.85
706.8917,22.61079
707.3738,23.60172
707.856,24.83753
708.3381,25.98782
708.8202,27.00017
709.3023,28.02022
709.7844,29.2452
710.2665,30.62216
710.7487,32.0115
711.2308,33.30031
711.7129,34.7645
712.195,36.6787
712.6771,38.90651
713.1592,41.25102
713.6414,43.92645
714.1235,46.36968
714.6056,48.13596
715.0877,49.64013
715.5698,51.66395
716.0519,54.31285
716.5341,57.19146
717.0162,60.19376
717.4983,63.34766
717.9804,66.57092
718.4625,69.90725
718.9446,73.59023
719.4268,77.52103
719.9089,81.99249
720.391,88.04599
720.8731,95.1829
721.3552,101.542
721.8373,105.1984
722.3195,108.6316
722.8016,113.0948
723.2837,118.6157
723.7658,124.4416
724.2479,130.4596
724.73,136.7903
725.2122,143.4547
725.6943,150.4557
726.1765,157.6987
726.6586,165.3006
727.1407,172.9641
727.6228,180.5392
728.1049,188.0988
728.587,195.641
729.0692,203.1687
729.5513,210.7623
730.0334,218.4545
730.5155,226.2975
730.9976,234.2236
731.4797,242.4249
731.9619,250.2631
732.444,257.86
732.9261,264.8367
733.4082,270.9677
733.8903,276.159
734.3724,280.8099
734.8546,285.0336
735.3367,288.4265
735.8188,290.4743
736.3009,291.1725
736.783,290.6711
737.2651,289.0392
737.7473,286.1247
738.2294,281.632
738.7115,275.7577
739.1936,268.8621
739.6757,260.8555
740.1578,252.1652
740.64,242.7003
741.1221,232.6337
741.6042,222.1711
742.0863,211.11
742.5684,200.0159
743.0505,188.7614
743.5327,177.6101
744.0148,167.15
744.4969,157.445
744.979,148.1742
745.4611,139.2408
745.9432,130.65
746.4254,122.3021
746.9075,114.2434
747.3896,106.7189
747.8717,100.0297
748.3538,93.76196
748.8359,87.59733
749.3181,81.61618
749.8002,76.11609
750.2823,71.26842
750.7644,66.60883
751.2465,62.0067
751.7286,57.49589
752.2108,53.47164
752.6929,49.91845
753.175,46.63939
753.6571,43.63092
754.1392,40.80648
754.6213,38.02353
755.1035,35.28449
755.5856,32.7034
756.0677,30.31558
756.5498,28.07594
757.0319,25.87088
757.514,23.70398
757.9962,21.89989
758.4783,20.63692
758.9604,19.50093
759.4425,18.30675
759.9246,17.06664
760.4067,15.84054
760.8889,14.62531
761.371,13.50489
761.8531,12.56579
762.3352,11.75872
762.8173,11.00142
763.2994,10.29011
763.7816,9.602079
764.2637,8.890062
764.7458,8.231392
765.2279,7.721567
765.71,7.406359
766.1921,6.978405
766.6743,6.330427
767.1564,5.68022
767.6385,5.168253
768.1206,4.803093
768.6027,4.445127
769.0848,4.082937
769.567,3.789379
770.0491,3.727951
770.5312,3.753395
771.0133,3.530821
771.4954,2.99806
771.9775,2.496418
772.4597,2.216932
772.9418,2.079784
773.424,2.02042
773.9061,2.059397
774.3882,2.117887
774.8703,2.279135
775.3524,2.362648
775.8345,2.170774
776.3167,1.671995
776.7988,1.29332
777.2809,1.076994
777.763,0.916058
778.2451,0.688051
778.7272,0.435505
779.2094,0.233871
779.6915,0.094609998
780.1736,0.024761001
780.6557,0.090700001
781.1378,0.197144
781.6199,0.253862
782.1021,0.258884
782.5842,0.179497
783.0663,0.039165001
783.5484,0.281216
784.0305,0.438335
784.5126,0.513519
784.9948,0.436085
785.4769,0.166779
785.959,0.112524
786.4411,0.18199
786.9232,0.112253
787.4053,0.027605001
787.8875,0.045322001
788.3696,0.123344
788.8517,0.26992
789.3338,0.40131
789.8159,0.416885
790.298,0.181499
790.7802,0.061193001
791.2623,0.084347002
791.7444,0.201254
792.2265,0.423393
792.7086,0.734972
793.1907,0.724737
793.6729,0.240866
794.155,0.235357
794.6371,0.028820001
795.1192,0.512028
795.6013,0.800217
796.0834,0.506266
796.5656,0.284376
797.0477,0.48753
797.5298,0.8311
798.0119,0.959843
798.494,0.762185
798.9761,0.609032
799.4583,0.548866
799.9404,0.498827
800.4225,0.292538
