WavwNum_Dolomite,value_Dolomite
788.0479,0.270199
788.53,0.11512
789.0121,0.487991
789.4942,0.722225
789.9763,0.783058
790.4584,0.52853
790.9406,0.394436
791.4227,0.911556
791.9048,0.577827
792.3869,0.287254
792.869,0.621586
793.3511,0.460052
793.8333,0.296726
794.3154,0.337639
794.7975,0.522835
795.2796,1.050266
795.7617,1.70417
796.2438,1.774063
796.726,0.032368001
797.2081,1.363819
797.6902,1.316113
798.1723,0.193199
798.6544,0.584553
799.1365,0.934563
799.6187,1.141209
800.1008,1.276634
800.5829,1.346611
801.065,1.381313
801.5471,1.373398
802.0292,1.273369
802.5114,0.922085
802.9935,0.570801
803.4756,0.399918
803.9577,0.415737
804.4398,0.640064
804.9219,1.577011
805.4041,2.160892
805.8862,2.040997
806.3683,1.339962
806.8504,0.384098
807.3325,1.0224
807.8146,1.659449
808.2968,0.669998
808.7789,1.036938
809.261,1.172115
809.7431,0.12608
810.2252,0.509048
810.7073,0.746559
811.1895,2.081223
811.6716,2.204014
812.1537,1.42477
812.6358,0.942837
813.1179,1.05695
813.6,1.350864
814.0822,1.923935
814.5643,2.558342
815.0464,2.215176
815.5285,0.869499
816.0106,0.01292
816.4927,0.513973
816.9749,1.579735
817.457,2.160561
817.9391,2.313801
818.4212,2.221371
818.9033,1.573193
819.3854,1.103054
819.8676,1.270329
820.3497,1.873718
820.8318,2.209778
821.3139,2.192387
821.796,2.087257
822.2781,1.909012
822.7603,1.726112
823.2424,1.799541
823.7245,2.063702
824.2066,2.070702
824.6887,1.341103
825.1708,0.652004
825.653,0.851707
826.1351,1.624096
826.6172,2.25536
827.0993,2.384163
827.5814,2.563961
828.0635,3.169712
828.5457,3.787441
829.0278,3.312233
829.5099,1.477139
829.992,0.440426
830.4741,0.947861
830.9562,2.067936
831.4384,2.247158
831.9205,1.827629
832.4026,1.729362
832.8847,2.871677
833.3668,3.634617
833.8489,2.589516
834.3311,0.746155
834.8132,0.076266997
835.2953,0.832016
835.7774,1.577572
836.2595,2.019081
836.7416,2.142323
837.2238,1.691818
837.7059,0.764751
838.188,0.371239
838.6701,0.858215
839.1522,1.547493
839.6343,1.810596
840.1165,1.814087
840.5986,1.786678
841.0807,1.7864
841.5628,1.742973
842.0449,1.490299
842.527,1.306488
843.0092,1.588551
843.4913,2.505711
843.9734,2.743019
844.4555,2.022789
844.9376,1.218197
845.4197,1.640179
845.9019,2.69593
846.384,3.018856
846.8661,2.138203
847.3482,1.459812
847.8303,2.167679
848.3124,3.202686
848.7946,3.515644
849.2767,2.574482
849.7588,2.214981
850.2409,2.698624
850.723,3.277538
851.2051,3.286434
851.6873,2.812168
852.1694,2.355835
852.6515,1.939182
853.1336,1.7603
853.6157,2.284286
854.0978,2.929028
854.58,3.079933
855.0621,2.520435
855.5442,2.000999
856.0263,1.714058
856.5084,1.523491
856.9905,1.364193
857.4727,1.235939
857.9548,1.326153
858.4369,1.661133
858.919,1.932514
859.4011,1.756413
859.8832,1.461258
860.3654,1.635662
860.8475,2.239918
861.3296,2.808208
861.8117,3.251518
862.2938,3.498051
862.7759,3.381027
863.2581,2.977028
863.7402,2.856518
864.2223,3.08815
864.7044,3.427708
865.1865,3.780514
865.6686,4.032734
866.1508,3.833324
866.6329,3.300995
867.115,2.937122
867.5971,2.826019
868.0792,3.104687
868.5613,4.382107
869.0435,6.202202
869.5256,7.162239
870.0077,6.445152
870.4898,6.225067
870.9719,7.075245
871.454,8.469482
871.9362,9.363483
872.4183,9.770027
872.9004,9.676529
873.3825,8.801384
873.8646,8.008911
874.3467,8.311317
874.8289,9.204021
875.311,9.931313
875.7931,10.01356
876.2752,10.28112
876.7573,10.82927
877.2394,11.55325
877.7216,12.40517
878.2037,13.4056
878.6858,14.09438
879.1679,14.35684
879.65,14.56434
880.1321,15.15855
880.6143,15.96006
881.0964,16.82535
881.5785,17.87156
882.0606,18.25658
882.5427,17.54262
883.0248,16.12819
883.507,14.13984
883.9891,11.30823
884.4712,9.6782
884.9533,9.483665
885.4354,9.365559
885.9175,8.108181
886.3997,6.203388
886.8818,4.476913
887.3639,3.020847
887.846,2.227795
888.3281,2.69437
888.8102,3.493046
889.2924,4.304241
889.7745,5.077873
890.2566,5.268261
890.7387,4.722809
891.2208,4.043346
891.7029,3.451637
892.1851,2.909866
892.6672,2.130074
893.1493,1.295662
893.6314,0.9701
894.1135,1.887493
894.5956,2.832298
895.0778,3.04998
895.5599,2.784073
896.042,2.662346
896.5241,2.860493
897.0062,3.013588
897.4883,3.051838
897.9705,2.960781
898.4526,2.637779
898.9347,2.178791
899.4168,1.871674
899.8989,1.762844
900.381,1.894058
900.8632,2.593395
901.3453,3.391335
901.8274,3.747147
902.3095,3.230484
902.7916,2.83461
903.2737,2.580368
903.7559,2.431305
904.238,2.310661
904.7201,2.241325
905.2022,2.649685
905.6843,3.602249
906.1664,4.21619
906.6486,3.231678
907.1307,1.953217
907.6128,1.653675
908.0949,2.513023
908.577,3.09597
909.0591,3.084923
909.5413,2.948406
910.0234,2.894371
910.5055,2.889557
910.9876,2.575916
911.4697,1.993935
911.9518,1.56971
912.434,1.577892
912.9161,1.835918
913.3982,2.318192
913.8803,2.902771
914.3624,3.264664
914.8445,2.970901
915.3267,2.833431
915.8088,3.016703
916.2909,3.391079
916.773,3.796124
917.2551,4.217308
917.7372,4.180996
918.2194,3.462646
918.7015,2.634388
919.1836,2.300346
919.6657,2.262238
920.1478,2.284531
920.6299,2.514645
921.1121,2.374031
921.5942,1.373909
922.0763,0.456581
922.5584,0.567001
923.0405,1.735769
923.5226,2.208235
924.0048,1.865932
924.4869,1.534637
924.969,2.172794
925.4511,3.095615
925.9332,3.44058
926.4153,3.162201
926.8975,2.928148
927.3796,2.918737
927.8617,3.017017
928.3438,3.306065
928.8259,3.699505
929.308,3.623762
929.7902,3.032333
930.2723,2.392803
930.7544,1.908218
931.2365,1.621458
931.7186,1.60387
932.2007,1.771002
932.6829,1.948542
933.165,1.878136
933.6471,2.139462
934.1292,3.13294
934.6113,4.177462
935.0934,4.127647
935.5756,3.02235
936.0577,2.501251
936.5398,2.827971
937.0219,3.257206
937.504,3.022148
937.9861,2.557657
938.4683,2.361706
938.9504,2.556847
939.4325,2.775257
939.9146,2.946985
940.3967,3.137995
940.8788,3.383976
941.361,3.682936
941.8431,4.100075
942.3252,4.625656
942.8073,4.875866
943.2894,4.54142
943.7715,3.895428
944.2537,2.857889
944.7358,1.653193
945.2179,1.084023
945.7,1.930246
946.1821,2.581459
946.6642,2.69902
947.1464,2.555527
947.6285,2.759007
948.1106,3.254166
948.5927,3.671696
949.0748,4.012211
949.5569,3.9678
950.0391,2.674114
950.5212,1.102116
951.0033,0.458454
951.4854,1.470642
951.9675,2.248787
952.4496,2.853706
952.9318,3.054028
953.4139,2.431549
953.896,1.184872
954.3781,0.399307
954.8602,0.105186
955.3423,0.299759
955.8245,1.620857
956.3066,2.876217
956.7887,3.05798
957.2708,2.288441
957.7529,1.898312
958.235,2.09021
958.7172,2.305599
959.1993,2.419037
959.6814,2.435116
960.1635,2.363434
960.6456,2.202408
961.1277,1.892723
961.6099,1.171787
962.092,0.80101
962.5741,1.775093
963.0562,3.022957
963.5383,3.232132
964.0204,1.795887
964.5026,1.048931
964.9847,1.113281
965.4668,1.490612
965.9489,1.944519
966.431,2.314426
966.9131,2.080162
967.3953,1.286011
967.8774,0.879982
968.3595,1.996811
968.8416,2.951973
969.3237,2.767887
969.8058,1.722466
970.288,1.098515
970.7701,0.953049
971.2522,0.686852
971.7343,0.050953001
972.2164,0.766464
972.6985,0.574718
973.1807,0.12542
973.6628,0.549488
974.1449,0.183521
974.627,0.010529
975.1091,0.164139
975.5912,0.564831
976.0734,1.255028
976.5555,2.255329
977.0376,2.252087
977.5197,1.131462
978.0018,0.044426002
978.4839,0.226891
978.9661,0.695221
979.4482,0.315434
979.9303,0.925144
980.4124,1.75745
980.8945,1.952755
981.3766,1.733795
981.8588,0.933121
982.3409,0.060017001
982.823,0.055187002
983.3051,1.047989
983.7872,1.678318
984.2693,1.345634
984.7515,0.831444
985.2336,0.490952
985.7157,0.373611
986.1978,0.616673
986.6799,1.748497
987.162,1.907963
987.6442,0.82711
988.1263,0.464928
988.6084,1.099957
989.0905,1.221432
989.5726,1.032932
990.0547,0.591076
990.5369,0.2742
991.019,0.534275
991.5011,0.702328
991.9832,0.421661
992.4653,0.210335
992.9474,0.976547
993.4296,1.94125
993.9117,2.369583
994.3938,1.882805
994.8759,1.092518
995.358,0.767448
995.8401,0.731815
996.3223,0.683033
996.8044,0.533844
997.2865,0.376461
997.7686,0.266762
998.2507,0.104362
998.7328,0.311043
999.215,0.941986
999.6971,0.931747
1000.179,0.292152
1000.661,0.393311
1001.143,0.824421
1001.626,1.054375
1002.108,1.094242
1002.59,0.98431
1003.072,0.811535
1003.554,0.515354
1004.036,0.18269
1004.518,0.216393
1005.0,0.518871
1005.482,0.344975
1005.965,0.137978
1006.447,0.55637
1006.929,0.901604
1007.411,0.851517
1007.893,0.366539
1008.375,1.494507
1008.857,1.536724
1009.339,0.447678
1009.822,0.044043999
1010.304,0.080340996
1010.786,0.451756
1011.268,0.872162
1011.75,1.345776
1012.232,2.203629
1012.714,3.17503
1013.196,3.475765
1013.678,2.077663
1014.161,1.102688
1014.643,0.91785
1015.125,1.178043
1015.607,1.444904
1016.089,1.730011
1016.571,2.022285
1017.053,2.30267
1017.535,2.735798
1018.018,3.738319
1018.5,4.7201
1018.982,5.202114
1019.464,5.131802
1019.946,4.843273
1020.428,4.227436
1020.91,4.006275
1021.392,4.719067
1021.874,5.773884
1022.357,5.969612
1022.839,5.597023
1023.321,5.290188
1023.803,5.382435
1024.285,5.385624
1024.767,4.842236
1025.249,4.442616
1025.731,5.00898
1026.214,6.586098
1026.696,7.63834
1027.178,8.087753
1027.66,8.476177
1028.142,9.49966
1028.624,10.43721
1029.106,10.50648
1029.588,9.766308
1030.07,9.184738
1030.553,8.728176
1031.035,8.945435
1031.517,10.20138
1031.999,11.69243
1032.481,11.85368
1032.963,11.20346
1033.445,11.12133
1033.927,12.17917
1034.41,12.88622
1034.892,12.10483
1035.374,11.13057
1035.856,10.7638
1036.338,11.04741
1036.82,11.90432
1037.302,13.30254
1037.784,14.59526
1038.266,15.30598
1038.749,15.89631
1039.231,16.87775
1039.713,18.12196
1040.195,19.21927
1040.677,20.24138
1041.159,20.52389
1041.641,19.73526
1042.123,18.87419
1042.605,19.30324
1043.088,20.5665
1043.57,21.30657
1044.052,21.36342
1044.534,21.41558
1045.016,21.72712
1045.498,22.46877
1045.98,23.88168
1046.462,25.69024
1046.945,26.80411
1047.427,27.20675
1047.909,27.6942
1048.391,28.57852
1048.873,29.5149
1049.355,29.86077
1049.837,30.15596
1050.319,31.19753
1050.802,33.76182
1051.284,35.44495
1051.766,35.91808
1052.248,36.28587
1052.73,37.17584
1053.212,38.545
1053.694,40.75579
1054.176,43.51253
1054.658,45.46512
1055.141,44.50613
1055.623,44.30981
1056.105,46.49041
1056.587,50.04786
1057.069,53.90905
1057.551,58.10969
1058.033,61.15145
1058.515,62.74868
1058.997,64.05585
1059.48,65.96491
1059.962,68.24157
1060.444,70.54488
1060.926,72.85806
1061.408,76.16602
1061.89,80.89547
1062.372,85.47984
1062.854,89.24905
1063.337,92.72934
1063.819,96.58637
1064.301,100.9025
1064.783,105.9616
1065.265,112.3823
1065.747,118.3007
1066.229,122.3494
1066.711,126.5237
1067.193,132.434
1067.676,139.8989
1068.158,145.9351
1068.64,150.694
1069.122,156.0336
1069.604,163.7141
1070.086,171.8117
1070.568,178.4585
1071.05,184.9069
1071.532,193.9541
1072.015,206.773
1072.497,218.227
1072.979,227.6496
1073.461,236.8568
1073.943,247.9882
1074.425,260.0186
1074.907,271.5298
1075.389,282.3578
1075.872,293.8914
1076.354,305.6235
1076.836,319.184
1077.318,334.8532
1077.8,352.6188
1078.282,372.6876
1078.764,395.312
1079.246,421.393
1079.729,451.1503
1080.211,485.3896
1080.693,522.5869
1081.175,566.7517
1081.657,619.3186
1082.139,680.3879
1082.621,747.4575
1083.103,821.0239
1083.585,902.5383
1084.068,993.8863
1084.55,1092.943
1085.032,1197.347
1085.514,1307.438
1085.996,1421.642
1086.478,1540.94
1086.96,1661.181
1087.442,1781.788
1087.924,1904.855
1088.406,2028.146
1088.889,2156.822
1089.371,2300.563
1089.853,2460.367
1090.335,2638.896
1090.817,2840.452
1091.299,3057.828
1091.781,3286.383
1092.263,3532.533
1092.746,3815.044
1093.228,4125.368
1093.71,4422.874
1094.192,4702.835
1094.674,4947.295
1095.156,5170.517
1095.638,5329.849
1096.12,5400.152
1096.603,5384.481
1097.085,5272.42
1097.567,5062.917
1098.049,4777.578
1098.531,4411.273
1099.013,3997.909
1099.495,3532.691
1099.977,3057.075
1100.459,2614.438
1100.942,2210.644
1101.424,1857.148
1101.906,1554.423
1102.388,1298.437
1102.87,1089.43
1103.352,919.9047
1103.834,778.7629
1104.316,662.7569
1104.798,566.6865
1105.281,494.544
1105.763,433.7285
1106.245,384.3697
1106.727,342.3318
1107.209,304.9233
1107.691,271.6624
1108.173,242.8633
1108.655,218.1583
1109.138,196.9162
1109.62,179.2812
1110.102,164.165
1110.584,151.3265
1111.066,140.2671
1111.548,130.0323
1112.03,120.5292
1112.512,110.9127
1112.995,100.7879
1113.477,91.43901
1113.959,83.8503
1114.441,77.59039
1114.923,72.59407
1115.405,68.77972
1115.887,64.99445
1116.369,61.18402
1116.851,57.53463
1117.333,54.16068
1117.816,50.8725
1118.298,47.34893
1118.78,43.7821
1119.262,40.4035
1119.744,37.10901
1120.226,34.72764
1120.708,33.70335
1121.19,32.41382
1121.673,29.36066
1122.155,25.66212
1122.637,24.27574
1123.119,24.39687
1123.601,23.78816
1124.083,20.49195
1124.565,17.94931
1125.047,16.91872
1125.53,16.45543
1126.012,15.75511
1126.494,14.85144
1126.976,13.97723
1127.458,13.12055
1127.94,12.04597
1128.422,10.03778
1128.904,8.424919
1129.386,8.114162
1129.869,8.366512
1130.351,8.000832
1130.833,7.037361
1131.315,6.584724
1131.797,6.805737
1132.279,6.871368
1132.761,5.677212
1133.243,4.512627
1133.725,4.700741
1134.208,5.834167
1134.69,5.501724
1135.172,3.408207
1135.654,2.14613
1136.136,2.478065
1136.618,3.206627
1137.1,3.193741
1137.582,2.758049
1138.065,2.090477
1138.547,1.159969
1139.029,0.786545
1139.511,1.130383
1139.993,1.532059
1140.475,1.758297
1140.957,1.857838
1141.439,2.098106
1141.922,2.207092
1142.404,1.5839
1142.886,0.564262
1143.368,1.591515
1143.85,1.019981
1144.332,0.034584001
1144.814,1.192501
1145.296,2.173218
1145.778,1.92094
1146.26,0.862263
1146.743,0.239639
1147.225,1.1152
1147.707,1.694321
1148.189,1.731773
1148.671,1.403374
1149.153,0.634972
1149.635,0.40609
1150.117,0.733887
1150.6,0.437462
1151.082,0.335831
1151.564,1.336857
1152.046,2.006405
1152.528,1.478119
1153.01,0.625095
1153.492,0.745281
1153.974,1.723007
1154.457,2.29002
1154.939,2.327328
1155.421,2.034561
1155.903,1.197826
1156.385,0.410542
1156.867,0.029011
1157.349,0.036617
1157.831,0.052604999
1158.313,0.299767
1158.796,0.700932
1159.278,1.30542
1159.76,1.666546
1160.242,0.964218
1160.724,0.223446
1161.206,0.527382
1161.688,1.682598
1162.17,1.940918
1162.652,1.229355
1163.135,0.57476
1163.617,0.198944
1164.099,0.115887
1164.581,0.826504
1165.063,1.531353
1165.545,1.138771
1166.027,0.602844
1166.509,1.328831
1166.992,0.872826
1167.474,0.348366
1167.956,0.199135
1168.438,0.208332
1168.92,0.082705997
1169.402,0.068085
1169.884,0.074211001
1170.366,0.172134
1170.849,0.313381
1171.331,0.334488
1171.813,0.297935
1172.295,0.138226
1172.777,0.038368002
1173.259,0.411942
1173.741,1.043083
1174.223,1.503036
1174.705,1.66309
1175.188,1.660713
1175.67,1.502331
1176.152,1.174004
1176.634,0.460592
1177.116,0.332788
1177.598,0.648775
1178.08,0.543091
1178.562,0.210789
1179.044,0.614325
1179.527,1.149342
1180.009,1.247963
1180.491,1.238276
1180.973,1.448046
1181.455,1.786076
1181.937,2.030788
1182.419,2.197104
1182.901,2.403555
1183.384,2.981796
1183.866,3.146408
1184.348,2.624847
1184.83,1.922108
1185.312,1.64908
1185.794,1.703081
1186.276,1.837368
1186.758,2.030226
1187.24,2.282108
1187.723,2.675907
1188.205,3.044893
1188.687,3.47901
1189.169,3.693535
1189.651,2.834501
1190.133,1.394333
1190.615,1.062134
1191.097,2.060291
1191.579,3.046099
1192.062,3.463667
1192.544,3.727282
1193.026,4.051716
1193.508,4.238462
1193.99,3.589766
1194.472,2.420246
1194.954,1.901232
1195.436,2.296469
1195.919,2.811453
1196.401,3.215733
1196.883,3.499586
1197.365,3.589226
1197.847,3.61059
1198.329,3.983431
1198.811,4.623531
1199.293,5.235542
1199.776,5.80291
1200.258,6.02829
1200.74,5.447525
1201.222,4.774799
1201.704,4.448713
1202.186,4.381254
1202.668,4.099491
1203.15,3.727205
1203.632,3.87941
1204.115,5.121178
1204.597,5.823612
1205.079,4.623024
1205.561,3.242697
1206.043,2.631937
1206.525,2.693342
1207.007,3.184931
1207.489,3.970682
1207.971,4.476835
1208.454,4.329195
1208.936,4.229986
1209.418,4.468708
1209.9,4.791319
1210.382,5.21969
1210.864,5.687445
1211.346,5.372643
1211.828,4.399187
1212.311,3.648821
1212.793,3.748875
1213.275,3.845293
1213.757,3.376556
1214.239,3.089291
1214.721,3.776936
1215.203,5.196798
1215.685,5.445183
1216.167,4.696451
1216.65,3.930655
1217.132,3.52109
1217.614,3.327768
1218.096,3.729649
1218.578,4.010571
1219.06,3.141024
1219.542,1.370552
1220.024,0.920334
1220.506,1.688908
1220.989,2.563122
1221.471,3.037395
1221.953,3.217974
1222.435,3.540268
1222.917,3.673096
1223.399,3.358583
1223.881,2.724731
1224.363,2.460026
1224.846,2.564106
1225.328,2.682959
1225.81,2.661224
1226.292,2.765074
1226.774,3.039585
1227.256,3.274597
1227.738,3.081066
1228.22,2.578114
1228.703,2.300961
1229.185,2.249977
1229.667,2.215059
1230.149,2.04442
1230.631,2.073212
1231.113,2.434151
1231.595,2.891865
1232.077,3.205338
1232.559,3.398661
1233.042,3.399092
1233.524,3.210768
1234.006,2.978342
1234.488,2.468571
1234.97,2.316124
1235.452,2.63674
1235.934,3.1008
1236.416,3.257513
1236.898,3.207853
1237.381,3.404867
1237.863,3.794186
1238.345,3.839268
1238.827,2.778008
1239.309,2.33853
1239.791,3.031073
1240.273,3.954853
1240.755,3.770842
1241.238,3.015528
1241.72,2.726013
1242.202,2.903769
1242.684,2.839083
1243.166,2.152781
1243.648,1.830196
1244.13,2.161123
1244.612,2.644529
1245.094,2.549646
1245.577,2.217493
1246.059,2.232141
1246.541,2.598539
1247.023,2.637018
1247.505,2.017487
1247.987,1.910755
1248.469,2.694481
1248.951,3.547775
1249.433,3.549038
1249.916,3.167631
1250.398,2.590481
1250.88,1.873009
1251.362,1.404793
1251.844,1.228588
1252.326,1.192875
1252.808,1.283854
1253.29,1.417599
1253.773,1.587242
1254.255,1.679104
1254.737,1.574984
1255.219,1.274426
1255.701,0.821568
1256.183,0.148031
1256.665,0.0099999998
1257.147,0.597198
1257.63,1.272381
1258.112,1.34795
1258.594,1.228251
1259.076,1.21769
1259.558,1.316128
1260.04,1.517395
1260.522,1.819006
1261.004,1.95793
1261.486,1.860954
1261.969,1.69829
1262.451,1.43117
1262.933,1.312386
1263.415,1.532415
1263.897,2.019014
1264.379,2.777985
1264.861,3.679218
1265.343,3.524242
1265.825,1.89455
1266.308,0.548454
1266.79,0.804804
1267.272,1.27664
1267.754,1.383991
1268.236,1.266972
1268.718,0.883299
1269.2,0.340357
1269.682,0.000267
1270.165,0.082126997
1270.647,0.14456
1271.129,1.199539
1271.611,1.920656
1272.093,1.868872
1272.575,1.36771
1273.057,0.966125
1273.539,0.665728
1274.021,0.443241
1274.504,0.29694
1274.986,0.309837
1275.468,0.439243
1275.95,0.454735
1276.432,0.203632
1276.914,0.005812
1277.396,0.393501
1277.878,0.0
1500.0,0.0
