WavwNum_Pyrite,value_Pyrite
817.4324,0.67286
817.9145,0.614347
818.3966,0.5942
818.8787,0.607385
819.3608,0.613817
819.843,0.567391
820.3251,0.531032
820.8072,0.552837
821.2893,0.632533
821.7714,0.672893
822.2535,0.662018
822.7357,0.634108
823.2178,0.593827
823.6999,0.549079
824.182,0.531384
824.6641,0.540755
825.1462,0.577093
825.6284,0.705806
826.1105,0.813466
826.5926,0.751247
827.0747,0.553495
827.5568,0.402322
828.0389,0.369141
828.5211,0.381651
829.0032,0.433617
829.4853,0.511839
829.9674,0.525867
830.4495,0.454795
830.9316,0.435889
831.4138,0.549135
831.8959,0.734241
832.378,0.891397
832.8601,1.01169
833.3422,1.062773
833.8243,0.968148
834.3065,0.85694
834.7886,0.811658
835.2707,0.812535
835.7528,0.774335
836.2349,0.625277
836.717,0.556057
837.1992,0.645888
837.6813,0.823154
838.1634,0.875373
838.6455,0.811518
839.1276,0.764259
839.6097,0.815402
840.0919,0.868772
840.574,0.764816
841.0561,0.580796
841.5382,0.489186
842.0203,0.653851
842.5024,0.796143
842.9846,0.850996
843.4667,0.83653
843.9488,0.758525
844.4309,0.583641
844.913,0.520498
845.3951,0.643021
845.8773,0.81797
846.3594,0.833506
846.8415,0.746703
847.3236,0.702792
847.8057,0.777415
848.2878,0.830593
848.77,0.732868
849.2521,0.581727
849.7342,0.517638
850.2163,0.622168
850.6984,0.688448
851.1805,0.691294
851.6627,0.671588
852.1448,0.697442
852.6269,0.759748
853.109,0.76493
853.5911,0.672127
854.0732,0.593066
854.5554,0.676599
855.0375,0.83721
855.5196,0.978146
856.0017,1.099003
856.4838,1.146611
856.9659,1.06405
857.4481,0.946154
857.9302,0.858643
858.4123,0.802722
858.8944,0.779602
859.3765,0.79363
859.8586,0.817008
860.3408,0.80684
860.8229,0.79271
861.305,0.849192
861.7871,0.990768
862.2692,1.081472
862.7513,1.0144
863.2335,0.904569
863.7156,0.818339
864.1977,0.756548
864.6798,0.751988
865.1619,0.831412
865.644,0.89312
866.1262,0.845332
866.6083,0.734951
867.0904,0.717249
867.5725,0.773946
868.0546,0.80959
868.5367,0.757328
869.0189,0.681283
869.501,0.617608
869.9831,0.574607
870.4652,0.567027
870.9473,0.599452
871.4294,0.629454
871.9116,0.63555
872.3937,0.62922
872.8758,0.68268
873.3579,0.787316
873.84,0.834461
874.3221,0.718131
874.8043,0.562479
875.2864,0.488132
875.7685,0.477192
876.2506,0.48856
876.7327,0.558137
877.2148,0.584252
877.697,0.50204
878.1791,0.388321
878.6612,0.434548
879.1433,0.662505
879.6254,0.809358
880.1075,0.803981
880.5897,0.719524
881.0718,0.626933
881.5539,0.541491
882.036,0.472745
882.5181,0.409434
883.0002,0.371698
883.4824,0.385448
883.9645,0.41939
884.4466,0.422261
884.9287,0.381144
885.4108,0.365409
885.8929,0.388505
886.3751,0.405627
886.8572,0.339306
887.3393,0.229497
887.8214,0.180089
888.3035,0.209707
888.7856,0.249407
889.2678,0.266036
889.7499,0.272199
890.232,0.271921
890.7141,0.261589
891.1962,0.272649
891.6783,0.322577
892.1605,0.349668
892.6426,0.283101
893.1247,0.159593
893.6068,0.142239
894.0889,0.221657
894.571,0.297843
895.0532,0.300388
895.5353,0.28573
896.0174,0.310969
896.4995,0.365828
896.9816,0.339663
897.4637,0.162063
897.9459,0.025294
898.428,0.002899
898.9101,0.041816998
899.3922,0.063005999
899.8743,0.063800998
900.3564,0.066519
900.8386,0.101562
901.3207,0.122418
901.8028,0.034304999
902.2849,0.098288998
902.767,0.165122
903.2491,0.058557998
903.7313,0.0028979999
904.2134,0.052230999
904.6955,0.116211
905.1776,0.031107999
905.6597,0.188145
906.1418,0.296634
906.624,0.246267
907.1061,0.150008
907.5882,0.092106
908.0703,0.065286003
908.5524,0.070487
909.0345,0.132209
909.5167,0.135639
909.9988,0.0054549999
910.4809,0.112765
910.963,0.112136
911.4451,0.010529
911.9272,0.063372001
912.4094,0.044736002
912.8915,0.015402
913.3736,0.0089330003
913.8557,0.023943
914.3378,0.079662003
914.8199,0.166757
915.3021,0.210876
915.7842,0.124668
916.2663,0.072287999
916.7484,0.134828
917.2305,0.274104
917.7126,0.335837
918.1948,0.319667
918.6769,0.269018
919.159,0.18237
919.6411,0.095867001
920.1232,0.043116
920.6053,0.025884001
921.0875,0.048005
921.5696,0.190253
922.0517,0.266722
922.5338,0.236731
923.0159,0.143515
923.498,0.0096070003
923.9802,0.170924
924.4623,0.227127
924.9444,0.122613
925.4265,0.013042
925.9086,0.063486002
926.3907,0.054465
926.8729,0.0046529998
927.355,0.131994
927.8371,0.175288
928.3192,0.031773999
928.8013,0.217164
929.2834,0.229205
929.7656,0.069380999
930.2477,0.033844002
930.7298,0.081217997
931.2119,0.072640002
931.694,0.034350999
932.1761,0.169751
932.6583,0.248415
933.1404,0.278536
933.6225,0.295251
934.1046,0.284464
934.5867,0.296171
935.0688,0.365215
935.551,0.453219
936.0331,0.45438
936.5152,0.367545
936.9973,0.293716
937.4794,0.267658
937.9615,0.240902
938.4437,0.10409
938.9258,0.052271001
939.4079,0.076076001
939.89,0.189778
940.3721,0.330354
940.8542,0.167144
941.3364,0.020563001
941.8185,0.031106999
942.3006,0.333871
942.7827,0.413493
943.2648,0.244914
943.7469,0.058054999
944.2291,0.031415001
944.7112,0.088368997
945.1933,0.183995
945.6754,0.305929
946.1575,0.350399
946.6396,0.202919
947.1218,0.088780999
947.6039,0.086364001
948.086,0.162275
948.5681,0.184417
949.0502,0.158694
949.5323,0.163952
950.0145,0.260701
950.4966,0.357424
950.9787,0.348222
951.4608,0.282809
951.9429,0.242151
952.425,0.292559
952.9072,0.293886
953.3893,0.209629
953.8714,0.117867
954.3535,0.113281
954.8356,0.18526
955.3177,0.2717
955.7999,0.36839
956.282,0.437406
956.764,0.4685
957.2462,0.444863
957.7283,0.311212
958.2104,0.046893001
958.6925,0.065366
959.1746,0.035301
959.6567,0.173395
960.1389,0.287317
960.621,0.368973
961.1031,0.385287
961.5852,0.343922
962.0673,0.291494
962.5494,0.252053
963.0316,0.215114
963.5137,0.132606
963.9958,0.049488001
964.4779,0.061648998
964.96,0.220995
965.4421,0.345301
965.9243,0.41956
966.4064,0.445541
966.8885,0.389271
967.3706,0.292637
967.8527,0.26306
968.3348,0.315179
968.817,0.374358
969.2991,0.405962
969.7812,0.427806
970.2633,0.464463
970.7454,0.516869
971.2275,0.519028
971.7097,0.471083
972.1918,0.370779
972.6739,0.136386
973.156,0.091030002
973.6381,0.01377
974.1202,0.333382
974.6024,0.535699
975.0845,0.368618
975.5666,0.219971
976.0487,0.203867
976.5308,0.250258
977.0129,0.263798
977.4951,0.243553
977.9772,0.215421
978.4593,0.183208
978.9414,0.140631
979.4235,0.045077998
979.9056,0.047134001
980.3878,0.066413999
980.8699,0.002904
981.352,0.104115
981.8341,0.294184
982.3162,0.40456
982.7983,0.328915
983.2805,0.117535
983.7626,0.039537001
984.2447,0.080242001
984.7268,0.128573
985.2089,0.115685
985.691,0.095831998
986.1732,0.118412
986.6553,0.164006
987.1374,0.214934
987.6195,0.276969
988.1016,0.32629
988.5837,0.372683
989.0659,0.38958
989.548,0.310155
990.0301,0.174024
990.5122,0.108915
990.9943,0.133035
991.4764,0.186324
991.9586,0.289131
992.4407,0.361914
992.9228,0.331264
993.4049,0.205863
993.887,0.154754
994.3691,0.189158
994.8513,0.22421
995.3334,0.212401
995.8155,0.189178
996.2976,0.218007
996.7797,0.270924
997.2618,0.306874
997.744,0.340873
998.2261,0.324533
998.7082,0.201355
999.1903,0.069929004
999.6724,0.074166
1000.155,0.209319
1000.637,0.31263
1001.119,0.371404
1001.601,0.380976
1002.083,0.302089
1002.565,0.202781
1003.047,0.132011
1003.529,0.095592
1004.011,0.096644998
1004.494,0.149825
1004.976,0.205116
1005.458,0.248613
1005.94,0.282937
1006.422,0.310813
1006.904,0.331395
1007.386,0.341931
1007.868,0.349916
1008.351,0.332659
1008.833,0.237957
1009.315,0.136941
1009.797,0.111882
1010.279,0.191181
1010.761,0.225544
1011.243,0.206054
1011.725,0.187689
1012.207,0.230575
1012.69,0.295969
1013.172,0.336173
1013.654,0.347754
1014.136,0.329172
1014.618,0.228634
1015.1,0.162912
1015.582,0.168905
1016.064,0.219118
1016.547,0.258849
1017.029,0.299248
1017.511,0.32561
1017.993,0.327022
1018.475,0.329877
1018.957,0.380282
1019.439,0.428792
1019.921,0.413308
1020.403,0.299558
1020.886,0.251092
1021.368,0.284448
1021.85,0.331436
1022.332,0.343157
1022.814,0.344091
1023.296,0.415329
1023.778,0.529188
1024.26,0.584742
1024.743,0.449693
1025.225,0.353701
1025.707,0.40857
1026.189,0.520586
1026.671,0.55213
1027.153,0.499457
1027.635,0.472094
1028.117,0.486305
1028.599,0.508072
1029.082,0.523305
1029.564,0.514599
1030.046,0.428671
1030.528,0.251693
1031.01,0.219607
1031.492,0.472546
1031.974,0.632504
1032.456,0.499635
1032.938,0.227449
1033.421,0.236822
1033.903,0.447544
1034.385,0.591898
1034.867,0.541092
1035.349,0.460913
1035.831,0.371125
1036.313,0.326144
1036.795,0.398083
1037.278,0.61885
1037.76,0.734802
1038.242,0.741744
1038.724,0.692666
1039.206,0.58429
1039.688,0.461973
1040.17,0.370144
1040.652,0.311787
1041.135,0.292188
1041.617,0.338825
1042.099,0.378979
1042.581,0.397767
1043.063,0.40693
1043.545,0.44486
1044.027,0.491679
1044.509,0.461846
1044.991,0.322129
1045.474,0.210591
1045.956,0.22984
1046.438,0.286463
1046.92,0.308878
1047.402,0.299941
1047.884,0.36394
1048.366,0.503274
1048.848,0.59112
1049.33,0.535922
1049.813,0.439871
1050.295,0.430911
1050.777,0.4678
1051.259,0.473452
1051.741,0.428128
1052.223,0.336295
1052.705,0.159951
1053.187,0.0096890004
1053.67,0.026736001
1054.152,0.160029
1054.634,0.238616
1055.116,0.255377
1055.598,0.240162
1056.08,0.150966
1056.562,0.096295998
1057.044,0.154269
1057.526,0.278665
1058.009,0.360497
1058.491,0.399344
1058.973,0.397623
1059.455,0.348332
1059.937,0.288438
1060.419,0.24651
1060.901,0.219774
1061.383,0.216388
1061.865,0.242125
1062.348,0.269773
1062.83,0.290757
1063.312,0.334907
1063.794,0.450441
1064.276,0.576466
1064.758,0.527197
1065.24,0.352571
1065.722,0.199179
1066.205,0.107636
1066.687,0.074355997
1067.169,0.120321
1067.651,0.205467
1068.133,0.31633
1068.615,0.453138
1069.097,0.487461
1069.579,0.413638
1070.062,0.324866
1070.544,0.271382
1071.026,0.24774
1071.508,0.270131
1071.99,0.322513
1072.472,0.331142
1072.954,0.28034
1073.436,0.225698
1073.918,0.168115
1074.401,0.136153
1074.883,0.20639
1075.365,0.311171
1075.847,0.322795
1076.329,0.204754
1076.811,0.138361
1077.293,0.209169
1077.775,0.294725
1078.257,0.361771
1078.74,0.399234
1079.222,0.342481
1079.704,0.211404
1080.186,0.100877
1080.668,0.038787
1081.15,0.020336
1081.632,0.063658997
1082.114,0.143088
1082.596,0.228166
1083.079,0.318002
1083.561,0.376461
1084.043,0.406209
1084.525,0.375931
1085.007,0.18393
1085.489,0.015499
1085.971,0.057620998
1086.453,0.023852
1086.936,0.131668
1087.418,0.300999
1087.9,0.384062
1088.382,0.345577
1088.864,0.26236
1089.346,0.217718
1089.828,0.203918
1090.31,0.203505
1090.792,0.214329
1091.275,0.256008
1091.757,0.426035
1092.239,0.514709
1092.721,0.410274
1093.203,0.2029
1093.685,0.158037
1094.167,0.252372
1094.649,0.350532
1095.131,0.428636
1095.614,0.4571
1096.096,0.356095
1096.578,0.245144
1097.06,0.243652
1097.542,0.357066
1098.024,0.350521
1098.506,0.215128
1098.988,0.091617003
1099.471,0.054894
1099.953,0.065894
1100.435,0.085221
1100.917,0.117877
1101.399,0.17477
1101.881,0.292132
1102.363,0.373888
1102.845,0.428356
1103.328,0.422035
1103.81,0.27638
1104.292,0.067965001
1104.774,0.068515003
1105.256,0.123752
1105.738,0.074070998
1106.22,0.249612
1106.702,0.470859
1107.184,0.47033
1107.667,0.359652
1108.149,0.286342
1108.631,0.246356
1109.113,0.223033
1109.595,0.21394
1110.077,0.224351
1110.559,0.253262
1111.041,0.309088
1111.523,0.431629
1112.006,0.584226
1112.488,0.595104
1112.97,0.462249
1113.452,0.340672
1113.934,0.259552
1114.416,0.246108
1114.898,0.415817
1115.38,0.611856
1115.863,0.65613
1116.345,0.515038
1116.827,0.334243
1117.309,0.084576003
1117.791,0.072867997
1118.273,0.013323
1118.755,0.132807
1119.237,0.18351
1119.719,0.173841
1120.202,0.170636
1120.684,0.165249
1121.166,0.232415
1121.648,0.435005
1122.13,0.583155
1122.612,0.458728
1123.094,0.174711
1123.576,0.050682999
1124.058,0.065021999
1124.541,0.094253004
1125.023,0.09911
1125.505,0.089791
1125.987,0.055604
1126.469,0.024664
1126.951,0.048836
1127.433,0.115041
1127.915,0.11978
1128.398,0.056212999
1128.88,0.030064
1129.362,0.161589
1129.844,0.296703
1130.326,0.355779
1130.808,0.355248
1131.29,0.322437
1131.772,0.256952
1132.255,0.215308
1132.737,0.214311
1133.219,0.21136
1133.701,0.147075
1134.183,0.079737
1134.665,0.070596002
1135.147,0.120631
1135.629,0.144492
1136.111,0.139003
1136.594,0.12729
1137.076,0.120807
1137.558,0.104596
1138.04,0.053066
1138.522,0.014181
1139.004,0.079974003
1139.486,0.162393
1139.968,0.146493
1140.45,0.0067750001
1140.933,0.148993
1141.415,0.203589
1141.897,0.193511
1142.379,0.129224
1142.861,0.040015001
1143.343,0.0076120002
1143.825,0.053392999
1144.307,0.085359998
1144.79,0.061539002
1145.272,0.034565002
1145.754,0.063294999
1146.236,0.121264
1146.718,0.112833
1147.2,0.051771998
1147.682,0.0067130001
1148.164,0.021699
1148.646,0.04315
1149.129,0.058933001
1149.611,0.073868997
1150.093,0.085818
1150.575,0.100518
1151.057,0.179813
1151.539,0.319753
1152.021,0.390426
1152.503,0.252161
1152.985,0.095339999
1153.468,0.0077430001
1153.95,0.061809
1154.432,0.061930999
1154.914,0.014017
1155.396,0.018119
1155.878,0.022356
1156.36,0.036237001
1156.842,0.119369
1157.325,0.195029
1157.807,0.186782
1158.289,0.120129
1158.771,0.107074
1159.253,0.149297
1159.735,0.203906
1160.217,0.267475
1160.699,0.311627
1161.182,0.30084
1161.664,0.266567
1162.146,0.246409
1162.628,0.245296
1163.11,0.169828
1163.592,0.00075800001
1164.074,0.059737001
1164.556,0.127828
1165.038,0.352108
1165.521,0.342938
1166.003,0.211366
1166.485,0.118496
1166.967,0.083301
1167.449,0.125509
1167.931,0.274158
1168.413,0.366311
1168.895,0.263057
1169.377,0.099386998
1169.86,0.064158
1170.342,0.116762
1170.824,0.186774
1171.306,0.304205
1171.788,0.339431
1172.27,0.265838
1172.752,0.186547
1173.234,0.194635
1173.717,0.240054
1174.199,0.210152
1174.681,0.140236
1175.163,0.135016
1175.645,0.339167
1176.127,0.420678
1176.609,0.309081
1177.091,0.176691
1177.573,0.237766
1178.056,0.38615
1178.538,0.373837
1179.02,0.224677
1179.502,0.117536
1179.984,0.164539
1180.466,0.18436
1180.948,0.136867
1181.43,0.074483998
1181.912,0.062747002
1182.395,0.087765001
1182.877,0.123775
1183.359,0.166295
1183.841,0.195068
1184.323,0.176002
1184.805,0.177523
1185.287,0.225707
1185.769,0.289847
1186.252,0.323981
1186.734,0.329607
1187.216,0.306082
1187.698,0.252785
1188.18,0.195291
1188.662,0.096528001
1189.144,0.064548001
1189.626,0.16719
1190.109,0.325965
1190.591,0.345729
1191.073,0.268735
1191.555,0.250226
1192.037,0.32575
1192.519,0.371852
1193.001,0.307812
1193.483,0.219507
1193.965,0.122915
1194.448,0.042822
1194.93,0.099642999
1195.412,0.253709
1195.894,0.335636
1196.376,0.275605
1196.858,0.221403
1197.34,0.271869
1197.822,0.3247
1198.304,0.33269
1198.787,0.298123
1199.269,0.194488
1199.751,0.053525001
1200.233,0.091121003
1200.715,0.512192
1201.197,0.795329
1201.679,0.527024
1202.161,0.192035
1202.644,0.133079
1203.126,0.297305
1203.608,0.304615
1204.09,0.186637
1204.572,0.116094
1205.054,0.212772
1205.536,0.291091
1206.018,0.222821
1206.5,0.139665
1206.983,0.152597
1207.465,0.250059
1207.947,0.303149
1208.429,0.316091
1208.911,0.318125
1209.393,0.334507
1209.875,0.329281
1210.357,0.27381
1210.839,0.199655
1211.322,0.111463
1211.804,0.013128
1212.286,0.046156999
1212.768,0.194857
1213.25,0.308214
1213.732,0.285795
1214.214,0.229503
1214.696,0.130012
1215.179,0.059250999
1215.661,0.135464
1216.143,0.332303
1216.625,0.327086
1217.107,0.137685
1217.589,0.030637
1218.071,0.31072
1218.553,0.506439
1219.036,0.367748
1219.518,0.109945
1220.0,0.032535002
1220.482,0.068295002
1220.964,0.050755002
1221.446,0.0084889997
1221.928,0.038394999
1222.41,0.056315999
1222.892,0.098471999
1223.375,0.01667
1223.857,0.179879
1224.339,0.23589
1224.821,0.203024
1225.303,0.182759
1225.785,0.181804
1226.267,0.180848
1226.749,0.170678
1227.231,0.157112
1227.714,0.142784
1228.196,0.126229
1228.678,0.094653003
1229.16,0.057785999
1229.642,0.064306997
1230.124,0.116374
1230.606,0.159557
1231.088,0.146248
1231.571,0.146856
1232.053,0.184872
1232.535,0.244826
1233.017,0.321363
1233.499,0.396604
1233.981,0.395718
1234.463,0.312968
1234.945,0.253354
1235.427,0.317934
1235.91,0.329489
1236.392,0.199342
1236.874,0.054763999
1237.356,0.203704
1237.838,0.500338
1238.32,0.54439
1238.802,0.284949
1239.284,0.103104
1239.766,0.212334
1240.249,0.296388
1240.731,0.268986
1241.213,0.200065
1241.695,0.213784
1242.177,0.272691
1242.659,0.298007
1243.141,0.276659
1243.623,0.25722
1244.106,0.219768
1244.588,0.257435
1245.07,0.444633
1245.552,0.624799
1246.034,0.478681
1246.516,0.183602
1246.998,0.049501002
1247.48,0.127879
1247.963,0.139554
1248.445,0.002361
1248.927,0.045478001
1249.409,0.121834
1249.891,0.32393
1250.373,0.257462
1250.855,0.088712998
1251.337,0.058061998
1251.819,0.209903
1252.302,0.266567
1252.784,0.184721
1253.266,0.148176
1253.748,0.234636
1254.23,0.343157
1254.712,0.378637
1255.194,0.347045
1255.676,0.206381
1256.158,0.048696999
1256.641,0.060306001
1257.123,0.216415
1257.605,0.368482
1258.087,0.257646
1258.569,0.117612
1259.051,0.231567
1259.533,0.417533
1260.015,0.426967
1260.498,0.277344
1260.98,0.266448
1261.462,0.3966
1261.944,0.453303
1262.426,0.348135
1262.908,0.246471
1263.39,0.324313
1263.872,0.421947
1264.354,0.401777
1264.837,0.284896
1265.319,0.197058
1265.801,0.13782
1266.283,0.117295
1266.765,0.136227
1267.247,0.196975
1267.729,0.357295
1268.211,0.50493
1268.693,0.578974
1269.176,0.585902
1269.658,0.509155
1270.14,0.381052
1270.622,0.355589
1271.104,0.50027
1271.586,0.617874
1272.068,0.651228
1272.55,0.598789
1273.033,0.381971
1273.515,0.11316
1273.997,0.085293002
1274.479,0.22738
1274.961,0.368
1275.443,0.462867
1275.925,0.506704
1276.407,0.516544
1276.89,0.484952
1277.372,0.398935
1277.854,0.298214
1278.336,0.237821
1278.818,0.222091
1279.3,0.280383
1279.782,0.443803
1280.264,0.490391
1280.746,0.379244
1281.229,0.254108
1281.711,0.151052
1282.193,0.092471004
1282.675,0.145329
1283.157,0.23839
1283.639,0.277588
1284.121,0.248726
1284.603,0.240075
1285.085,0.256171
1285.568,0.265771
1286.05,0.257893
1286.532,0.236266
1287.014,0.196947
1287.496,0.151327
1287.978,0.095007002
1288.46,0.037353002
1288.942,0.077307999
1289.425,0.205714
1289.907,0.251872
1290.389,0.143961
1290.871,0.038038
1291.353,0.051686
1291.835,0.081145003
1292.317,0.053596001
1292.799,0.0047010002
1293.281,0.065876998
1293.764,0.104702
1294.246,0.0
1500.0,0.0
