WavwNum_Pyrolusite,value_Pyrolusite
830.4742,1.100033
830.9563,1.64534
831.4384,1.495209
831.9205,0.916103
832.4026,0.608437
832.8848,1.122705
833.3669,1.536789
833.849,1.163866
834.3311,0.436935
834.8132,0.109415
835.2953,0.356985
835.7775,0.77158
836.2596,1.475679
836.7417,2.117472
837.2238,1.985218
837.7059,1.184029
838.188,0.767588
838.6702,1.114027
839.1523,1.453819
839.6344,0.649126
840.1165,0.543234
840.5986,0.986275
841.0807,0.345154
841.5629,1.243258
842.045,0.911469
842.5271,0.195925
843.0092,0.068470001
843.4913,0.199236
843.9734,0.469332
844.4556,0.718218
844.9377,0.876629
845.4198,0.83316
845.9019,0.630619
846.384,0.342897
846.8661,0.107939
847.3483,0.296415
847.8304,0.421494
848.3125,0.3534556
848.7946,0.2706599
849.2767,0.51968
849.7589,0.115921
850.241,0.445881
850.7231,0.945854
851.2052,1.118864
851.6873,1.009844
852.1694,0.908022
852.6516,0.825487
853.1337,0.803068
853.6158,1.03018
854.0979,1.240332
854.58,1.097223
855.0621,0.486618
855.5443,0.107605
856.0264,0.215
856.5085,0.515953
856.9906,0.864124
857.4727,1.215639
857.9548,1.695127
858.437,2.341248
858.9191,2.762932
859.4012,2.471876
859.8833,1.894032
860.3654,1.745409
860.8475,1.995214
861.3297,2.197052
861.8118,2.020397
862.2939,1.865812
862.776,2.026794
863.2581,2.434645
863.7402,2.507221
864.2224,2.131891
864.7045,1.796185
865.1866,1.686054
865.6687,1.765776
866.1508,2.129066
866.6329,2.656334
867.1151,2.818266
867.5972,1.90679
868.0793,0.965546
868.5614,0.692205
869.0435,0.890211
869.5256,0.926792
870.0078,0.542439
870.4899,0.387249
870.972,0.672398
871.4541,1.160574
871.9362,1.321106
872.4183,1.187823
872.9005,1.011497
873.3826,0.840363
873.8647,0.713696
874.3468,0.602981
874.8289,0.581223
875.311,0.762647
875.7932,1.619383
876.2753,2.058532
876.7574,1.778748
877.2395,1.258782
877.7216,1.049658
878.2037,1.16626
878.6859,1.434096
879.168,1.884098
879.6501,2.229167
880.1322,2.051223
880.6143,1.607905
881.0964,1.265106
881.5786,1.093215
882.0607,1.014433
882.5428,1.090302
883.0249,1.181095
883.507,1.184629
883.9891,1.077781
884.4713,1.012982
884.9534,1.030281
885.4355,1.027452
885.9176,0.85689
886.3997,0.659922
886.8818,0.762806
887.364,1.13339
887.8461,1.364672
888.3282,1.021302
888.8103,0.68758
889.2924,0.646206
889.7745,0.911434
890.2567,1.325285
890.7388,1.995829
891.2209,2.485085
891.703,2.639993
892.1851,2.477257
892.6672,1.792978
893.1494,0.755774
893.6315,0.094190001
894.1136,0.442484
894.5957,0.996158
895.0778,1.430628
895.5599,1.718479
896.0421,1.774158
896.5242,1.476683
897.0063,1.199737
897.4884,0.984468
897.9705,0.815405
898.4526,0.802619
898.9348,0.979844
899.4169,0.974493
899.899,0.593587
900.3811,0.363859
900.8632,1.053169
901.3453,1.964528
901.8275,2.260934
902.3096,1.229956
902.7917,0.575605
903.2738,0.38647
903.7559,0.46017
904.238,0.721416
904.7202,1.122388
905.2023,1.217896
905.6844,1.006881
906.1665,0.731627
906.6486,0.528386
907.1307,0.413643
907.6129,0.435419
908.095,0.609416
908.5771,0.727271
909.0592,0.687121
909.5413,0.702082
910.0234,0.938674
910.5056,1.311605
910.9877,1.176335
911.4698,0.56657
911.9519,0.084426001
912.434,0.296504
912.9161,0.610357
913.3983,0.292235
913.8804,0.416348
914.3625,0.839911
914.8446,0.585024
915.3267,0.282413
915.8088,0.051447
916.291,0.170274
916.7731,0.590303
917.2552,1.199493
917.7373,1.501384
918.2194,1.324378
918.7015,1.006865
919.1837,0.891353
919.6658,0.876525
920.1479,0.817783
920.63,0.631978
921.1121,0.506559
921.5942,0.41914
922.0764,0.445127
922.5585,0.724081
923.0406,1.273593
923.5227,1.486265
924.0048,1.327768
924.4869,1.122866
924.9691,1.193124
925.4512,1.338939
925.9333,1.296989
926.4154,1.088152
926.8975,0.977602
927.3796,1.200719
927.8618,1.350142
928.3439,1.26598
928.826,0.998702
929.3081,0.779341
929.7902,0.607674
930.2723,0.557721
930.7545,0.737445
931.2366,0.96733
931.7187,1.059539
932.2008,1.041304
932.6829,0.968703
933.165,0.751937
933.6472,0.623142
934.1293,0.600985
934.6114,0.685553
935.0935,0.977208
935.5756,1.472639
936.0577,1.537744
936.5399,1.025242
937.022,0.483995
937.5041,0.416846
937.9862,0.650336
938.4683,1.093548
938.9504,1.852674
939.4326,2.140223
939.9147,1.476955
940.3968,0.779463
940.8789,0.581008
941.361,0.828346
941.8431,0.861363
942.3253,0.680369
942.8074,0.420697
943.2895,0.012961
943.7716,0.347171
944.2537,0.180447
944.7358,0.32666
945.218,0.567573
945.7001,0.031830002
946.1822,0.264851
946.6643,0.234729
947.1464,1.063783
947.6285,1.370416
948.1107,1.208761
948.5928,0.918118
949.0749,0.497393
949.557,0.254575
950.0391,0.701601
950.5212,1.355415
951.0034,1.650296
951.4855,1.312978
951.9676,0.992725
952.4497,0.666183
952.9318,0.401555
953.4139,0.237766
953.8961,0.179259
954.3782,0.323665
954.8603,0.652993
955.3424,0.889728
955.8245,0.714646
956.3066,0.497314
956.7888,0.55075
957.2709,0.833848
957.753,0.931537
958.2351,0.708492
958.7172,0.529741
959.1993,0.509459
959.6815,0.591227
960.1636,0.686157
960.6457,0.782133
961.1278,0.830048
961.6099,0.775525
962.092,0.753348
962.5742,0.86839
963.0563,1.040157
963.5384,1.195513
964.0205,1.421886
964.5026,1.303801
964.9847,0.720134
965.4669,0.21372
965.949,0.414767
966.4311,1.014804
966.9132,1.450519
967.3953,1.674773
967.8774,1.646826
968.3596,1.042638
968.8417,0.481589
969.3238,0.27581
969.8059,0.359027
970.288,0.521513
970.7701,0.784324
971.2523,0.930298
971.7344,0.817397
972.2165,0.598203
972.6986,0.442637
973.1807,0.397108
973.6628,0.553786
974.145,1.211796
974.6271,1.606617
975.1092,1.461559
975.5913,1.121395
976.0734,0.868141
976.5555,0.702826
977.0377,0.603726
977.5198,0.571733
978.0019,0.603773
978.484,0.757536
978.9661,0.932112
979.4482,1.030044
979.9304,1.047892
980.4125,1.040758
980.8946,1.118293
981.3767,0.983317
981.8588,0.409173
982.3409,0.331128
982.8231,0.364503
983.3052,0.178526
983.7873,0.608436
984.2694,0.625539
984.7515,0.562943
985.2336,0.634401
985.7158,0.772234
986.1979,0.890588
986.68,0.989109
987.1621,1.031595
987.6442,0.97354
988.1263,0.983189
988.6085,1.339482
989.0906,1.851043
989.5727,1.996691
990.0548,1.782797
990.5369,1.558846
991.019,1.517857
991.5012,1.496841
991.9833,1.405426
992.4654,1.272079
992.9475,1.220856
993.4296,1.270945
993.9117,1.200354
994.3939,0.886016
994.876,0.549266
995.3581,0.496305
995.8402,0.629181
996.3223,0.815345
996.8044,1.199313
997.2866,1.205826
997.7687,0.454494
998.2508,0.318147
998.7329,0.568307
999.215,0.308781
999.6971,0.215636
1000.179,0.978073
1000.661,1.572199
1001.143,1.664233
1001.626,1.492352
1002.108,1.146072
1002.59,0.719572
1003.072,0.564198
1003.554,0.841604
1004.036,0.981308
1004.518,0.89032
1005.0,0.660387
1005.483,0.420565
1005.965,0.193653
1006.447,0.036414001
1006.929,0.052816998
1007.411,0.022384999
1007.893,0.256214
1008.375,0.594492
1008.857,0.868484
1009.339,1.082547
1009.822,1.165334
1010.304,1.10317
1010.786,1.044739
1011.268,1.150036
1011.75,1.267504
1012.232,1.158268
1012.714,0.899706
1013.196,0.713913
1013.679,0.5646616
1014.161,0.4121903
1014.643,0.290391
1015.125,0.256507
1015.607,0.220352
1016.089,0.288541
1016.571,0.597398
1017.053,0.600397
1017.535,0.49116
1018.018,0.266905
1018.5,0.105043
1018.982,0.208949
1019.464,0.594687
1019.946,0.753046
1020.428,0.597662
1020.91,0.556489
1021.392,0.941336
1021.875,1.411211
1022.357,1.122059
1022.839,0.402718
1023.321,0.031488001
1023.803,0.670391
1024.285,1.16089
1024.767,1.08125
1025.249,0.851535
1025.731,0.906924
1026.214,1.252735
1026.696,1.279135
1027.178,0.947093
1027.66,0.70139
1028.142,1.019032
1028.624,1.46918
1029.106,1.674969
1029.588,1.644022
1030.071,1.646347
1030.553,1.804787
1031.035,1.71772
1031.517,1.15363
1031.999,0.523792
1032.481,0.687226
1032.963,1.366617
1033.445,1.87939
1033.927,2.096038
1034.41,1.994498
1034.892,1.156549
1035.374,0.341157
1035.856,0.099671997
1036.338,0.422484
1036.82,0.775537
1037.302,1.155159
1037.784,1.476743
1038.266,1.762902
1038.749,1.899326
1039.231,1.670506
1039.713,1.205553
1040.195,0.80065
1040.677,0.39097
1041.159,0.33903
1041.641,0.760926
1042.123,1.299321
1042.605,1.514134
1043.088,1.49673
1043.57,1.520214
1044.052,1.6132
1044.534,1.592749
1045.016,1.137351
1045.498,0.771788
1045.98,0.815152
1046.462,1.173263
1046.945,1.462546
1047.427,1.688472
1047.909,1.724065
1048.391,1.435981
1048.873,1.138741
1049.355,1.280101
1049.837,1.56828
1050.319,1.569167
1050.802,0.870201
1051.284,0.75421
1051.766,1.518064
1052.248,2.225916
1052.73,2.038264
1053.212,1.291933
1053.694,1.04139
1054.176,1.2142
1054.658,1.457393
1055.141,1.784107
1055.623,1.928101
1056.105,1.641427
1056.587,1.178309
1057.069,0.902174
1057.551,0.836042
1058.033,0.95564
1058.515,1.303366
1058.998,1.643582
1059.48,1.89763
1059.962,1.947238
1060.444,1.573794
1060.926,0.774035
1061.408,0.459032
1061.89,0.857805
1062.372,1.18092
1062.854,1.126991
1063.337,0.900431
1063.819,0.866778
1064.301,0.966086
1064.783,1.085559
1065.265,1.222173
1065.747,1.272124
1066.229,1.14071
1066.711,0.985316
1067.193,0.812922
1067.676,0.637688
1068.158,0.753585
1068.64,1.145811
1069.122,1.515997
1069.604,1.724615
1070.086,1.810578
1070.568,1.795584
1071.05,1.677146
1071.532,1.423545
1072.015,0.910549
1072.497,0.760677
1072.979,1.102131
1073.461,1.469803
1073.943,1.186463
1074.425,0.690432
1074.907,0.686054
1075.389,1.179107
1075.872,1.532313
1076.354,1.505565
1076.836,1.42418
1077.318,1.370326
1077.8,1.315527
1078.282,1.134519
1078.764,0.887778
1079.246,0.807239
1079.729,0.983019
1080.211,1.21964
1080.693,1.556133
1081.175,1.783215
1081.657,1.727439
1082.139,1.389321
1082.621,1.004416
1083.103,0.56329
1083.585,0.481564
1084.068,1.417967
1084.55,2.351429
1085.032,2.098886
1085.514,1.194561
1085.996,0.596991
1086.478,0.521683
1086.96,0.541665
1087.442,0.654769
1087.925,0.829294
1088.407,1.20249
1088.889,1.54116
1089.371,1.263551
1089.853,0.464268
1090.335,0.10802
1090.817,0.122441
1091.299,0.097507998
1091.781,0.607374
1092.264,1.158735
1092.746,1.202705
1093.228,0.247377
1093.71,1.129622
1094.192,1.902654
1094.674,2.104184
1095.156,0.022441
1095.638,0.889102
1096.12,0.5742
1096.603,0.210843
1097.085,1.492534
1097.567,0.257028
1098.049,0.999955
1098.531,1.05673
1099.013,1.661965
1099.495,1.07834
1099.977,0.861928
1100.459,1.834814
1100.942,2.149176
1101.424,1.428752
1101.906,2.068983
1102.388,0.278197
1102.87,0.620687
1103.352,1.883604
1103.834,1.223033
1104.316,1.885077
1104.799,2.043394
1105.281,0.087255999
1105.763,1.763047
1106.245,1.891647
1106.727,0.252438
1107.209,1.966364
1107.691,0.570893
1108.173,0.285306
1108.656,0.834962
1109.138,0.513931
1109.62,1.565704
1110.102,1.294989
1110.584,0.906117
1111.066,1.033151
1111.548,0.68554
1112.03,1.081889
1112.512,0.607104
1112.995,1.052293
1113.477,1.706244
1113.959,0.76299
1114.441,1.51133
1114.923,0.362803
1115.405,0.042552002
1115.887,0.041384999
1116.369,-0.1735413
1116.852,0.333377
1117.334,0.074120998
1117.816,1.088106
1118.298,0.986851
1118.78,1.413873
1119.262,0.277003
1119.744,0.609298
1120.226,0.536649
1120.708,1.863357
1121.191,2.085441
1121.673,0.975131
1122.155,0.129524
1122.637,1.297883
1123.119,0.325358
1123.601,0.647579
1124.083,0.367395
1124.565,0.227971
1125.047,0.090671003
1125.53,0.665558
1126.012,0.559673
1126.494,0.845955
1126.976,0.746574
1127.458,1.04353
1127.94,1.296392
1128.422,1.455324
1128.904,1.18391
1129.386,1.717435
1129.869,0.532826
1130.351,0.000145
1130.833,0.069081999
1131.315,2.048803
1131.797,2.133817
1132.279,0.210679
1132.761,1.810813
1133.243,1.145951
1133.726,1.279366
1134.208,1.121555
1134.69,1.05129
1135.172,0.426246
1135.654,0.28566
1136.136,0.502064
1136.618,0.855592
1137.1,1.237655
1137.583,1.540268
1138.065,1.574018
1138.547,1.798594
1139.029,1.278588
1139.511,1.812902
1139.993,2.109789
1140.475,1.78511
1140.957,1.20793
1141.439,0.861691
1141.922,0.712003
1142.404,0.724996
1142.886,1.034482
1143.368,1.102686
1143.85,0.81067
1144.332,0.464503
1144.814,0.197368
1145.296,0.044606999
1145.779,0.153733
1146.261,0.456592
1146.743,0.755191
1147.225,0.926232
1147.707,1.157913
1148.189,1.588307
1148.671,1.939327
1149.153,1.893804
1149.635,1.546528
1150.118,1.34636
1150.6,1.30015
1151.082,1.35376
1151.564,1.746899
1152.046,1.939806
1152.528,1.578218
1153.01,1.048423
1153.492,0.93819
1153.974,1.19063
1154.457,1.061472
1154.939,0.494355
1155.421,0.035328999
1155.903,0.162651
1156.385,0.440363
1156.867,0.683864
1157.349,0.873469
1157.831,0.954163
1158.313,0.924129
1158.796,0.890123
1159.278,0.859436
1159.76,0.914029
1160.242,1.35974
1160.724,1.725991
1161.206,1.49032
1161.688,0.755115
1162.17,0.356936
1162.653,0.304955
1163.135,0.494076
1163.617,1.001736
1164.099,1.416121
1164.581,1.128654
1165.063,0.640779
1165.545,0.546144
1166.027,0.954985
1166.51,1.066398
1166.992,0.830935
1167.474,0.57485
1167.956,0.419776
1168.438,0.32518
1168.92,0.117331
1169.402,0.014001
1169.884,0.275641
1170.366,1.338937
1170.849,1.827287
1171.331,1.594937
1171.813,1.254404
1172.295,1.086919
1172.777,1.033422
1173.259,1.255427
1173.741,1.591296
1174.223,1.747396
1174.706,1.428049
1175.188,1.229079
1175.67,1.170971
1176.152,1.171099
1176.634,1.23243
1177.116,1.278049
1177.598,1.072927
1178.08,0.717683
1178.563,0.517112
1179.045,0.724829
1179.527,0.857304
1180.009,0.847675
1180.491,0.810607
1180.973,0.937051
1181.455,1.071567
1181.937,0.655801
1182.419,0.140471
1182.901,0.574457
1183.384,0.132254
1183.866,0.431332
1184.348,1.14566
1184.83,1.672344
1185.312,1.325582
1185.794,0.508695
1186.276,0.338733
1186.758,0.849092
1187.24,1.424953
1187.723,2.187509
1188.205,2.396317
1188.687,1.639194
1189.169,0.602426
1189.651,0.486573
1190.133,0.955579
1190.615,1.173333
1191.097,1.009165
1191.58,0.770105
1192.062,0.249116
1192.544,0.145974
1193.026,0.846853
1193.508,1.918237
1193.99,2.4998
1194.472,2.63852
1194.954,2.405299
1195.437,1.76495
1195.919,1.239248
1196.401,1.056255
1196.883,1.058887
1197.365,1.210183
1197.847,1.471818
1198.329,1.895243
1198.811,2.347032
1199.293,2.196195
1199.776,1.091647
1200.258,0.302131
1200.74,0.760495
1201.222,1.325141
1201.704,1.439156
1202.186,1.203099
1202.668,0.921915
1203.15,0.63367
1203.633,0.488253
1204.115,0.530773
1204.597,0.73198
1205.079,1.371953
1205.561,1.854537
1206.043,1.72853
1206.525,1.161195
1207.007,1.04374
1207.49,1.284498
1207.972,1.471579
1208.454,1.456326
1208.936,1.338055
1209.418,0.999112
1209.9,0.721123
1210.382,0.721163
1210.864,0.952971
1211.346,1.158534
1211.828,1.316293
1212.311,1.305667
1212.793,0.912894
1213.275,0.585457
1213.757,0.460048
1214.239,0.49783
1214.721,0.778447
1215.203,1.234715
1215.685,1.246068
1216.167,0.902361
1216.65,0.684187
1217.132,0.996271
1217.614,1.256721
1218.096,1.325385
1218.578,1.228438
1219.06,0.838991
1219.542,0.258813
1220.024,0.260664
1220.507,0.764551
1220.989,1.251354
1221.471,1.580054
1221.953,1.687382
1222.435,1.396739
1222.917,1.078321
1223.399,1.195671
1223.881,1.628222
1224.364,1.775833
1224.846,1.646573
1225.328,1.416406
1225.81,1.046034
1226.292,0.76748
1226.774,0.685715
1227.256,0.616083
1227.738,0.270742
1228.22,0.237866
1228.703,0.510821
1229.185,0.535797
1229.667,0.394036
1230.149,0.167958
1230.631,0.470381
1231.113,0.241757
1231.595,0.099179998
1232.077,0.040270001
1232.56,0.486827
1233.042,0.751288
1233.524,0.820572
1234.006,0.892451
1234.488,1.085178
1234.97,1.229066
1235.452,1.273411
1235.934,1.290798
1236.417,1.436675
1236.899,1.341997
1237.381,1.526938
1237.863,1.199894
1238.345,0.937366
1238.827,0.846547
1239.309,0.832243
1239.791,0.891713
1240.273,0.980786
1240.755,1.065861
1241.238,1.204126
1241.72,1.396793
1242.202,1.620451
1242.684,1.62912
1243.166,1.236755
1243.648,0.918975
1244.13,0.754048
1244.612,0.713554
1245.094,0.925631
1245.577,1.145157
1246.059,0.828595
1246.541,0.00062800001
1247.023,0.19713
1247.505,0.59737
1247.987,1.20489
1248.469,1.351315
1248.951,1.329516
1249.434,1.557055
1249.916,1.787771
1250.398,1.669656
1250.88,1.200561
1251.362,0.896461
1251.844,0.816351
1252.326,0.693547
1252.808,0.436545
1253.291,0.264187
1253.773,0.525985
1254.255,0.896953
1254.737,1.047174
1255.219,0.975098
1255.701,0.976718
1256.183,1.077351
1256.665,0.984462
1257.147,0.584646
1257.63,0.248425
1258.112,0.416895
1258.594,0.717295
1259.076,0.85522
1259.558,0.842696
1260.04,0.75303
1260.522,0.586473
1261.004,0.39408
1261.487,0.152209
1261.969,0.128393
1262.451,0.832756
1262.933,1.520479
1263.415,1.609626
1263.897,1.943664
1264.379,2.002949
1264.861,1.771719
1265.344,1.71385
1265.826,0.990329
1266.308,0.396009
1266.79,0.364267
1267.272,0.524818
1267.754,0.864594
1268.236,1.153787
1268.718,1.114515
1269.2,0.833961
1269.682,0.63604
1270.165,0.594198
1270.647,0.535285
1271.129,0.240513
1271.611,0.121362
1272.093,0.357143
1272.575,0.779187
1273.057,1.163487
1273.539,1.44471
1274.021,1.377055
1274.504,1.547072
1274.986,1.668072
1275.468,1.354757
1275.95,1.619321
1276.432,1.166507
1276.914,0.490602
1277.396,0.535125
1277.878,0.871448
1278.361,0.70257
1278.843,0.975614
1279.325,1.376271
1279.807,1.161777
1280.289,1.316016
1280.771,1.753494
1281.253,1.204467
1281.735,1.074153
1282.218,1.053697
1282.7,0.670648
1283.182,0.755363
1283.664,0.083476
1284.146,0.668849
1284.628,1.103747
1285.11,0.889748
1285.592,0.610699
1286.074,0.867484
1286.557,1.21218
1287.039,1.270921
1287.521,1.116432
1288.003,0.99338
1288.485,0.908666
1288.967,1.024234
1289.449,1.413451
1289.931,1.61828
1290.414,1.195092
1290.896,0.676958
1291.378,0.263536
1291.86,0.00080600003
1292.342,0.050377999
1292.824,0.34661
1293.306,0.696353
1293.788,1.079103
1294.271,1.251677
1294.753,0.973786
1295.235,0.794321
1295.717,0.90122
1296.199,1.120658
1296.681,1.24027
1297.163,1.221865
1297.645,0.880651
1298.127,0.19796
1298.609,0.135629
1299.092,0.065324001
1299.574,0.424756
1300.056,0.928533
1300.538,1.335152
1301.02,1.204611
1301.502,0.922574
1301.984,0.761057
1302.466,1.155728
1302.948,1.128551
1303.431,0.632512
1303.913,0.221884
1304.395,0.0
1500.0,0.0
