WavwNum_Chamosite,value_Chamosite
811.0291,7.751533
811.5112,7.849585
811.9933,7.853238
812.4754,7.710911
812.9575,7.496755
813.4396,7.144397
813.9218,6.79251
814.4039,6.675725
814.886,6.826144
815.3681,6.616282
815.8502,5.912446
816.3323,5.1264
816.8145,4.817477
817.2966,4.749599
817.7787,4.449349
818.2608,3.697412
818.7429,3.09449
819.2251,2.922297
819.7072,3.039564
820.1893,3.364027
820.6714,4.270488
821.1536,4.471557
821.6357,3.689237
822.1178,2.697111
822.5999,2.374958
823.082,2.624513
823.5641,2.799101
824.0463,2.820989
824.5284,2.791065
825.0105,2.892879
825.4926,2.949027
825.9747,2.724824
826.4568,2.093438
826.939,1.469347
827.4211,0.81393
827.9032,0.301157
828.3853,0.028310001
828.8674,0.016838999
829.3495,0.362862
829.8317,1.285909
830.3138,2.108387
830.7959,2.058271
831.278,1.470556
831.7601,1.020688
832.2422,0.784392
832.7244,0.679073
833.2065,0.897896
833.6886,1.057979
834.1707,0.780826
834.6528,0.174419
835.1349,0.0055689998
835.6171,0.033909999
836.0992,0.326795
836.5813,0.187151
837.0634,0.908236
837.5455,0.833573
838.0276,0.05511
838.5098,0.181654
838.9919,0.037138
839.474,0.058488
839.9561,0.086209998
840.4382,0.230148
840.9203,0.135698
841.4025,0.091013998
841.8846,0.103655
842.3667,0.123534
842.8488,0.148585
843.3309,0.017634001
843.813,0.439294
844.2952,0.692769
844.7773,0.355097
845.2594,0.276518
845.7415,0.1441
846.2236,0.266866
846.7057,0.122114
847.1879,0.284654
847.67,0.055296
848.1521,0.182357
848.6342,0.399429
849.1163,0.583288
849.5984,0.724604
850.0806,0.842642
850.5627,0.917153
851.0448,0.983851
851.5269,1.206949
852.009,1.563244
852.4911,1.884524
852.9733,2.104635
853.4554,2.180845
853.9375,1.951569
854.4196,1.558601
854.9017,1.332945
855.3839,1.60502
855.866,1.75592
856.3481,1.575435
856.8302,1.256658
857.3123,1.175649
857.7944,1.32334
858.2766,1.672141
858.7587,2.331527
859.2408,2.965349
859.7229,2.910096
860.205,2.460788
860.6871,2.171484
861.1693,2.316965
861.6514,2.452515
862.1335,2.459032
862.6156,2.378646
863.0977,2.249791
863.5798,1.940606
864.062,1.805269
864.5441,1.952132
865.0262,2.225762
865.5083,2.497917
865.9904,2.691759
866.4726,2.639402
866.9547,2.25826
867.4368,2.001389
867.9189,2.431834
868.4011,2.998398
868.8832,3.150779
869.3653,2.541927
869.8474,2.242806
870.3295,2.384957
870.8116,2.640746
871.2938,2.667578
871.7759,2.510507
872.258,2.628642
872.7401,3.050942
873.2222,3.53392
873.7043,3.924899
874.1865,4.21321
874.6686,4.400435
875.1507,4.495832
875.6328,4.500898
876.1149,4.360529
876.597,4.180686
877.0792,3.970793
877.5613,3.741313
878.0434,3.668418
878.5255,3.767447
879.0076,3.778222
879.4897,3.382345
879.9719,2.898382
880.454,2.874079
880.9361,3.17845
881.4182,3.358275
881.9003,2.904902
882.3824,2.658731
882.8646,3.13478
883.3467,3.99201
883.8288,4.325229
884.3109,4.029628
884.793,3.801797
885.2751,3.837338
885.7573,3.989224
886.2394,3.971382
886.7215,3.888297
887.2036,4.020273
887.6857,4.660756
888.1678,5.189138
888.65,5.283066
889.1321,5.115182
889.6142,4.914431
890.0963,4.661299
890.5784,4.476051
891.0605,4.401849
891.5427,4.341063
892.0248,4.128119
892.5069,3.777683
892.989,3.437303
893.4711,3.143861
893.9532,2.90684
894.4354,2.77836
894.9175,2.73114
895.3996,2.748904
895.8817,2.80803
896.3638,2.898427
896.8459,3.184154
897.3281,3.32635
897.8102,2.866768
898.2923,1.97064
898.7744,1.888681
899.2565,2.561049
899.7386,3.132564
900.2208,2.843143
900.7029,2.426409
901.185,2.500141
901.6671,2.970483
902.1492,3.199629
902.6313,3.133836
903.1135,2.890988
903.5956,2.441562
904.0777,1.840106
904.5598,1.297087
905.0419,0.82941
905.524,0.597231
906.0062,0.762925
906.4883,0.959361
906.9704,0.741352
907.4525,0.366571
907.9346,0.251529
908.4167,1.025734
908.8989,1.282442
909.381,0.662455
909.8631,0.017547
910.3452,0.171878
910.8273,0.0054879999
911.3094,0.228178
911.7916,0.177944
912.2737,0.024859
912.7558,0.10603
913.238,0.060164999
913.7201,0.122791
914.2022,0.432591
914.6843,0.501531
915.1664,0.043287002
915.6486,0.001433
916.1307,0.040477
916.6128,0.142649
917.0949,0.193291
917.577,0.579051
918.0591,0.719525
918.5413,0.049428001
919.0234,0.197393
919.5055,0.054299999
919.9876,0.488588
920.4697,0.952507
920.9518,0.153377
921.434,0.213597
921.9161,0.248401
922.3982,0.89305
922.8803,1.120807
923.3624,0.464508
923.8445,0.073815003
924.3267,0.189799
924.8088,0.126069
925.2909,0.106513
925.773,0.100669
926.2551,0.054653
926.7372,0.162513
927.2194,0.197049
927.7015,0.074979998
928.1836,0.40748
928.6657,0.120967
929.1478,0.107756
929.6299,0.102605
930.1121,0.159238
930.5942,0.403275
931.0763,0.34081
931.5584,0.169045
932.0405,0.097075
932.5226,0.145412
933.0048,0.198149
933.4869,0.2465
933.969,0.27515
934.4511,0.264616
934.9332,0.232187
935.4153,0.295929
935.8975,0.449395
936.3796,0.532429
936.8617,0.446012
937.3438,0.286704
937.8259,0.185485
938.308,0.079162002
938.7902,0.154808
939.2723,0.878093
939.7544,1.254644
940.2365,1.041077
940.7186,0.632756
941.2007,0.633029
941.6829,0.994619
942.165,1.10252
942.6471,0.841454
943.1292,0.602308
943.6113,0.828616
944.0934,1.199686
944.5756,1.428806
945.0577,1.477273
945.5398,1.324672
946.0219,0.812298
946.504,0.38262
946.9861,0.330177
947.4683,0.562078
947.9504,0.426687
948.4325,0.016974
948.9146,0.259394
949.3967,0.255903
949.8788,0.844365
950.361,0.954147
950.8431,0.730435
951.3252,0.623923
951.8073,0.795816
952.2894,0.852038
952.7715,0.690021
953.2537,0.459713
953.7358,0.479902
954.2179,0.659655
954.7,0.559638
955.1821,0.0020079999
955.6642,0.401869
956.1464,0.086401999
956.6285,0.491058
957.1106,0.957858
957.5927,1.308722
958.0748,1.359255
958.5569,0.953137
959.0391,0.666597
959.5212,1.03269
960.0033,1.783571
960.4855,2.090314
960.9676,2.019746
961.4497,1.955037
961.9318,1.317863
962.4139,1.890651
962.8961,2.258224
963.3782,2.431455
963.8603,1.825987
964.3424,2.227788
964.8245,2.226906
965.3066,2.210154
965.7888,2.754839
966.2709,2.266207
966.753,2.804198
967.2351,2.933323
967.7172,3.233689
968.1993,4.242368
968.6815,3.724603
969.1636,4.313721
969.6457,4.696409
970.1278,4.878354
970.6099,4.272536
971.092,4.67323
971.5742,4.67486
972.0563,4.651432
972.5384,5.187523
973.0205,4.701378
973.5026,5.248203
973.9847,5.38886
974.4669,5.703724
974.949,5.61855
975.4311,5.644602
975.9132,6.071597
976.3953,6.296456
976.8774,6.182651
977.3596,6.523919
977.8417,5.94849
978.3238,6.015271
978.8059,6.91036
979.288,7.933764
979.7701,8.227751
980.2523,7.378309
980.7344,6.754473
981.2165,6.410017
981.6986,6.360117
982.1807,6.734188
982.6628,7.409333
983.145,7.820328
983.6271,7.987622
984.1092,8.046713
984.5913,8.131183
985.0734,8.064262
985.5555,7.488468
986.0377,6.710344
986.5198,6.63625
987.0019,7.559481
987.484,8.151758
987.9661,8.154872
988.4482,7.883772
988.9304,7.684594
989.4125,7.582415
989.8946,7.646395
990.3767,7.916466
990.8588,8.114096
991.3409,8.132833
991.8231,8.036069
992.3052,7.868701
992.7873,7.634407
993.2694,7.193454
993.7515,6.523648
994.2336,6.127251
994.7158,6.568779
995.1979,7.188504
995.68,7.078864
996.1621,6.551791
996.6442,6.336202
997.1263,7.146563
997.6085,7.51728
998.0906,7.111937
998.5727,6.478303
999.0548,6.400903
999.5369,6.760931
1000.019,6.687437
1000.501,6.043884
1000.983,5.664128
1001.465,6.647407
1001.948,7.744301
1002.43,7.814548
1002.912,6.790191
1003.394,6.477544
1003.876,7.169707
1004.358,7.587566
1004.84,7.08709
1005.322,6.204632
1005.804,5.941866
1006.287,6.149471
1006.769,6.44869
1007.251,6.710981
1007.733,7.061484
1008.215,7.616167
1008.697,8.22893
1009.179,8.820356
1009.661,9.407239
1010.144,9.679201
1010.626,9.607867
1011.108,9.519291
1011.59,9.766832
1012.072,10.06317
1012.554,9.963789
1013.036,9.554774
1013.518,9.637163
1014.0,10.71468
1014.483,11.6732
1014.965,12.24955
1015.447,12.56857
1015.929,12.7438
1016.411,12.87544
1016.893,13.37478
1017.375,14.44738
1017.857,15.5511
1018.34,16.34298
1018.822,17.02488
1019.304,17.79245
1019.786,18.67041
1020.268,19.47685
1020.75,20.21928
1021.232,20.83538
1021.714,21.28363
1022.196,21.58208
1022.679,21.6531
1023.161,21.59088
1023.643,21.66737
1024.125,21.90532
1024.607,22.42028
1025.089,23.36923
1025.571,24.43055
1026.053,25.15214
1026.536,25.55861
1027.018,25.93192
1027.5,26.3119
1027.982,26.56352
1028.464,26.4641
1028.946,26.29407
1029.428,26.26995
1029.91,26.41486
1030.392,26.67367
1030.875,27.1268
1031.357,27.45353
1031.839,27.53116
1032.321,27.38024
1032.803,26.90735
1033.285,26.23351
1033.767,25.66175
1034.249,25.27546
1034.732,24.97513
1035.214,24.97356
1035.696,24.86798
1036.178,24.3063
1036.66,23.28286
1037.142,22.48128
1037.624,21.88794
1038.106,21.35804
1038.589,21.05304
1039.071,20.68427
1039.553,19.92344
1040.035,18.92303
1040.517,18.20466
1040.999,17.85723
1041.481,17.63862
1041.963,17.52629
1042.445,17.41734
1042.927,17.20694
1043.41,16.86701
1043.892,16.27955
1044.374,15.43421
1044.856,14.62422
1045.338,13.88208
1045.82,13.27031
1046.302,12.83383
1046.784,12.55432
1047.267,12.3531
1047.749,12.21275
1048.231,11.97973
1048.713,11.59624
1049.195,11.16706
1049.677,10.77533
1050.159,10.37209
1050.641,9.848828
1051.124,9.037665
1051.606,8.606876
1052.088,8.637815
1052.57,8.706975
1053.052,8.546649
1053.534,8.200216
1054.016,7.591203
1054.498,6.817277
1054.98,6.309951
1055.463,6.542971
1055.945,6.643919
1056.427,6.396815
1056.909,5.968826
1057.391,5.525139
1057.873,5.073187
1058.355,4.881703
1058.837,5.005109
1059.319,5.151054
1059.802,5.039385
1060.284,4.92685
1060.766,5.073164
1061.248,5.447415
1061.73,5.511045
1062.212,5.164573
1062.694,4.840633
1063.176,4.772415
1063.659,4.815763
1064.141,4.735445
1064.623,4.56284
1065.105,4.423734
1065.587,4.280526
1066.069,4.372662
1066.551,4.955222
1067.033,5.408872
1067.516,5.10536
1067.998,4.240136
1068.48,4.044408
1068.962,4.388375
1069.444,4.52664
1069.926,3.585912
1070.408,2.822472
1070.89,3.11188
1071.372,3.854391
1071.854,4.17718
1072.337,4.050799
1072.819,3.456184
1073.301,2.329197
1073.783,1.4308
1074.265,1.725812
1074.747,2.43107
1075.229,2.844695
1075.711,2.915134
1076.194,2.771165
1076.676,2.345898
1077.158,1.916735
1077.64,1.527914
1078.122,1.235768
1078.604,1.206622
1079.086,1.326372
1079.568,1.359225
1080.051,1.23623
1080.533,1.073074
1081.015,0.843641
1081.497,0.657346
1081.979,0.587942
1082.461,0.616256
1082.943,0.629025
1083.425,0.623359
1083.907,0.535782
1084.39,0.210382
1084.872,0.062442001
1085.354,0.016882
1085.836,0.193513
1086.318,0.113591
1086.8,0.319033
1087.282,0.662206
1087.764,0.414958
1088.247,0.301225
1088.729,0.57236
1089.211,0.330767
1089.693,0.309512
1090.175,0.555034
1090.657,0.496127
1091.139,0.543514
1091.621,0.386014
1092.104,0.10894
1092.586,0.515844
1093.068,0.276815
1093.55,0.39063
1094.032,0.106468
1094.514,0.899501
1094.996,1.192366
1095.478,0.269313
1095.96,0.267599
1096.443,0.32777
1096.925,0.59015
1097.407,0.582195
1097.889,0.322922
1098.371,0.062797002
1098.853,0.213295
1099.335,0.219122
1099.817,0.341641
1100.299,0.19821
1100.782,0.314705
1101.264,0.489922
1101.746,0.614736
1102.228,0.130374
1102.71,0.060911998
1103.192,0.076578997
1103.674,0.186481
1104.156,0.115102
1104.639,0.226942
1105.121,0.29099
1105.603,0.182968
1106.085,0.201063
1106.567,0.159999
1107.049,0.059997998
1107.531,0.203453
1108.013,0.288959
1108.495,0.394282
1108.978,0.496277
1109.46,0.495647
1109.942,0.227505
1110.424,0.032042999
1110.906,0.000749
1111.388,0.019384
1111.87,0.059916999
1112.352,0.15647
1112.834,0.052280001
1113.317,0.289264
1113.799,0.381498
1114.281,0.019409999
1114.763,0.021736
1115.245,0.023159999
1115.727,0.048661999
1116.209,0.211377
1116.691,0.493929
1117.174,0.486164
1117.656,0.072126999
1118.138,0.112749
1118.62,0.397031
1119.102,0.414368
1119.584,0.0073409998
1120.066,1.20413
1120.548,1.323873
1121.031,0.154859
1121.513,0.530512
1121.995,0.411656
1122.477,0.069214001
1122.959,0.209682
1123.441,0.330046
1123.923,0.360746
1124.405,0.198949
1124.887,0.380324
1125.37,1.099831
1125.852,1.624905
1126.334,1.338738
1126.816,0.702149
1127.298,0.780185
1127.78,1.285741
1128.262,1.532281
1128.744,0.785149
1129.227,0.536329
1129.709,1.1815
1130.191,1.933172
1130.673,2.043244
1131.155,1.690667
1131.637,1.559795
1132.119,1.63634
1132.601,1.742973
1133.083,1.712918
1133.566,1.806156
1134.048,2.314585
1134.53,2.810081
1135.012,2.590539
1135.494,1.744431
1135.976,1.188013
1136.458,0.998328
1136.94,1.029203
1137.422,1.323294
1137.905,1.665832
1138.387,1.992801
1138.869,2.254053
1139.351,2.328084
1139.833,2.217311
1140.315,1.893057
1140.797,1.273423
1141.279,0.984856
1141.762,2.124722
1142.244,3.423696
1142.726,3.59728
1143.208,2.686137
1143.69,2.482701
1144.172,3.181797
1144.654,3.37073
1145.136,1.204749
1145.619,1.705708
1146.101,2.00239
1146.583,2.095019
1147.065,1.423512
1147.547,1.758982
1148.029,1.674784
1148.511,1.574913
1148.993,2.034004
1149.475,1.46806
1149.958,1.95049
1150.44,2.022781
1150.922,2.539549
1151.404,2.388089
1151.886,2.593875
1152.368,2.666816
1152.85,2.634666
1153.332,2.513609
1153.814,2.09686
1154.297,1.598603
1154.779,1.628991
1155.261,2.020579
1155.743,2.319807
1156.225,2.136132
1156.707,2.182348
1157.189,2.794034
1157.671,3.302949
1158.154,2.968412
1158.636,2.055947
1159.118,1.785864
1159.6,2.030199
1160.082,2.193513
1160.564,1.838347
1161.046,1.576897
1161.528,1.663492
1162.01,1.837486
1162.493,1.697669
1162.975,1.336394
1163.457,1.542945
1163.939,2.277718
1164.421,2.715258
1164.903,2.007873
1165.385,1.324494
1165.867,1.192102
1166.349,1.401457
1166.832,1.750545
1167.314,2.215455
1167.796,2.268775
1168.278,1.831975
1168.76,1.53053
1169.242,2.155789
1169.724,2.713159
1170.206,2.416584
1170.689,1.658297
1171.171,1.34453
1171.653,1.459399
1172.135,1.625494
1172.617,1.777575
1173.099,1.910843
1173.581,2.109392
1174.063,2.21642
1174.546,1.996075
1175.028,1.534203
1175.51,1.228384
1175.992,1.072424
1176.474,0.992417
1176.956,0.977088
1177.438,1.082868
1177.92,1.508348
1178.402,1.917785
1178.885,1.960267
1179.367,1.617812
1179.849,1.37121
1180.331,1.244237
1180.813,1.065246
1181.295,0.651386
1181.777,0.321679
1182.259,0.531333
1182.742,0.978293
1183.224,1.352821
1183.706,1.622416
1184.188,1.660762
1184.67,1.412875
1185.152,1.308292
1185.634,1.689249
1186.116,2.035918
1186.599,1.514502
1187.081,0.692633
1187.563,0.41345
1188.045,0.941209
1188.527,1.194035
1189.009,1.138453
1189.491,0.969473
1189.973,0.706992
1190.455,0.493621
1190.938,0.527594
1191.42,0.72532
1191.902,0.966901
1192.384,1.271874
1192.866,1.516702
1193.348,1.72285
1193.83,1.740306
1194.312,1.375307
1194.794,0.875325
1195.277,0.344531
1195.759,0.086179003
1196.241,0.037207998
1196.723,0.895484
1197.205,1.441575
1197.687,1.527092
1198.169,1.484908
1198.651,1.551263
1199.134,1.650501
1199.616,1.722821
1200.098,1.749043
1200.58,1.705447
1201.062,1.59357
1201.544,1.339451
1202.026,0.853594
1202.508,0.600485
1202.99,1.265679
1203.473,2.203513
1203.955,2.486182
1204.437,2.274752
1204.919,2.202539
1205.401,2.566051
1205.883,2.556587
1206.365,2.029107
1206.847,1.47057
1207.329,1.282725
1207.812,1.371984
1208.294,1.845155
1208.776,2.51509
1209.258,2.558218
1209.74,1.603397
1210.222,0.83015
1210.704,0.358568
1211.186,0.097388998
1211.669,0.078841999
1212.151,0.093327999
1212.633,0.360028
1213.115,1.139734
1213.597,1.348726
1214.079,0.718031
1214.561,0.204964
1215.043,0.100051
1215.526,0.139024
1216.008,0.372331
1216.49,0.999196
1216.972,1.177475
1217.454,0.94144
1217.936,0.793992
1218.418,0.81929
1218.9,0.724173
1219.382,0.417191
1219.865,0.173053
1220.347,0.344318
1220.829,0.705656
1221.311,1.151486
1221.793,1.594616
1222.275,1.505683
1222.757,0.644719
1223.239,0.236879
1223.722,0.595432
1224.204,1.045741
1224.686,0.615894
1225.168,0.030138001
1225.65,0.179488
1226.132,1.022533
1226.614,1.303669
1227.096,0.903105
1227.578,0.558945
1228.061,0.431616
1228.543,0.383116
1229.025,0.100384
1229.507,0.045517001
1229.989,0.555454
1230.471,1.76888
1230.953,2.087048
1231.435,1.399807
1231.917,0.775328
1232.4,0.433699
1232.882,0.323202
1233.364,0.581143
1233.846,0.89362
1234.328,0.917143
1234.81,0.714791
1235.292,0.791353
1235.774,1.169583
1236.257,1.303255
1236.739,1.037244
1237.221,0.636214
1237.703,0.129946
1238.185,0.255193
1238.667,0.261094
1239.149,0.018347999
1239.631,0.228934
1240.114,0.372666
1240.596,0.53637
1241.078,0.752858
1241.56,0.904501
1242.042,0.828933
1242.524,0.726747
1243.006,0.751893
1243.488,0.854022
1243.97,0.8148
1244.453,0.670409
1244.935,0.809423
1245.417,1.42602
1245.899,1.803631
1246.381,1.222654
1246.863,0.559914
1247.345,0.303049
1247.827,0.350425
1248.309,0.426277
1248.792,0.527694
1249.274,0.639202
1249.756,0.7798
1250.238,0.912585
1250.72,1.196377
1251.202,1.205176
1251.684,0.605667
1252.166,0.234369
1252.649,0.301167
1253.131,0.18473
1253.613,0.558698
1254.095,0.659096
1254.577,0.799057
1255.059,1.22239
1255.541,1.47687
1256.023,1.354595
1256.505,1.030681
1256.988,0.760408
1257.47,0.587986
1257.952,0.695723
1258.434,1.153488
1258.916,1.423803
1259.398,1.382683
1259.88,1.304068
1260.362,1.239099
1260.844,1.218826
1261.327,1.362635
1261.809,1.553239
1262.291,1.592405
1262.773,1.43276
1263.255,1.276894
1263.737,1.15062
1264.219,0.989651
1264.701,0.771219
1265.184,0.567717
1265.666,0.486944
1266.148,0.462708
1266.63,0.376146
1267.112,0.214289
1267.594,0.517334
1268.076,1.390059
1268.558,1.902118
1269.041,1.728737
1269.523,1.310709
1270.005,1.033628
1270.487,0.714999
1270.969,0.039645001
1271.451,0.070280999
1271.933,0.088085003
1272.415,0.526142
1272.897,1.31231
1273.38,1.370241
1273.862,1.189988
1274.344,0.879194
1274.826,0.709086
1275.308,0.951787
1275.79,1.415924
1276.272,1.38652
1276.754,0.964538
1277.237,0.722573
1277.719,0.721879
1278.201,0.766659
1278.683,0.663605
1279.165,0.377889
1279.647,0.256778
1280.129,0.265058
1280.611,0.088596001
1281.094,0.037955001
1281.576,0.648403
1282.058,1.012483
1282.54,1.230633
1283.022,1.288001
1283.504,1.273679
1283.986,1.195272
1284.468,1.075732
1284.95,0.887251
1285.432,0.728924
1285.915,0.752642
1286.397,0.970285
1286.879,1.233092
1287.361,1.388518
1287.843,1.523305
1288.325,1.275027
1288.807,0.95331
1289.289,0.791372
1289.772,0.848166
1290.254,1.392425
1290.736,2.27945
1291.218,2.383257
1291.7,1.401572
1292.182,0.988871
1292.664,0.930607
1293.146,0.890722
1293.629,0.531273
1294.111,0.165821
1294.593,0.065736003
1295.075,0.143823
1295.557,0.200148
1296.039,0.219764
1296.521,0.192954
1297.003,0.129064
1297.485,0.147932
1297.968,0.316948
1298.45,0.427922
1298.932,0.40491
1299.414,0.329929
1299.896,0.148462
1300.378,0.010836
1300.86,0.267041
1301.342,0.968747
1301.824,0.884205
1302.307,0.0
1500.0,0.0
