WavwNum_Zoisite,value_Zoisite
842.5005,130.1982
842.9827,133.4072
843.4648,148.3252
843.9469,176.3076
844.429,201.9697
844.9111,208.0488
845.3932,205.1914
845.8754,204.0342
846.3575,205.1074
846.8396,220.8301
847.3217,281.2393
847.8038,337.6631
848.2859,353.7109
848.7681,320.3965
849.2502,312.4766
849.7323,333.4307
850.2144,368.5039
850.6965,411.2871
851.1786,459.2861
851.6608,506.1025
852.1429,550.4297
852.625,589.4033
853.1071,606.9971
853.5892,628.624
854.0714,678.9775
854.5535,765.0186
855.0356,834.708
855.5177,867.7871
855.9998,907.916
856.4819,984.9697
856.9641,1095.809
857.4462,1171.65
857.9283,1212.739
858.4104,1258.519
858.8925,1345.519
859.3746,1448.152
859.8568,1533.55
860.3389,1602.784
860.821,1680.783
861.303,1780.988
861.7852,1887.819
862.2673,1997.109
862.7494,2107.518
863.2315,2210.776
863.7136,2303.345
864.1957,2403.528
864.6779,2525.231
865.16,2658.645
865.6421,2784.08
866.1242,2901.995
866.6063,3009.662
867.0884,3087.197
867.5706,3168.549
868.0527,3285.429
868.5348,3429.857
869.0169,3531.038
869.499,3585.271
869.9811,3604.1
870.4633,3586.64
870.9454,3539.397
871.4275,3487.796
871.9096,3431.033
872.3917,3364.832
872.8738,3297.12
873.356,3208.154
873.8381,3070.794
874.3202,2897.624
874.8023,2738.596
875.2844,2620.027
875.7665,2493.11
876.2487,2342.78
876.7308,2180.452
877.2129,2032.922
877.695,1900.893
878.1771,1790.327
878.6592,1709.638
879.1414,1641.741
879.6235,1562.828
880.1056,1483.911
880.5877,1426.845
881.0698,1410.351
881.5519,1403.044
882.0341,1406.103
882.5162,1409.637
882.9983,1395.694
883.4804,1358.291
883.9625,1339.027
884.4446,1348.21
884.9268,1372.883
885.4089,1401.34
885.891,1430.354
886.3731,1455.084
886.8552,1476.03
887.3373,1488.124
887.8195,1482.484
888.3016,1470.093
888.7837,1465.218
889.2658,1478.492
889.7479,1468.881
890.23,1428.89
890.7122,1382.13
891.1943,1353.372
891.6764,1339.025
892.1585,1331.106
892.6406,1329.501
893.1227,1325.25
893.6049,1306.811
894.087,1285.378
894.5691,1270.819
895.0512,1265.859
895.5333,1262.151
896.0154,1261.321
896.4976,1259.194
896.9797,1252.32
897.4618,1241.229
897.9439,1228.502
898.426,1214.461
898.9081,1203.956
899.3903,1211.718
899.8724,1215.937
900.3545,1190.517
900.8366,1132.937
901.3187,1095.328
901.8008,1086.197
902.283,1091.555
902.7651,1111.102
903.2472,1140.824
903.7293,1150.438
904.2114,1141.783
904.6935,1148.739
905.1757,1213.329
905.6578,1285.119
906.1399,1305.093
906.622,1287.94
907.1041,1286.154
907.5862,1321.135
908.0684,1365.609
908.5505,1416.332
909.0326,1470.948
909.5147,1523.831
909.9968,1575.428
910.4789,1629.291
910.9611,1681.829
911.4432,1746.05
911.9253,1841.291
912.4074,1958.501
912.8895,2083.307
913.3716,2210.888
913.8538,2346.038
914.3359,2488.87
914.818,2639.855
915.3001,2802.687
915.7822,2978.756
916.2643,3145.113
916.7465,3293.424
917.2286,3451.907
917.7107,3671.904
918.1928,3913.237
918.6749,4111.444
919.157,4240.688
919.6392,4384.813
920.1213,4585.74
920.6034,4796.112
921.0855,4984.888
921.5676,5147.152
922.0497,5324.107
922.5319,5520.066
923.014,5696.871
923.4961,5825.437
923.9782,5912.977
924.4603,5971.851
924.9424,6002.024
925.4246,5995.688
925.9067,5947.673
926.3888,5862.371
926.8708,5740.632
927.353,5584.734
927.8351,5405.085
928.3172,5199.712
928.7993,4975.061
929.2814,4731.779
929.7635,4469.255
930.2457,4188.55
930.7278,3887.775
931.2099,3575.691
931.692,3201.5
932.1741,2872.972
932.6563,2646.304
933.1384,2471.142
933.6205,2263.822
934.1026,2012.499
934.5847,1800.665
935.0668,1650.673
935.549,1522.445
936.0311,1351.935
936.5132,1168.985
936.9953,1033.604
937.4774,978.0322
937.9595,917.5508
938.4417,803.8975
938.9238,688.7188
939.4059,613.541
939.888,585.3545
940.3701,560.4639
940.8522,540.3223
941.3344,512.6797
941.8165,461.6582
942.2986,399.0264
942.7807,336.8701
943.2628,276.9922
943.7449,233.543
944.2271,225.9697
944.7092,221.4541
945.1913,206.335
945.6734,181.8027
946.1555,158.2578
946.6376,136.4883
947.1198,105.3154
947.6019,44.73828
948.084,13.58301
948.5661,10.64844
949.0482,29.95898
949.5303,49.31055
950.0125,0.52832
950.4946,40.44727
950.9767,58.5166
951.4588,60.17969
951.9409,53.05859
952.423,36.62598
952.9052,20.2168
953.3873,3.658203
953.8694,7.71582
954.3515,9.356445
954.8336,3.617188
955.3157,7.678711
955.7979,26.52734
956.28,42.4502
956.7621,60.18359
957.2442,66.89062
957.7263,49.55566
958.2084,8.524414
958.6906,19.39844
959.1727,34.19629
959.6548,45.78711
960.1369,57.36621
960.619,70.12598
961.1011,87.37012
961.5833,109.1592
962.0654,129.8369
962.5475,141.0361
963.0296,164.043
963.5117,208.9424
963.9938,265.498
964.476,303.4697
964.9581,322.3604
965.4402,331.1133
965.9223,330.8936
966.4044,333.7324
966.8865,344.7637
967.3687,366.7129
967.8508,404.4727
968.3329,470.8477
968.815,537.0898
969.2971,597.5029
969.7792,658.3242
970.2614,739.4922
970.7435,834.1064
971.2256,907.2783
971.7077,954.0791
972.1898,1003.203
972.6719,1076.832
973.1541,1157.726
973.6362,1228.368
974.1183,1285.621
974.6004,1372.36
975.0825,1499.552
975.5646,1627.42
976.0468,1741.9
976.5289,1841.879
977.011,1915.169
977.4931,1969.239
977.9752,2030.483
978.4573,2119.614
978.9395,2208.881
979.4216,2293.643
979.9037,2368.091
980.3858,2424.025
980.8679,2460.494
981.35,2483.938
981.8322,2495.659
982.3143,2492.137
982.7964,2472.515
983.2785,2433.307
983.7606,2364.015
984.2427,2256.195
984.7249,2154.469
985.207,2082.865
985.6891,2010.814
986.1712,1918.766
986.6533,1807.749
987.1354,1721.363
987.6176,1660.229
988.0997,1594.566
988.5818,1506.016
989.0639,1403.903
989.546,1290.062
990.0281,1169.641
990.5103,1059.138
990.9924,959.4668
991.4745,876.7637
991.9566,815.1191
992.4387,766.3955
992.9208,714.4688
993.4029,661.4023
993.885,621.0312
994.3671,599.0293
994.8492,577.4238
995.3314,543.708
995.8135,503.3975
996.2956,460.1641
996.7777,412.0273
997.2598,369.3281
997.7419,330.5137
998.2241,301.0176
998.7062,296.5654
999.1883,301.1396
999.6704,266.1875
1000.153,200.8916
1000.635,154.46
1001.117,177.5215
1001.599,195.9043
1002.081,167.873
1002.563,117.2666
1003.045,101.9482
1003.527,125.75
1004.009,138.3701
1004.492,125.4854
1004.974,107.1279
1005.456,110.4326
1005.938,122.0156
1006.42,123.5215
1006.902,109.5303
1007.384,88.26562
1007.866,50.81348
1008.349,20.17773
1008.831,18.69141
1009.313,42.5293
1009.795,38.46875
1010.277,9.077148
1010.759,14.57812
1011.241,7.741211
1011.723,7.086914
1012.205,18.21387
1012.688,24.47754
1013.17,24.00098
1013.652,14.57422
1014.134,4.107422
1014.616,6.306641
1015.098,15.99121
1015.58,23.2832
1016.062,28.35645
1016.544,34.13965
1017.027,43.00488
1017.509,45.61816
1017.991,30.05664
1018.473,13.52734
1018.955,7.379883
1019.437,11.94141
1019.919,22.35742
1020.401,39.06152
1020.884,52.23145
1021.366,61.95996
1021.848,59.63379
1022.33,21.84863
1022.812,37.71387
1023.294,71.7041
1023.776,50.0791
1024.258,32.30859
1024.74,30.45703
1025.223,31.46484
1025.705,3.262695
1026.187,41.75098
1026.669,48.86426
1027.151,0.371094
1027.633,43.76074
1028.115,40.71582
1028.597,21.80664
1029.079,11.41113
1029.562,10.89453
1030.044,5.982422
1030.526,5.277344
1031.008,8.850586
1031.49,8.416016
1031.972,34.46289
1032.454,55.63477
1032.936,70.48633
1033.419,75.66895
1033.901,56.73145
1034.383,45.68555
1034.865,47.49414
1035.347,58.79395
1035.829,78.94922
1036.311,106.0283
1036.793,122.2041
1037.276,124.9893
1037.758,121.8994
1038.24,113.8779
1038.722,106.1211
1039.204,100.7256
1039.686,98.08496
1040.168,108.3447
1040.65,134.6357
1041.132,161.7812
1041.615,183.4434
1042.097,202.5674
1042.579,232.9453
1043.061,264.458
1043.543,274.4111
1044.025,228.2197
1044.507,199.2197
1044.989,209.6777
1045.471,233.4961
1045.954,245.6289
1046.436,246.7734
1046.918,251.0225
1047.4,259.1143
1047.882,274.4189
1048.364,318.1875
1048.846,354.3389
1049.328,347.5732
1049.811,302.1562
1050.293,272.959
1050.775,263.7871
1051.257,263.6865
1051.739,274.083
1052.221,283.6836
1052.703,262.5586
1053.185,229.8066
1053.667,226.3271
1054.15,278.9102
1054.632,314.0674
1055.114,283.6562
1055.596,258.3867
1056.078,290.3203
1056.56,374.9785
1057.042,422.6465
1057.524,435.2178
1058.006,445.2227
1058.489,467.7891
1058.971,499.4092
1059.453,543.4131
1059.935,594.1172
1060.417,637.3242
1060.899,672.8945
1061.381,695.0986
1061.863,694.9336
1062.346,707.9902
1062.828,795.2715
1063.31,917.6963
1063.792,1010.563
1064.274,1064.683
1064.756,1108.467
1065.238,1140.187
1065.72,1175.479
1066.203,1224.855
1066.685,1281.239
1067.167,1309.384
1067.649,1314.826
1068.131,1329.728
1068.613,1372.615
1069.095,1418.734
1069.577,1466.283
1070.059,1500.089
1070.542,1499.888
1071.024,1451.573
1071.506,1427.246
1071.988,1431.282
1072.47,1433.569
1072.952,1410.433
1073.434,1371.272
1073.916,1328.502
1074.398,1280.927
1074.881,1220.972
1075.363,1123.393
1075.845,1050.748
1076.327,1017.632
1076.809,1008.843
1077.291,1002.99
1077.773,999.3193
1078.255,993.6338
1078.738,983.2441
1079.22,986.2969
1079.702,1040.219
1080.184,1087.35
1080.666,1084.815
1081.148,1036.986
1081.63,1041.825
1082.112,1095.452
1082.594,1136.011
1083.077,1119.063
1083.559,1102.906
1084.041,1158.364
1084.523,1246.794
1085.005,1308.867
1085.487,1312.576
1085.969,1340.921
1086.451,1399.238
1086.933,1469.579
1087.416,1540.705
1087.898,1610.394
1088.38,1685.417
1088.862,1758.723
1089.344,1805.355
1089.826,1797.661
1090.308,1782.263
1090.79,1770.421
1091.272,1758.421
1091.755,1739.596
1092.237,1713.477
1092.719,1680.771
1093.201,1642.865
1093.683,1592.841
1094.165,1515.733
1094.647,1429.941
1095.129,1349.064
1095.612,1273.706
1096.094,1208.449
1096.576,1153.727
1097.058,1102.569
1097.54,1059.379
1098.022,1006.589
1098.504,908.8076
1098.986,793.6562
1099.469,705.1855
1099.951,663.6846
1100.433,626.2549
1100.915,591.3975
1101.397,564.1709
1101.879,560.1367
1102.361,562.791
1102.843,529.834
1103.325,467.3613
1103.807,413.3594
1104.29,381.0986
1104.772,363.4473
1105.254,363.7109
1105.736,370.4873
1106.218,364.7139
1106.7,348.5693
1107.182,332.5088
1107.664,317.0547
1108.147,301.5273
1108.629,283.3896
1109.111,267.3281
1109.593,258.5752
1110.075,254.1377
1110.557,237.1152
1111.039,207.2461
1111.521,179.4043
1112.004,159.6396
1112.486,142.7891
1112.968,117.6709
1113.45,94.9043
1113.932,90.69043
1114.414,117.6016
1114.896,124.6123
1115.378,104.958
1115.86,90.3877
1116.343,115.292
1116.825,151.5801
1117.307,142.8857
1117.789,104.5518
1118.271,80.49805
1118.753,99.44727
1119.235,112.9014
1119.717,114.9004
1120.199,110.8242
1120.682,105.9473
1121.164,100.0537
1121.646,88.82422
1122.128,73.125
1122.61,66.66992
1123.092,85.91016
1123.574,104.7871
1124.056,116.6777
1124.539,119.0215
1125.021,96.95801
1125.503,54.29102
1125.985,35.22656
1126.467,53.16895
1126.949,76.83203
1127.431,92.12402
1127.913,95.78125
1128.396,77.08398
1128.878,38.34277
1129.36,30.79688
1129.842,56.4502
1130.324,86.1875
1130.806,114.9492
1131.288,130.667
1131.77,106.5049
1132.252,66.15234
1132.734,44.81348
1133.217,56.50293
1133.699,61.87305
1134.181,59.29297
1134.663,56.28125
1135.145,64.49316
1135.627,72.10547
1136.109,52.17285
1136.591,14.58789
1137.074,8.539063
1137.556,14.24609
1138.038,17.26953
1138.52,16.41309
1139.002,51.34961
1139.484,32.59961
1139.966,15.98535
1140.448,24.93945
1140.931,7.198242
1141.413,26.26855
1141.895,7.701172
1142.377,38.56641
1142.859,45.90039
1143.341,42.77637
1143.823,70.75293
1144.305,118.8125
1144.787,115.4473
1145.27,36.91602
1145.752,26.02246
1146.234,0.227539
1146.716,43.03223
1147.198,63.41797
1147.68,62.72266
1148.162,46.20703
1148.644,15.51758
1149.126,1.694336
1149.609,26.06641
1150.091,47.8916
1150.573,25.55078
1151.055,9.191406
1151.537,22.41016
1152.019,11.25977
1152.501,4.328125
1152.983,25.00098
1153.466,41.23828
1153.948,44.86426
1154.43,43.70117
1154.912,40.87109
1155.394,39.50586
1155.876,47.31836
1156.358,72.81738
1156.84,82.63477
1157.322,72.96875
1157.805,60.26953
1158.287,61.87891
1158.769,66.54492
1159.251,49.17676
1159.733,19.17773
1160.215,24.49512
1160.697,111.0889
1161.179,146.3291
1161.661,100.3672
1162.144,33.13281
1162.626,22.61719
1163.108,41.19727
1163.59,36.33398
1164.072,3.943359
1164.554,8.56543
1165.036,34.41797
1165.518,57.67676
1166.0,33.78418
1166.483,7.59082
1166.965,8.053711
1167.447,17.43652
1167.929,30.83203
1168.411,20.67773
1168.893,22.11816
1169.375,64.77832
1169.857,100.1055
1170.34,108.9492
1170.822,96.51367
1171.304,71.56348
1171.786,39.71289
1172.268,21.43945
1172.75,27.98535
1173.232,37.33203
1173.714,44.35254
1174.197,46.46777
1174.679,39.30762
1175.161,25.68262
1175.643,32.95703
1176.125,56.35938
1176.607,67.4502
1177.089,31.97852
1177.571,7.595703
1178.053,43.32031
1178.536,85.31348
1179.018,69.63379
1179.5,3.563477
1179.982,6.547852
1180.464,57.21191
1180.946,105.1611
1181.428,62.38867
1181.91,12.21484
1182.392,4.020508
1182.875,5.540039
1183.357,34.00781
1183.839,82.49707
1184.321,107.8418
1184.803,106.0049
1185.285,96.13867
1185.767,87.40625
1186.249,80.95215
1186.732,79.54297
1187.214,80.74512
1187.696,77.65332
1188.178,69.76562
1188.66,63.72949
1189.142,61.00977
1189.624,56.70801
1190.106,39.87695
1190.589,24.98145
1191.071,27.05664
1191.553,43.54492
1192.035,55.99219
1192.517,64.62793
1192.999,66.19238
1193.481,57.50781
1193.963,49.18555
1194.445,53.36719
1194.927,61.49121
1195.41,67.7998
1195.892,71.04297
1196.374,66.01367
1196.856,49.44531
1197.338,48.6084
1197.82,83.06055
1198.302,113.6279
1198.784,91.94824
1199.267,45.15625
1199.749,6.558594
1200.231,25.46191
1200.713,24.75098
1201.195,13.58984
1201.677,50.69629
1202.159,69.3916
1202.641,75.30371
1203.124,68.07227
1203.606,53.20215
1204.088,44.88672
1204.57,42.3418
1205.052,50.80566
1205.534,73.77832
1206.016,86.27441
1206.498,59.75098
1206.98,24.24219
1207.463,15.98145
1207.945,24.4209
1208.427,27.1377
1208.909,15.19727
1209.391,17.30176
1209.873,39.15723
1210.355,55.45605
1210.837,35.89551
1211.319,6.503906
1211.802,4.323242
1212.284,0.083007999
1212.766,8.916992
1213.248,23.18555
1213.73,35.5752
1214.212,46.67383
1214.694,49.10156
1215.176,23.3291
1215.659,5.206055
1216.141,3.820313
1216.623,21.40137
1217.105,37.42285
1217.587,38.32715
1218.069,42.82324
1218.551,53.71582
1219.033,66.6084
1219.516,86.93945
1219.998,99.1416
1220.48,74.28125
1220.962,19.82715
1221.444,0.154297
1221.926,26.85352
1222.408,46.92969
1222.89,50.24023
1223.372,49.52637
1223.854,57.94434
1224.337,70.97754
1224.819,92.90234
1225.301,121.0645
1225.783,111.1816
1226.265,51.06738
1226.747,9.87793
1227.229,5.256836
1227.711,22.03516
1228.193,67.16406
1228.676,108.4502
1229.158,105.4082
1229.64,54.44238
1230.122,16.3584
1230.604,8.845703
1231.086,17.72266
1231.568,7.541016
1232.05,14.66016
1232.533,61.80566
1233.015,103.7559
1233.497,94.89551
1233.979,32.3877
1234.461,26.32031
1234.943,83.05078
1235.425,109.5889
1235.907,56.89355
1236.39,4.113281
1236.872,1.919922
1237.354,26.9082
1237.836,41.73633
1238.318,41.05078
1238.8,53.66797
1239.282,79.9834
1239.764,103.2207
1240.246,119.7832
1240.729,123.3027
1241.211,92.1875
1241.693,55.16016
1242.175,45.88281
1242.657,65.86621
1243.139,76.71484
1243.621,78.44727
1244.103,71.28613
1244.585,53.63672
1245.068,38.91895
1245.55,38.04395
1246.032,43.73047
1246.514,49.29004
1246.996,54.81055
1247.478,52.67383
1247.96,43.24805
1248.442,31.60156
1248.925,17.43652
1249.407,5.798828
1249.889,2.788086
1250.371,5.921875
1250.853,2.794922
1251.335,6.746094
1251.817,37.44238
1252.299,85.0498
1252.781,119.4287
1253.264,118.835
1253.746,108.6895
1254.228,90.50391
1254.71,74.30957
1255.192,74.08887
1255.674,85.32031
1256.156,67.25586
1256.638,27.58496
1257.12,10.02734
1257.603,63.46387
1258.085,102.6221
1258.567,109.5312
1259.049,98.52246
1259.531,67.73145
1260.013,30.26562
1260.495,37.51758
1260.977,82.55664
1261.46,123.6611
1261.942,158.1611
1262.424,161.3135
1262.906,118.6113
1263.388,70.22656
1263.87,60.0127
1264.352,72.53027
1264.834,76.36621
1265.317,72.19922
1265.799,70.42578
1266.281,76.78516
1266.763,79.66504
1267.245,76.66797
1267.727,73.61426
1268.209,73.69141
1268.691,77.45215
1269.173,88.87109
1269.656,105.3438
1270.138,115.0684
1270.62,116.8916
1271.102,111.7451
1271.584,97.60254
1272.066,88.16504
1272.548,110.8643
1273.03,133.71
1273.512,110.4092
1273.995,57.59961
1274.477,41.44922
1274.959,72.13379
1275.441,84.65234
1275.923,68.9043
1276.405,55.3291
1276.887,73.15723
1277.369,99.66406
1277.852,127.9219
1278.334,149.0635
1278.816,136.6191
1279.298,89.2998
1279.78,83.6084
1280.262,128.3984
1280.744,156.085
1281.226,84.76367
1281.708,22.49512
1282.191,39.93652
1282.673,93.94922
1283.155,117.9053
1283.637,114.6475
1284.119,98.87207
1284.601,73.25781
1285.083,58.0332
1285.565,68.09375
1286.047,84.99023
1286.53,107.3682
1287.012,126.5205
1287.494,127.6377
1287.976,115.0713
1288.458,94.31738
1288.94,68.32617
1289.422,61.75586
1289.904,101.2529
1290.386,135.9209
1290.869,160.2549
1291.351,170.8535
1291.833,156.1875
1292.315,128.5879
1292.797,106.8662
1293.279,91.67383
1293.761,73.0752
1294.243,41.19238
1294.726,34.78516
1295.208,64.5
1295.69,99.87109
1296.172,111.8867
1296.654,111.3018
1297.136,105.2822
1297.618,96.20801
1298.1,93.64941
1298.583,99.9209
1299.065,92.46094
1299.547,67.49805
1300.029,39.96387
1300.511,13.24609
1300.993,30.22559
1301.475,85.63281
1301.957,248.3711
1302.439,279.2598
1302.922,190.749
1303.404,137.9209
1303.886,137.5039
1304.368,137.8672
1304.85,106.6221
1305.332,71.07227
1305.814,35.9668
1306.296,9.21875
1306.778,8.532227
1307.261,25.20801
1307.743,30.39844
1308.225,23.46191
1308.707,27.71582
1309.189,66.95117
1309.671,70.30566
1310.153,76.18457
1310.635,73.44238
1311.118,73.27441
1311.6,75.85254
1312.082,88.12695
1312.564,99.18164
1313.046,87.99219
1313.528,34.44727
1314.01,5.75293
1314.492,9.391602
1314.974,23.18164
1315.457,37.92969
1315.939,46.44336
1316.421,32.70898
1316.903,8.610352
1317.385,0.226563
1317.867,0.0
1500.0,0.0
