WavwNum_Anatase,value_Anatase
799.5407,156.319
800.0228,142.1745
800.5049,135.5075
800.9871,137.8063
801.4692,140.9603
801.9513,142.9434
802.4334,143.8943
802.9155,142.9324
803.3976,140.4046
803.8798,138.7827
804.3619,142.3548
804.844,144.4214
805.3261,138.8878
805.8082,126.8202
806.2903,117.4597
806.7725,113.2474
807.2546,111.8748
807.7367,113.3659
808.2188,117.564
808.7009,119.9238
809.183,120.288
809.6652,118.8472
810.1473,113.9985
810.6294,108.0817
811.1115,107.5214
811.5936,112.3295
812.0757,115.6664
812.5579,111.238
813.04,104.9395
813.5221,101.4249
814.0042,102.2619
814.4863,101.827
814.9684,98.46072
815.4506,95.38495
815.9327,95.80249
816.4148,100.0542
816.8969,99.80457
817.379,94.05334
817.8611,88.24052
818.3433,88.75383
818.8254,92.64297
819.3075,95.36035
819.7896,96.16818
820.2717,95.25677
820.7538,91.24252
821.236,86.46509
821.7181,83.22446
822.2002,82.59714
822.6823,81.39003
823.1644,79.23523
823.6465,76.99704
824.1287,75.50531
824.6108,74.77657
825.0929,75.52609
825.575,78.38351
826.0571,80.91534
826.5392,80.49884
827.0214,78.19374
827.5035,75.52426
827.9856,70.672
828.4677,68.67331
828.9498,73.98859
829.4319,81.26028
829.9141,83.34857
830.3962,78.89253
830.8783,73.96844
831.3604,69.05746
831.8425,65.13072
832.3246,64.88831
832.8068,67.12161
833.2889,67.68616
833.771,63.90637
834.2531,59.84598
834.7352,57.81847
835.2173,57.57414
835.6995,58.5201
836.1816,63.47266
836.6637,65.70633
837.1458,63.26926
837.6279,58.42145
838.11,55.69998
838.5922,55.3172
839.0743,56.52248
839.5564,59.93895
840.0385,63.59395
840.5206,64.50247
841.0027,63.49817
841.4848,62.01207
841.9669,60.30324
842.449,58.95427
842.9312,58.16055
843.4133,57.89407
843.8954,58.04468
844.3775,58.89494
844.8596,59.41856
845.3417,59.10085
845.8239,58.41794
846.306,59.61185
846.7881,62.1181
847.2702,62.4122
847.7523,55.62283
848.2344,48.4232
848.7166,47.03302
849.1987,50.08958
849.6808,52.46565
850.1629,52.15665
850.645,51.72418
851.1271,52.20662
851.6093,53.37772
852.0914,53.00546
852.5735,51.15231
853.0556,48.08023
853.5377,42.5143
854.0198,36.53949
854.502,34.4379
854.9841,35.5271
855.4662,36.7442
855.9483,37.33983
856.4304,36.93863
856.9125,33.63564
857.3947,28.32408
857.8768,29.01982
858.3589,38.92986
858.841,47.12711
859.3231,49.25165
859.8052,46.79752
860.2874,45.50612
860.7695,45.2549
861.2516,44.68341
861.7337,41.69649
862.2158,39.16068
862.6979,40.87747
863.1801,45.90279
863.6622,47.73026
864.1443,41.53694
864.6264,35.48834
865.1085,31.77509
865.5906,30.18156
866.0728,28.38684
866.5549,26.1188
867.037,26.26378
867.5191,34.02536
868.0012,43.31425
868.4833,43.28072
868.9655,35.69
869.4476,29.38406
869.9297,29.12802
870.4118,29.98024
870.8939,30.00497
871.376,29.27075
871.8582,28.58896
872.3403,28.08563
872.8224,27.18388
873.3045,25.02307
873.7866,22.55148
874.2687,23.41179
874.7509,26.95256
875.233,29.30353
875.7151,27.57506
876.1972,24.44313
876.6793,21.47003
877.1614,18.58337
877.6436,15.61659
878.1257,11.68718
878.6078,9.071991
879.0899,8.449509
879.572,9.711395
880.0541,13.40535
880.5363,19.35962
881.0184,23.80609
881.5005,23.83229
881.9826,21.96785
882.4647,20.59749
882.9468,19.61284
883.429,18.43706
883.9111,17.24318
884.3932,15.21263
884.8753,10.74115
885.3574,5.235733
885.8395,6.65715
886.3217,15.96361
886.8038,22.90059
887.2859,22.21698
887.768,17.16649
888.2501,11.48886
888.7322,5.853836
889.2144,2.279099
889.6965,3.198532
890.1786,4.84491
890.6607,6.335434
891.1428,7.351196
891.6249,6.696136
892.1071,2.879074
892.5892,0.883163
893.0713,3.956741
893.5534,8.822464
894.0355,6.327438
894.5176,1.264832
894.9998,5.632919
895.4819,1.128418
895.964,8.36972
896.4461,10.86035
896.9282,9.332886
897.4103,5.599564
897.8925,3.330002
898.3746,7.983566
898.8567,5.325958
899.3388,1.281631
899.8209,4.719711
900.303,5.292938
900.7852,4.653366
901.2673,2.672852
901.7494,0.762787
902.2315,0.088088997
902.7136,0.031403001
903.1957,0.99733
903.6779,4.463181
904.16,6.395508
904.6421,5.702606
905.1242,3.908401
905.6063,3.808945
906.0884,5.335983
906.5706,7.194611
907.0527,9.916061
907.5348,11.02373
908.0169,5.328827
908.499,3.263123
908.9811,8.402451
909.4633,5.023376
909.9454,2.612045
910.4275,3.632828
910.9096,5.445969
911.3917,4.764374
911.8738,1.358292
912.356,1.699036
912.8381,3.530701
913.3202,5.291138
913.8023,9.406036
914.2844,13.83145
914.7665,15.37526
915.2487,12.86082
915.7308,8.692017
916.2129,0.617203
916.695,6.698776
917.1771,8.988754
917.6592,5.013885
918.1414,1.82785
918.6235,0.286865
919.1056,1.954193
919.5877,3.977112
920.0698,5.861984
920.5519,6.616425
921.0341,6.026901
921.5162,5.254852
921.9983,5.009933
922.4804,4.623581
922.9625,3.039154
923.4446,0.556259
923.9268,1.288864
924.4089,10.28938
924.891,17.55243
925.3731,14.06262
925.8552,4.577667
926.3373,0.904129
926.8195,2.024124
927.3016,1.299622
927.7837,1.801086
928.2658,4.736938
928.7479,5.856735
929.23,5.385147
929.7122,4.566956
930.1943,2.855377
930.6764,1.93985
931.1584,3.240875
931.6406,5.6203
932.1227,6.048782
932.6048,4.804367
933.0869,3.264389
933.569,1.237244
934.0511,0.01004
934.5333,0.839905
935.0154,3.205048
935.4975,4.295013
935.9796,3.306946
936.4617,3.535797
936.9438,6.701752
937.426,10.75757
937.9081,10.30338
938.3902,6.802063
938.8723,5.028625
939.3544,9.381012
939.8365,12.8447
940.3187,10.19395
940.8008,4.582413
941.2829,2.202988
941.765,4.559433
942.2471,6.813782
942.7292,8.686279
943.2114,9.594986
943.6935,7.786987
944.1756,4.272766
944.6577,1.888077
945.1398,1.181419
945.6219,2.16188
946.1041,6.594879
946.5862,11.79776
947.0683,14.87096
947.5504,16.36934
948.0325,13.56717
948.5146,4.66011
948.9968,3.687767
949.4789,3.674644
949.961,2.033089
950.4431,5.994629
950.9252,7.416626
951.4073,7.625069
951.8895,6.031517
952.3716,4.565704
952.8537,4.927635
953.3358,7.855438
953.8179,9.433395
954.3,9.275467
954.7822,8.875328
955.2643,9.031723
955.7464,9.566208
956.2285,10.63355
956.7106,12.42052
957.1927,13.41867
957.6749,10.9398
958.157,8.80233
958.6391,9.60437
959.1212,12.76681
959.6033,14.54293
960.0854,14.59084
960.5676,14.5909
961.0497,15.22745
961.5318,16.01655
962.0139,16.5385
962.496,16.40299
962.9781,14.52234
963.4603,8.247108
963.9424,2.621826
964.4245,0.821754
964.9066,2.190727
965.3887,1.589211
965.8708,1.170837
966.353,5.487526
966.8351,12.10773
967.3172,17.85812
967.7993,17.07317
968.2814,11.97397
968.7635,6.521706
969.2457,0.965256
969.7278,1.728981
970.2099,1.456566
970.692,6.334023
971.1741,9.937698
971.6563,12.35968
972.1384,12.19078
972.6205,8.942123
973.1026,6.368156
973.5847,8.975342
974.0668,13.52706
974.549,15.42704
975.0311,14.57196
975.5132,12.39347
975.9953,6.747528
976.4774,2.253174
976.9595,1.037544
977.4417,2.643356
977.9238,3.651688
978.4059,4.047928
978.888,4.272705
979.3701,4.290497
979.8522,4.47863
980.3344,5.68084
980.8165,7.407249
981.2986,8.298767
981.7807,7.627357
982.2628,6.592506
982.7449,4.961143
983.2271,3.412544
983.7092,3.578728
984.1913,5.194817
984.6734,5.912292
985.1555,5.258209
985.6376,3.822777
986.1198,0.21521
986.6019,3.133629
987.084,3.114494
987.5661,3.940941
988.0482,8.309601
988.5303,9.299545
989.0125,8.662796
989.4946,7.225769
989.9767,5.366234
990.4588,5.175262
990.9409,6.744293
991.423,8.372108
991.9052,9.174782
992.3873,9.397179
992.8694,8.717789
993.3515,7.135139
993.8336,7.219109
994.3157,10.09331
994.7979,11.06716
995.28,6.864723
995.7621,0.273529
996.2442,1.561989
996.7263,0.241241
997.2084,1.935791
997.6906,1.129906
998.1727,0.568398
998.6548,1.836266
999.1369,3.863686
999.619,4.548431
1000.101,3.511581
1000.583,3.639496
1001.065,5.714279
1001.547,7.918419
1002.03,7.992325
1002.512,6.712372
1002.994,4.95665
1003.476,2.287605
1003.958,1.523407
1004.44,5.808655
1004.922,9.780228
1005.404,9.558151
1005.887,5.038811
1006.369,2.215286
1006.851,0.799072
1007.333,0.309189
1007.815,0.507034
1008.297,1.363426
1008.779,3.682404
1009.261,7.198837
1009.743,9.43145
1010.226,9.920456
1010.708,9.472855
1011.19,7.970139
1011.672,5.971504
1012.154,4.809196
1012.636,4.364998
1013.118,4.228622
1013.6,4.431648
1014.083,4.642624
1014.565,4.10659
1015.047,3.614777
1015.529,4.551407
1016.011,7.652222
1016.493,9.86245
1016.975,11.03158
1017.457,11.15541
1017.939,9.190384
1018.422,6.528976
1018.904,6.079185
1019.386,8.28035
1019.868,10.16643
1020.35,10.98026
1020.832,10.62865
1021.314,8.21067
1021.796,4.190865
1022.278,5.151741
1022.761,11.23275
1023.243,15.64335
1023.725,13.60442
1024.207,9.163681
1024.689,5.318657
1025.171,2.344879
1025.653,1.066635
1026.135,2.769844
1026.618,4.504807
1027.1,5.87104
1027.582,7.045265
1028.064,9.071358
1028.546,11.50971
1029.028,13.12818
1029.51,13.55824
1029.992,13.75139
1030.474,15.21812
1030.957,16.05138
1031.439,14.28214
1031.921,9.384636
1032.403,5.206108
1032.885,1.368088
1033.367,0.057068001
1033.849,5.224152
1034.331,12.57549
1034.813,15.00176
1035.296,13.22778
1035.778,11.12531
1036.26,9.671867
1036.742,8.817993
1037.224,8.670059
1037.706,8.65284
1038.188,6.572014
1038.67,2.714699
1039.153,1.018059
1039.635,2.832466
1040.117,5.869545
1040.599,10.18078
1041.081,13.53452
1041.563,12.94725
1042.045,5.378349
1042.527,1.700905
1043.01,2.833504
1043.492,5.399269
1043.974,7.283928
1044.456,8.254005
1044.938,7.675804
1045.42,6.068352
1045.902,5.674805
1046.384,9.348076
1046.866,12.67189
1047.349,14.14531
1047.831,13.86783
1048.313,11.02097
1048.795,5.54528
1049.277,3.054787
1049.759,6.297997
1050.241,10.52455
1050.723,11.04393
1051.205,9.13591
1051.688,6.356712
1052.17,1.52137
1052.652,1.009979
1053.134,0.466743
1053.616,0.887291
1054.098,0.820671
1054.58,0.185883
1055.062,1.450813
1055.545,4.542038
1056.027,7.181778
1056.509,8.895866
1056.991,9.057571
1057.473,5.880753
1057.955,0.902344
1058.437,0.068374999
1058.919,3.433128
1059.401,6.046494
1059.884,5.392342
1060.366,4.284424
1060.848,7.036407
1061.33,11.14025
1061.812,12.50942
1062.294,7.687233
1062.776,5.133972
1063.258,6.07209
1063.74,7.821762
1064.223,8.252037
1064.705,7.617813
1065.187,6.392929
1065.669,4.725143
1066.151,4.099396
1066.633,7.018272
1067.115,9.600479
1067.597,9.161751
1068.079,7.233337
1068.562,7.035629
1069.044,9.191383
1069.526,10.25679
1070.008,9.076935
1070.49,6.729912
1070.972,2.85965
1071.454,0.635254
1071.936,0.750565
1072.419,6.311478
1072.901,9.68969
1073.383,7.511642
1073.865,4.443649
1074.347,4.27729
1074.829,6.256317
1075.311,7.454865
1075.793,7.983742
1076.276,8.736855
1076.758,11.81902
1077.24,13.48821
1077.722,10.64897
1078.204,5.529205
1078.686,3.717941
1079.168,5.39431
1079.65,6.563217
1080.132,6.100922
1080.615,5.433807
1081.097,6.527946
1081.579,8.081497
1082.061,8.354568
1082.543,6.241318
1083.025,5.362152
1083.507,6.261795
1083.989,7.10144
1084.471,6.05201
1084.954,4.149452
1085.436,4.41082
1085.918,6.628052
1086.4,8.627205
1086.882,10.7272
1087.364,11.38903
1087.846,9.075272
1088.328,5.825516
1088.811,6.14196
1089.293,9.791618
1089.775,11.12021
1090.257,8.895859
1090.739,5.934563
1091.221,3.102341
1091.703,1.336128
1092.185,2.556259
1092.667,7.75856
1093.15,8.235565
1093.632,2.529015
1094.114,1.751167
1094.596,0.819305
1095.078,6.323898
1095.56,8.268173
1096.042,7.537781
1096.524,6.504669
1097.006,4.976639
1097.489,4.809258
1097.971,7.31147
1098.453,9.745995
1098.935,7.276222
1099.417,1.428658
1099.899,0.315262
1100.381,4.980095
1100.863,8.78376
1101.346,5.911263
1101.828,2.285309
1102.31,1.914482
1102.792,4.190285
1103.274,4.238655
1103.756,1.826927
1104.238,1.81955
1104.72,7.916046
1105.203,13.90021
1105.685,11.06108
1106.167,4.350327
1106.649,1.283493
1107.131,5.890083
1107.613,9.242279
1108.095,11.26953
1108.577,12.2802
1109.059,11.88833
1109.542,10.66528
1110.024,10.35274
1110.506,10.76406
1110.988,10.54043
1111.47,6.950264
1111.952,4.698814
1112.434,6.294891
1112.916,9.417717
1113.398,7.814262
1113.881,2.550613
1114.363,0.950745
1114.845,5.878052
1115.327,9.865219
1115.809,5.974915
1116.291,0.563049
1116.773,0.854431
1117.255,2.149048
1117.738,2.520668
1118.22,0.032814
1118.702,1.806732
1119.184,0.860016
1119.666,1.700516
1120.148,6.394897
1120.63,11.63692
1121.112,13.48553
1121.594,8.903244
1122.077,6.130386
1122.559,5.966599
1123.041,7.313873
1123.523,11.08875
1124.005,14.71947
1124.487,11.25626
1124.969,0.199997
1125.451,6.251328
1125.933,0.10408
1126.416,7.473663
1126.898,13.09975
1127.38,16.66602
1127.862,16.175
1128.344,12.54134
1128.826,9.788673
1129.308,9.166649
1129.79,9.779404
1130.273,13.92953
1130.755,16.956
1131.237,13.57199
1131.719,2.482117
1132.201,0.047432002
1132.683,6.393906
1133.165,12.43448
1133.647,11.07609
1134.13,7.797615
1134.612,6.988754
1135.094,8.005104
1135.576,8.355049
1136.058,7.300415
1136.54,8.080055
1137.022,11.80402
1137.504,15.08185
1137.986,12.98318
1138.469,8.439613
1138.951,5.196968
1139.433,3.798225
1139.915,3.437035
1140.397,3.831223
1140.879,5.64003
1141.361,10.51682
1141.843,15.59237
1142.325,11.80587
1142.808,2.707787
1143.29,2.068794
1143.772,3.406143
1144.254,8.887779
1144.736,12.3669
1145.218,14.11947
1145.7,14.08369
1146.182,12.33854
1146.665,9.221367
1147.147,4.923691
1147.629,1.175362
1148.111,1.477604
1148.593,2.651997
1149.075,1.078712
1149.557,1.753483
1150.039,2.700455
1150.521,1.602604
1151.004,3.007786
1151.486,7.992485
1151.968,12.58225
1152.45,13.57552
1152.932,12.58857
1153.414,10.69426
1153.896,8.016563
1154.378,5.77692
1154.86,3.870888
1155.343,3.141289
1155.825,4.432911
1156.307,6.193157
1156.789,6.05912
1157.271,5.099625
1157.753,5.11401
1158.235,8.084084
1158.717,8.44241
1159.199,5.077644
1159.682,2.02121
1160.164,3.31636
1160.646,6.701492
1161.128,6.646015
1161.61,4.108879
1162.092,3.222679
1162.574,7.977783
1163.056,11.1188
1163.539,11.4449
1164.021,9.838058
1164.503,6.579617
1164.985,2.47858
1165.467,0.221893
1165.949,1.247543
1166.431,0.757336
1166.913,4.124161
1167.396,6.950485
1167.878,3.87709
1168.36,2.535923
1168.842,3.017635
1169.324,1.440548
1169.806,4.750263
1170.288,4.447536
1170.77,4.313423
1171.252,8.500893
1171.734,12.11514
1172.217,10.47575
1172.699,3.494164
1173.181,0.38139
1173.663,1.149506
1174.145,0.236176
1174.627,6.548424
1175.109,11.53378
1175.591,8.136978
1176.074,1.159489
1176.556,0.0064739999
1177.038,6.546768
1177.52,9.322945
1178.002,7.026218
1178.484,5.160194
1178.966,10.41492
1179.448,16.95532
1179.931,19.11608
1180.413,17.06473
1180.895,15.03611
1181.377,13.0061
1181.859,11.65088
1182.341,11.22483
1182.823,11.18826
1183.305,10.67405
1183.787,10.59315
1184.27,10.76794
1184.752,11.19528
1185.234,11.61157
1185.716,11.96162
1186.198,12.46954
1186.68,13.4885
1187.162,14.42964
1187.644,14.26573
1188.126,13.22017
1188.609,11.67844
1189.091,8.710979
1189.573,7.20615
1190.055,7.490761
1190.537,8.779362
1191.019,11.00511
1191.501,13.41661
1191.983,13.53408
1192.466,11.99032
1192.948,11.48577
1193.43,15.77671
1193.912,17.10896
1194.394,13.37305
1194.876,7.783592
1195.358,3.6819
1195.84,1.280704
1196.323,1.553314
1196.805,4.516846
1197.287,7.752533
1197.769,10.80587
1198.251,13.28018
1198.733,15.4309
1199.215,16.61653
1199.697,13.90435
1200.179,8.876175
1200.661,7.737862
1201.144,12.79857
1201.626,17.11242
1202.108,16.5404
1202.59,14.39901
1203.072,12.09943
1203.554,9.784966
1204.036,8.346741
1204.518,7.684547
1205.001,7.320114
1205.483,6.946903
1205.965,6.86158
1206.447,8.114582
1206.929,9.323475
1207.411,8.76321
1207.893,6.397217
1208.375,6.738861
1208.858,9.50367
1209.34,11.20222
1209.822,8.048676
1210.304,5.223156
1210.786,6.144318
1211.268,8.47382
1211.75,8.97559
1212.232,7.698784
1212.714,6.518715
1213.197,5.6003
1213.679,5.405212
1214.161,7.075626
1214.643,8.768951
1215.125,9.110489
1215.607,8.610802
1216.089,9.010674
1216.571,10.25316
1217.053,8.659916
1217.536,2.585701
1218.018,1.623634
1218.5,3.491383
1218.982,10.36569
1219.464,13.07202
1219.946,12.04895
1220.428,12.108
1220.91,13.18983
1221.393,12.37441
1221.875,7.335041
1222.357,2.964069
1222.839,3.642338
1223.321,6.528954
1223.803,8.766743
1224.285,10.35341
1224.767,12.09655
1225.25,13.90635
1225.732,15.47294
1226.214,17.49564
1226.696,18.02386
1227.178,14.29284
1227.66,8.806557
1228.142,5.678337
1228.624,5.117928
1229.106,6.340576
1229.589,9.3517
1230.071,11.22523
1230.553,8.22818
1231.035,4.787697
1231.517,3.696602
1231.999,4.395866
1232.481,5.57193
1232.963,7.210121
1233.445,9.261719
1233.928,11.89441
1234.41,13.10255
1234.892,9.421028
1235.374,5.131996
1235.856,3.653236
1236.338,4.495926
1236.82,5.64315
1237.302,7.180145
1237.785,6.788101
1238.267,3.409691
1238.749,0.298058
1239.231,0.109589
1239.713,1.647835
1240.195,5.05529
1240.677,9.766327
1241.159,8.724213
1241.641,1.906174
1242.124,0.22097
1242.606,8.966835
1243.088,17.63513
1243.57,14.10709
1244.052,6.624886
1244.534,3.4328
1245.016,4.768974
1245.498,7.736633
1245.98,12.30545
1246.463,15.04649
1246.945,13.30202
1247.427,10.33798
1247.909,6.69117
1248.391,4.159157
1248.873,5.319351
1249.355,10.68339
1249.837,14.22006
1250.319,15.81464
1250.802,15.80202
1251.284,13.55788
1251.766,10.6235
1252.248,6.312042
1252.73,2.657928
1253.212,4.238869
1253.694,10.88825
1254.176,13.30743
1254.659,10.82748
1255.141,7.852615
1255.623,7.149109
1256.105,7.154633
1256.587,7.540283
1257.069,7.770958
1257.551,5.885048
1258.033,2.33416
1258.516,2.88102
1258.998,8.751617
1259.48,13.26996
1259.962,10.71014
1260.444,7.045303
1260.926,5.384605
1261.408,5.060509
1261.89,3.290283
1262.372,0.851059
1262.854,2.997368
1263.337,12.34907
1263.819,19.05447
1264.301,15.37074
1264.783,10.034
1265.265,7.29744
1265.747,6.510765
1266.229,5.247406
1266.711,3.766205
1267.194,2.954773
1267.676,2.852119
1268.158,4.200432
1268.64,9.640404
1269.122,13.60258
1269.604,12.12609
1270.086,7.006367
1270.568,4.620758
1271.051,4.511566
1271.533,5.388058
1272.015,8.399822
1272.497,9.202698
1272.979,5.657696
1273.461,2.548637
1273.943,5.082424
1274.425,10.39503
1274.907,8.892056
1275.39,2.691502
1275.872,1.213551
1276.354,1.644161
1276.836,3.993835
1277.318,5.361298
1277.8,5.885674
1278.282,5.476868
1278.764,4.422626
1279.246,2.228046
1279.729,0.3167
1280.211,0.213242
1280.693,6.80212
1281.175,11.76441
1281.657,14.04427
1282.139,14.58462
1282.621,12.14488
1283.103,8.887177
1283.586,7.753117
1284.068,8.697189
1284.55,8.849785
1285.032,8.058681
1285.514,6.041946
1285.996,2.20322
1286.478,0.03059
1286.96,0.0
1500.0,0.0
