WavwNum_Anatase,value_Anatase
626.9431,5750.163
627.4252,5942.476
627.9073,6123.483
628.3894,6315.987
628.8715,6525.601
629.3536,6729.108
629.8358,6904.877
630.3179,7058.215
630.8,7222.197
631.2821,7401.837
631.7642,7580.547
632.2463,7755.625
632.7285,7918.271
633.2106,8049.501
633.6927,8136.026
634.1748,8199.703
634.6569,8245.122
635.139,8276.89
635.6212,8306.39
636.1033,8341.939
636.5854,8371.489
637.0675,8396.114
637.5496,8416.32
638.0317,8406.056
638.5139,8362.275
638.996,8294.064
639.4781,8202.692
639.9602,8088.249
640.4423,7973.238
640.9244,7861.897
641.4066,7739.908
641.8887,7577.601
642.3708,7385.261
642.8529,7201.901
643.335,7047.153
643.8171,6897.217
644.2993,6736.719
644.7814,6563.904
645.2635,6378.862
645.7456,6162.751
646.2277,5948.785
646.7098,5751.724
647.192,5575.004
647.6741,5398.466
648.1562,5222.035
648.6383,5043.634
649.1204,4862.316
649.6025,4671.81
650.0847,4496.524
650.5668,4340.95
651.0489,4193.185
651.531,4041.246
652.0131,3884.397
652.4952,3732.286
652.9774,3587.963
653.4595,3449.349
653.9416,3314.878
654.4237,3185.486
654.9058,3064.257
655.3879,2958.236
655.8701,2856.553
656.3522,2750.073
656.8343,2637.054
657.3164,2535.155
657.7985,2459.639
658.2806,2387.721
658.7628,2305.797
659.2449,2207.99
659.727,2113.749
660.2091,2020.769
660.6912,1934.511
661.1733,1864.9
661.6555,1812.021
662.1375,1758.499
662.6196,1699.645
663.1017,1639.238
663.5839,1585.197
664.066,1535.482
664.5481,1483.104
665.0302,1420.011
665.5123,1356.792
665.9944,1300.528
666.4766,1251.065
666.9587,1207.631
667.4408,1177.767
667.9229,1146.481
668.405,1104.756
668.8871,1048.011
669.3693,995.6262
669.8514,944.323
670.3335,899.9408
670.8156,873.5076
671.2977,867.0261
671.7798,853.1853
672.262,826.5785
672.7441,792.8
673.2262,758.6403
673.7083,724.5646
674.1904,693.6419
674.6725,668.5347
675.1547,646.6351
675.6368,627.2128
676.1189,609.8184
676.601,590.4868
677.0831,562.5198
677.5652,535.8811
678.0474,517.0941
678.5295,509.0209
679.0116,498.2657
679.4937,483.7498
679.9758,467.8901
680.4579,452.7947
680.9401,438.4598
681.4222,422.8301
681.9043,406.1207
682.3864,389.1452
682.8685,372.6465
683.3506,356.2494
683.8328,339.6837
684.3149,320.4425
684.797,303.5078
685.2791,296.4281
685.7612,296.0535
686.2433,291.7509
686.7255,272.7385
687.2076,254.5064
687.6897,244.6316
688.1718,244.3069
688.6539,241.6791
689.136,236.246
689.6182,230.097
690.1003,223.3616
690.5824,215.4459
691.0645,210.121
691.5466,208.2205
692.0287,205.3226
692.5109,195.4677
692.993,180.6583
693.4751,166.0946
693.9572,151.8504
694.4393,141.2917
694.9214,140.1334
695.4036,143.9924
695.8857,145.3685
696.3678,139.9988
696.8499,133.5748
697.332,127.2009
697.8141,121.2389
698.2963,116.5021
698.7784,113.0308
699.2605,110.5805
699.7426,110.0746
700.2247,111.1371
700.7068,106.5516
701.189,95.51331
701.6711,84.96051
702.1532,80.88348
702.6353,81.09326
703.1174,81.29053
703.5995,81.16791
704.0817,79.63721
704.5638,75.6698
705.0459,69.99365
705.528,63.04053
706.0101,51.16809
706.4922,43.33453
706.9744,44.05402
707.4565,48.89685
707.9386,51.31546
708.4207,51.22705
708.9028,48.68945
709.3849,43.23911
709.8671,35.67978
710.3492,26.75916
710.8313,16.60925
711.3134,11.35431
711.7955,18.72159
712.2776,30.88168
712.7598,36.03064
713.2419,34.40308
713.724,30.25467
714.2061,22.79251
714.6882,15.94846
715.1703,12.86343
715.6525,15.384
716.1346,16.32675
716.6167,13.36716
717.0988,10.1546
717.5809,9.702545
718.063,12.86264
718.5452,15.40021
719.0273,17.59839
719.5094,17.74887
719.9915,11.20044
720.4736,0.22348
720.9557,8.194977
721.4379,8.268829
721.92,6.713318
722.4021,10.34662
722.8842,17.15042
723.3663,22.11795
723.8484,23.89581
724.3306,22.89694
724.8127,16.60196
725.2948,6.021912
725.7769,2.80896
726.259,11.311
726.7411,19.5506
727.2233,21.65448
727.7054,17.94818
728.1875,15.86969
728.6696,15.55029
729.1517,15.62674
729.6339,15.35196
730.116,14.59201
730.5981,12.5947
731.0802,8.92804
731.5623,6.265778
732.0444,6.747711
732.5266,8.916382
733.0087,11.3089
733.4908,15.21765
733.9729,17.00681
734.455,15.246
734.9371,12.0322
735.4193,10.60437
735.9014,11.43149
736.3835,12.11295
736.8656,12.46979
737.3477,11.98816
737.8298,8.110504
738.312,1.759674
738.7941,2.043793
739.2762,1.756927
739.7583,7.399567
740.2404,9.834259
740.7225,9.412964
741.2047,8.236145
741.6868,5.477875
742.1689,3.578308
742.651,4.756561
743.1331,9.512268
743.6152,9.808746
744.0974,3.92984
744.5795,2.931641
745.0616,8.374542
745.5437,12.21024
746.0258,10.42236
746.5079,2.149872
746.9901,6.082214
747.4722,7.978119
747.9543,5.390717
748.4364,0.743835
748.9185,6.426666
749.4006,12.95966
749.8828,18.43881
750.3649,22.06677
750.847,22.59842
751.3291,15.04205
751.8112,11.97723
752.2933,15.74692
752.7754,23.56784
753.2575,31.07495
753.7396,38.49338
754.2217,41.03802
754.7039,34.87314
755.186,25.42514
755.6681,23.06424
756.1502,26.29272
756.6323,29.45444
757.1144,27.74283
757.5966,26.48752
758.0787,30.54904
758.5608,39.37354
759.0429,44.94757
759.525,43.22952
760.0071,40.88177
760.4893,40.5036
760.9714,42.21017
761.4535,41.90668
761.9356,38.74878
762.4177,37.48306
762.8998,44.24506
763.382,55.72134
763.8641,62.43713
764.3462,63.35144
764.8283,62.61356
765.3104,61.18811
765.7925,60.86371
766.2747,64.05249
766.7568,74.54276
767.2389,81.48157
767.721,78.12585
768.2031,73.215
768.6852,77.09677
769.1674,94.42847
769.6495,102.4152
770.1316,95.89212
770.6137,83.44296
771.0958,77.30702
771.5779,77.15504
772.0601,82.12698
772.5422,95.79878
773.0243,109.156
773.5064,112.7334
773.9885,109.8302
774.4706,108.1066
774.9528,110.3719
775.4349,113.7931
775.917,118.0318
776.3991,122.8107
776.8812,127.2366
777.3633,131.5998
777.8455,134.6552
778.3276,135.3177
778.8097,134.1892
779.2918,134.0171
779.7739,134.8589
780.256,136.4968
780.7382,140.0278
781.2203,143.2963
781.7024,143.1682
782.1845,139.67
782.6666,139.366
783.1487,149.5679
783.6309,159.061
784.113,160.7414
784.5951,152.6035
785.0772,146.7609
785.5593,143.8576
786.0414,142.6865
786.5236,141.6628
787.0057,141.2588
787.4878,144.878
787.9699,153.4341
788.452,161.4874
788.9341,163.895
789.4163,163.1299
789.8984,162.1347
790.3805,162.0112
790.8626,160.5902
791.3447,155.4081
791.8268,149.701
792.309,147.1148
792.7911,148.5361
793.2732,150.609
793.7553,152.7639
794.2374,155.3027
794.7195,160.1705
795.2017,166.3266
795.6838,168.5556
796.1659,163.3792
796.648,156.5802
797.1301,151.4978
797.6122,148.3301
798.0944,148.1008
798.5765,158.2493
799.0586,163.3035
