WavwNum_Gaspeite,value_Gaspeite
840.6657,0.969185
841.1478,0.491684
841.6299,0.439571
842.1121,1.663151
842.5942,2.540646
843.0763,2.366913
843.5584,1.380817
844.0405,0.990387
844.5226,1.282066
845.0048,1.524837
845.4869,1.370907
845.969,0.997459
846.4511,0.657673
846.9332,0.364223
847.4153,0.230865
847.8975,0.352242
848.3796,0.614807
848.8617,1.056561
849.3438,1.603916
849.8259,2.027714
850.308,2.373333
850.7902,2.479202
851.2723,2.246998
851.7544,1.822651
852.2365,1.589699
852.7186,1.496094
853.2007,1.20945
853.6829,0.317856
854.165,0.321945
854.6471,0.425465
855.1292,1.851753
855.6113,2.767597
856.0934,2.32938
856.5756,2.030964
857.0577,2.177303
857.5398,2.437515
858.0219,2.279404
858.504,1.671864
858.9861,1.174572
859.4683,0.877647
859.9504,0.759262
860.4325,0.717365
860.9146,0.758457
861.3967,1.004066
861.8788,1.602894
862.361,2.074883
862.8431,2.15591
863.3252,2.072018
863.8073,2.051723
864.2894,2.165718
864.7715,2.083298
865.2537,1.72905
865.7358,1.404171
866.2179,1.493004
866.7,1.839516
867.1821,1.943779
867.6642,1.761353
868.1464,1.682972
868.6285,2.252777
869.1106,2.835121
869.5927,2.84444
870.0748,2.03997
870.5569,1.666603
871.0391,2.003067
871.5212,2.267303
872.0033,1.796192
872.4854,0.767956
872.9675,0.678699
873.4496,1.466492
873.9318,2.209755
874.4139,2.298965
874.896,2.077625
875.3781,1.705826
875.8602,1.235275
876.3423,0.968285
876.8245,1.222668
877.3066,1.398659
877.7887,1.28717
878.2708,0.985443
878.7529,0.914299
879.235,1.068924
879.7172,1.222954
880.1993,1.261406
880.6814,1.271484
881.1635,1.491123
881.6456,1.786327
882.1277,1.811676
882.6099,1.052521
883.092,0.351341
883.5741,0.191441
884.0562,0.461845
884.5383,0.155563
885.0204,0.89864
885.5026,1.544708
885.9847,1.415474
886.4668,1.068756
886.9489,1.518673
887.431,2.322922
887.9131,2.493927
888.3953,1.534824
888.8774,0.652939
889.3595,0.361889
889.8416,0.413441
890.3237,0.584724
890.8058,0.953522
891.288,1.190025
891.7701,1.268799
892.2522,1.27161
892.7343,1.158024
893.2164,1.042259
893.6985,1.379383
894.1807,2.192585
894.6628,2.744061
895.1449,2.355976
895.627,1.70364
896.1091,1.170147
896.5912,0.791122
897.0734,0.618057
897.5555,0.710045
898.0376,0.872784
898.5197,1.042507
899.0018,1.203114
899.4839,1.324612
899.9661,1.393936
900.4482,1.328526
900.9303,0.874817
901.4124,0.467678
901.8945,0.518761
902.3766,0.866199
902.8588,0.924416
903.3409,0.321316
903.823,0.018375
904.3051,0.270836
904.7872,0.796837
905.2693,1.026173
905.7515,1.011478
906.2336,1.08638
906.7157,1.351933
907.1978,1.715176
907.6799,2.315647
908.162,2.868046
908.6442,3.014908
909.1263,2.341629
909.6084,1.863045
910.0905,1.701469
910.5726,1.613953
911.0547,1.345192
911.5369,0.920036
912.019,0.577435
912.5011,0.37188
912.9832,0.313393
913.4653,0.510273
913.9474,0.811844
914.4296,1.140141
914.9117,1.496281
915.3938,1.589531
915.8759,1.265327
916.358,0.82143
916.8401,0.25544
917.3223,0.337833
917.8044,0.260525
918.2865,0.444862
918.7686,1.052677
919.2507,1.091236
919.7328,0.926228
920.215,0.871838
920.6971,0.898102
921.1792,0.928772
921.6613,0.90715
922.1434,0.943539
922.6255,1.073711
923.1077,1.250755
923.5898,1.441013
924.0719,1.63311
924.554,1.619564
925.0361,1.325867
925.5182,0.959171
926.0004,0.602844
926.4825,0.354713
926.9646,0.374458
927.4467,0.865211
927.9288,1.095425
928.4109,0.714272
928.8931,0.40184
929.3752,0.792015
929.8573,1.859119
930.3394,2.116577
930.8215,1.563183
931.3036,0.987354
931.7858,1.014732
932.2679,1.265663
932.75,1.338627
933.2321,1.259422
933.7142,1.376732
934.1964,2.266605
934.6785,2.683311
935.1606,2.116688
935.6427,0.971008
936.1248,0.479969
936.6069,0.597637
937.0891,0.849335
937.5712,1.209633
938.0533,1.381603
938.5354,0.820446
939.0175,0.030471999
939.4996,0.511925
939.9818,0.287983
940.4639,0.107956
940.946,0.893063
941.4281,1.478897
941.9102,1.03326
942.3923,0.246368
942.8745,0.75692
943.3566,0.407932
943.8387,0.093235001
944.3208,0.250816
944.8029,0.309055
945.285,0.469376
945.7672,0.752014
946.2493,1.065144
946.7314,1.563839
947.2135,1.778858
947.6956,1.396461
948.1777,0.66774
948.6599,0.5271
949.142,0.85878
949.6241,1.147888
950.1062,1.072414
950.5883,0.960369
951.0704,1.081608
951.5526,1.315845
952.0347,1.429878
952.5168,1.370388
952.9989,1.252815
953.481,1.050491
953.9631,0.861874
954.4453,0.830688
954.9274,0.916973
955.4095,0.964684
955.8916,0.949753
956.3737,1.026028
956.8558,1.4692
957.338,1.864925
957.8201,1.90308
958.3022,1.55077
958.7843,1.147614
959.2664,0.64756
959.7485,0.230976
960.2307,0.013973
960.7128,0.1101
961.1949,0.101357
961.677,0.002575
962.1591,0.160454
962.6412,0.278622
963.1234,0.546547
963.6055,1.310059
964.0876,2.167347
964.5697,2.50135
965.0518,2.230019
965.5339,1.738155
966.0161,0.979321
966.4982,0.355
966.9803,0.521503
967.4624,1.126629
967.9445,1.492668
968.4266,1.450127
968.9088,1.311054
969.3909,1.181461
969.873,1.02169
970.3551,0.765762
970.8372,0.4338
971.3193,0.349915
971.8015,0.520161
972.2836,0.726902
972.7657,0.893539
973.2478,0.991684
973.7299,0.884148
974.212,0.686428
974.6942,0.676193
975.1763,1.213856
975.6584,1.553104
976.1405,1.56366
976.6226,1.407272
977.1047,1.270172
977.5869,1.145245
978.069,1.332882
978.5511,1.915592
979.0332,2.400913
979.5153,2.269642
979.9974,1.921535
980.4796,1.759472
980.9617,1.874371
981.4438,1.700603
981.9259,0.983727
982.408,0.490356
982.8901,0.671597
983.3723,1.278702
983.8544,1.591637
984.3365,1.638016
984.8186,1.544231
985.3007,1.102451
985.7828,0.836063
986.265,1.225368
986.7471,1.861881
987.2292,2.034935
987.7113,1.540138
988.1934,1.365231
988.6755,1.689857
989.1577,1.965164
989.6398,1.248573
990.1219,0.199715
990.604,0.116478
991.0861,1.158459
991.5682,1.95166
992.0504,1.67062
992.5325,1.303555
993.0146,1.311268
993.4967,1.612976
993.9788,1.711784
994.4609,1.61499
994.9431,1.737907
995.4252,2.489723
995.9073,3.174332
996.3894,2.733757
996.8715,1.776356
997.3536,1.313644
997.8358,2.541245
998.3179,2.95747
998.8,2.186188
999.2821,1.055466
999.7642,0.245956
1000.246,0.272926
1000.728,0.360958
1001.211,0.019711001
1001.693,0.40958
1002.175,0.352188
1002.657,0.283504
1003.139,0.638893
1003.621,1.306442
1004.103,1.398575
1004.585,0.7374
1005.068,0.148888
1005.55,0.18528
1006.032,0.253929
1006.514,0.136612
1006.996,0.775852
1007.478,1.238937
1007.96,1.373188
1008.442,1.399632
1008.924,1.330669
1009.407,1.230209
1009.889,1.147255
1010.371,1.085209
1010.853,0.91737
1011.335,0.640232
1011.817,0.37632
1012.299,0.215042
1012.781,0.097251996
1013.263,0.106457
1013.746,0.322117
1014.228,0.278431
1014.71,0.217655
1015.192,0.711212
1015.674,1.225807
1016.156,1.555866
1016.638,1.215622
1017.12,0.437405
1017.603,0.069758996
1018.085,0.189083
1018.567,0.067184001
1019.049,0.623001
1019.531,1.177666
1020.013,0.954445
1020.495,0.001156
1020.977,0.277367
1021.459,0.201485
1021.942,0.683132
1022.424,0.854393
1022.906,0.79631
1023.388,0.553127
1023.87,0.17971
1024.352,0.218735
1024.834,0.943348
1025.316,1.143223
1025.799,0.514225
1026.281,0.30603
1026.763,0.622623
1027.245,0.5191
1027.727,0.645458
1028.209,1.023079
1028.691,1.249405
1029.173,0.913174
1029.656,0.465111
1030.138,0.168579
1030.62,0.023800001
1031.102,0.067638002
1031.584,0.129555
1032.066,0.000275
1032.548,0.463161
1033.03,0.892517
1033.512,0.497532
1033.995,0.24334
1034.477,0.455303
1034.959,0.20908
1035.441,0.817764
1035.923,1.276913
1036.405,1.463551
1036.887,1.159229
1037.369,0.46899
1037.851,0.40662
1038.334,0.913006
1038.816,1.423584
1039.298,1.656651
1039.78,1.751598
1040.262,1.810448
1040.744,1.796303
1041.226,1.621304
1041.708,1.206905
1042.191,0.835392
1042.673,0.494408
1043.155,0.3027
1043.637,0.370903
1044.119,0.67635
1044.601,1.323566
1045.083,2.289982
1045.565,2.929646
1046.047,2.819977
1046.53,2.559204
1047.012,2.28828
1047.494,2.025894
1047.976,1.852947
1048.458,1.750278
1048.94,1.500717
1049.422,0.884285
1049.904,0.578041
1050.386,1.552227
1050.869,2.809956
1051.351,3.252827
1051.833,2.665707
1052.315,2.331493
1052.797,2.263447
1053.279,2.392418
1053.761,2.840317
1054.243,3.351139
1054.726,3.369221
1055.208,3.088776
1055.69,3.02393
1056.172,3.641659
1056.654,4.082611
1057.136,4.127693
1057.618,4.090786
1058.1,4.337795
1058.583,4.842602
1059.065,5.324459
1059.547,5.740482
1060.029,6.217426
1060.511,7.095108
1060.993,7.814976
1061.475,7.788025
1061.957,7.269676
1062.439,7.43145
1062.922,8.420399
1063.404,9.095657
1063.886,9.059616
1064.368,8.998642
1064.85,9.841068
1065.332,11.10188
1065.814,12.09716
1066.296,12.58676
1066.778,13.29971
1067.261,14.38225
1067.743,15.54365
1068.225,16.61304
1068.707,17.66477
1069.189,18.88599
1069.671,20.2747
1070.153,21.81626
1070.635,23.51477
1071.118,25.33339
1071.6,27.12589
1072.082,29.09615
1072.564,31.50365
1073.046,34.36
1073.528,37.01651
1074.01,39.42175
1074.492,41.95766
1074.974,44.99705
1075.457,48.18853
1075.939,51.04677
1076.421,53.75931
1076.903,57.17764
1077.385,61.50558
1077.867,65.94045
1078.349,70.29874
1078.831,74.77992
1079.313,79.83929
1079.796,85.172
1080.278,90.2376
1080.76,94.99637
1081.242,99.65588
1081.724,104.0104
1082.206,108.649
1082.688,113.8589
1083.17,119.3396
1083.652,123.9369
1084.135,127.8531
1084.617,132.0445
1085.099,137.135
1085.581,141.784
1086.063,145.4092
1086.545,147.9796
1087.027,149.5114
1087.509,149.9251
1087.992,150.2701
1088.474,150.5615
1088.956,150.5888
1089.438,150.7023
1089.92,150.0751
1090.402,147.2796
1090.884,143.1683
1091.366,139.5752
1091.849,137.4199
1092.331,134.4745
1092.813,130.5552
1093.295,126.0999
1093.777,121.4318
1094.259,116.6117
1094.741,111.5562
1095.223,106.3261
1095.705,101.3157
1096.188,96.81224
1096.67,92.51578
1097.152,88.48241
1097.634,84.48677
1098.116,79.74123
1098.598,74.49002
1099.08,70.36326
1099.562,67.69243
1100.044,65.09229
1100.527,61.49493
1101.009,57.80364
1101.491,54.6587
1101.973,51.92311
1102.455,48.93829
1102.937,45.68298
1103.419,42.84905
1103.901,40.75662
1104.384,38.88175
1104.866,36.64467
1105.348,34.38448
1105.83,32.57471
1106.312,31.53493
1106.794,29.83714
1107.276,27.21639
1107.758,24.88054
1108.24,23.63667
1108.723,22.97495
1109.205,22.06344
1109.687,20.95994
1110.169,19.79588
1110.651,18.38249
1111.133,17.26442
1111.615,16.55414
1112.097,15.99067
1112.579,15.39692
1113.062,14.74775
1113.544,13.81305
1114.026,12.66247
1114.508,11.81993
1114.99,12.0951
1115.472,12.05818
1115.954,10.90661
1116.436,9.38942
1116.919,8.722755
1117.401,8.833691
1117.883,8.58033
1118.365,7.823105
1118.847,7.085213
1119.329,6.888363
1119.811,6.734318
1120.293,6.207283
1120.776,5.413197
1121.258,4.809185
1121.74,4.403141
1122.222,4.159904
1122.704,4.137478
1123.186,4.008507
1123.668,3.127487
1124.15,2.134438
1124.632,1.771404
1125.115,2.212399
1125.597,2.649834
1126.079,3.124393
1126.561,3.426189
1127.043,3.46104
1127.525,3.30265
1128.007,3.021294
1128.489,2.653816
1128.971,2.216679
1129.454,1.540688
1129.936,1.429241
1130.418,2.324474
1130.9,2.949333
1131.382,2.26635
1131.864,0.927906
1132.346,0.972984
1132.828,1.987431
1133.311,2.656311
1133.793,2.003197
1134.275,1.551723
1134.757,1.766384
1135.239,2.15403
1135.721,2.371914
1136.203,2.405655
1136.685,1.998917
1137.167,1.223804
1137.65,0.671986
1138.132,1.017315
1138.614,1.261501
1139.096,0.712284
1139.578,0.121471
1140.06,0.492184
1140.542,0.387707
1141.024,0.164814
1141.506,0.151676
1141.989,0.401363
1142.471,0.277248
1142.953,0.220837
1143.435,0.703758
1143.917,1.505978
1144.399,1.905163
1144.881,1.873856
1145.363,1.577835
1145.846,1.006176
1146.328,0.454475
1146.81,0.208427
1147.292,0.152996
1147.774,0.134815
1148.256,0.169151
1148.738,0.653419
1149.22,1.857422
1149.703,2.411011
1150.185,1.794678
1150.667,0.791645
1151.149,0.283974
1151.631,0.10717
1152.113,0.030315001
1152.595,0.0095899999
1153.077,0.241207
1153.559,0.908833
1154.042,1.342125
1154.524,1.202297
1155.006,0.779125
1155.488,0.494637
1155.97,0.347736
1156.452,0.40295
1156.934,0.844025
1157.416,0.926506
1157.898,0.379368
1158.381,0.142467
1158.863,0.215118
1159.345,0.035881002
1159.827,0.264862
1160.309,0.720787
1160.791,0.879185
1161.273,0.298954
1161.755,0.146534
1162.238,0.292656
1162.72,0.243015
1163.202,0.068466
1163.684,0.510284
1164.166,0.220303
1164.648,0.620148
1165.13,1.203445
1165.612,0.827202
1166.094,0.429016
1166.577,0.228104
1167.059,0.223801
1167.541,0.560307
1168.023,1.109612
1168.505,1.30307
1168.987,1.15213
1169.469,0.912495
1169.951,0.590649
1170.433,0.377457
1170.916,0.471863
1171.398,0.648693
1171.88,0.501438
1172.362,0.067962997
1172.844,0.343834
1173.326,1.379391
1173.808,2.215382
1174.29,2.065311
1174.773,1.638439
1175.255,1.102249
1175.737,0.669941
1176.219,0.920227
1176.701,1.860466
1177.183,2.171986
1177.665,1.661266
1178.147,1.035809
1178.63,0.783295
1179.112,0.683743
1179.594,0.591091
1180.076,0.522366
1180.558,0.54892
1181.04,0.670311
1181.522,0.967102
1182.004,1.504078
1182.486,1.867386
1182.969,1.364281
1183.451,0.795887
1183.933,1.009335
1184.415,1.845497
1184.897,2.012814
1185.379,1.45377
1185.861,0.848957
1186.343,0.343227
1186.825,0.043308001
1187.308,0.395462
1187.79,0.534737
1188.272,0.118397
1188.754,0.825298
1189.236,1.265022
1189.718,1.147713
1190.2,0.986736
1190.682,0.922619
1191.165,0.944057
1191.647,1.163025
1192.129,1.381802
1192.611,1.368759
1193.093,1.092514
1193.575,0.763866
1194.057,0.368744
1194.539,0.018951001
1195.021,0.274975
1195.504,0.450726
1195.986,0.481091
1196.468,0.32584
1196.95,0.176441
1197.432,1.160179
1197.914,1.493389
1198.396,1.107136
1198.878,0.720219
1199.36,0.679157
1199.843,0.771526
1200.325,0.631279
1200.807,0.526848
1201.289,0.979389
1201.771,2.345097
1202.253,2.649242
1202.735,1.702847
1203.217,0.94046
1203.7,1.451633
1204.182,2.219749
1204.664,1.90696
1205.146,1.109306
1205.628,0.830364
1206.11,1.39922
1206.592,1.670132
1207.074,1.594116
1207.557,1.544666
1208.039,1.87833
1208.521,2.247932
1209.003,2.190815
1209.485,1.91827
1209.967,1.83522
1210.449,2.120781
1210.931,2.152866
1211.413,1.903316
1211.896,1.574181
1212.378,1.063828
1212.86,0.7533
1213.342,1.353867
1213.824,2.389362
1214.306,2.842472
1214.788,2.502895
1215.27,2.108749
1215.752,1.658188
1216.235,1.274281
1216.717,0.957821
1217.199,0.860104
1217.681,1.434258
1218.163,2.212692
1218.645,2.075741
1219.127,0.601254
1219.609,0.139622
1220.092,0.86673
1220.574,1.630428
1221.056,1.486412
1221.538,0.97176
1222.02,0.337364
1222.502,0.173862
1222.984,0.096332997
1223.466,1.518894
1223.948,1.766048
1224.431,0.588882
1224.913,0.290478
1225.395,1.188614
1225.877,2.92939
1226.359,3.093685
1226.841,2.15979
1227.323,1.42963
1227.805,0.908241
1228.287,0.598759
1228.77,0.49773
1229.252,0.704163
1229.734,1.740002
1230.216,2.672565
1230.698,2.673885
1231.18,2.087448
1231.662,1.75639
1232.144,1.701759
1232.627,1.55537
1233.109,1.281673
1233.591,1.089195
1234.073,1.133839
1234.555,1.313213
1235.037,1.686127
1235.519,2.098
1236.001,2.204426
1236.484,2.004601
1236.966,2.144497
1237.448,2.678322
1237.93,3.057899
1238.412,2.850929
1238.894,2.445339
1239.376,1.833366
1239.858,1.291866
1240.34,1.395035
1240.823,2.069897
1241.305,2.592812
1241.787,2.883842
1242.269,2.772358
1242.751,1.544765
1243.233,0.618259
1243.715,0.735291
1244.197,1.369629
1244.679,1.824059
1245.162,2.092037
1245.644,2.135513
1246.126,2.015526
1246.608,1.891106
1247.09,1.820099
1247.572,1.732395
1248.054,1.543472
1248.536,1.401653
1249.019,1.671852
1249.501,2.103848
1249.983,2.051117
1250.465,1.576344
1250.947,1.077435
1251.429,0.592487
1251.911,0.308842
1252.393,0.286701
1252.875,0.43195
1253.358,0.63422
1253.84,0.888351
1254.322,1.275757
1254.804,1.752197
1255.286,1.8862
1255.768,1.247742
1256.25,0.776554
1256.732,0.606068
1257.214,0.669376
1257.697,1.01873
1258.179,1.470856
1258.661,1.783089
1259.143,1.933228
1259.625,1.910969
1260.107,1.695618
1260.589,1.346249
1261.071,0.811584
1261.554,0.389854
1262.036,0.517796
1262.518,0.927265
1263.0,1.459171
1263.482,2.054588
1263.964,2.136253
1264.446,1.453438
1264.928,1.138245
1265.411,1.309513
1265.893,1.458138
1266.375,1.039234
1266.857,0.509468
1267.339,0.134789
1267.821,0.020896999
1268.303,0.166737
1268.785,0.728195
1269.267,1.261913
1269.75,1.725502
1270.232,1.966141
1270.714,1.809212
1271.196,1.459858
1271.678,0.800442
1272.16,0.164684
1272.642,0.203983
1273.124,0.85651
1273.606,1.175598
1274.089,1.128731
1274.571,1.11467
1275.053,1.570141
1275.535,1.839874
1276.017,1.481709
1276.499,1.053135
1276.981,1.607964
1277.463,2.715088
1277.946,2.502083
1278.428,1.078003
1278.91,0.070006996
1279.392,0.321171
1279.874,0.0942
1280.356,0.727859
1280.838,1.580685
1281.32,1.866085
1281.802,1.70377
1282.285,1.083736
1282.767,0.190453
1283.249,0.11813
1283.731,0.898273
1284.213,1.400578
1284.695,1.155468
1285.177,0.72855
1285.659,0.53746
1286.141,0.554729
1286.624,0.700714
1287.106,0.924557
1287.588,1.171543
1288.07,1.473274
1288.552,1.512886
1289.034,1.214386
1289.516,0.956646
1289.998,0.988934
1290.481,1.220955
1290.963,1.837559
1291.445,2.282185
1291.927,2.238956
1292.409,1.618496
1292.891,1.177521
1293.373,0.820892
1293.855,0.703239
1294.338,0.773968
1294.82,0.833401
1295.302,0.771416
1295.784,0.715309
1296.266,0.809505
1296.748,1.017342
1297.23,1.10191
1297.712,1.09539
1298.194,1.038445
1298.677,0.937794
1299.159,0.788029
1299.641,0.564259
1300.123,0.348209
1300.605,0.117176
1301.087,0.016483
1301.569,0.42292
1302.051,1.016861
1302.533,0.810566
1303.016,0.0
1500.0,0.0
