WavwNum_Chromite,value_Chromite
590.5943,2.526123
591.0764,2.835876
591.5585,4.295044
592.0406,5.388184
592.5228,5.522888
593.0049,5.209534
593.487,4.995667
593.9691,5.028381
594.4512,5.253113
594.9333,5.864929
595.4155,6.668274
595.8976,6.623779
596.3797,5.436096
596.8618,4.516724
597.3439,5.047058
597.826,6.272949
598.3082,6.265747
598.7903,4.382568
599.2724,2.906494
599.7545,2.884033
600.2366,3.439758
600.7188,3.683594
601.2009,3.550842
601.683,3.41272
602.1651,3.540649
602.6472,3.799011
603.1293,3.661438
603.6115,2.80127
604.0936,2.139832
604.5757,1.775024
605.0578,1.571106
605.5399,1.505554
606.022,1.533508
606.5042,1.541016
606.9863,1.41803
607.4684,1.314636
607.9505,1.637451
608.4326,2.36499
608.9147,2.544678
609.3969,1.694946
609.879,0.661011
610.3611,0.542542
610.8432,1.233276
611.3253,1.346313
611.8074,0.061767999
612.2896,1.245422
612.7717,0.739868
613.2538,0.457458
613.7359,0.389526
614.218,1.441406
614.7001,3.556885
615.1823,4.189941
615.6644,3.2677
616.1465,2.381714
616.6286,1.167725
617.1107,0.534363
617.5928,0.992737
618.075,1.939453
618.5571,2.987244
619.0392,4.010925
619.5213,4.430725
620.0034,3.242371
620.4855,1.270752
620.9677,0.583679
621.4498,1.31012
621.9319,1.777771
622.414,1.091003
622.8961,0.280212
623.3782,1.389893
623.8604,2.242004
624.3425,2.874451
624.8246,3.199829
625.3067,3.384277
625.7888,3.612488
626.2709,3.785828
626.7531,3.52655
627.2352,2.633667
627.7173,1.658569
628.1994,1.687866
628.6815,2.909729
629.1636,4.10144
629.6458,5.450256
630.1279,6.405457
630.61,6.389648
631.0921,5.913574
631.5742,5.942749
632.0563,6.880859
632.5385,7.851135
633.0206,8.226929
633.5027,8.188904
633.9848,8.002563
634.4669,7.719177
634.949,7.574219
635.4312,7.744019
635.9133,8.188232
636.3954,8.709778
636.8775,9.501526
637.3596,10.10822
637.8417,10.37732
638.3239,10.57007
638.806,10.85352
639.2881,11.23077
639.7702,11.66931
640.2523,12.20203
640.7344,12.64691
641.2166,12.55505
641.6987,11.89362
642.1808,11.40698
642.6629,11.35388
643.145,11.31409
643.6271,10.59235
644.1093,9.493286
644.5914,9.258545
645.0735,10.90198
645.5556,12.47791
646.0377,12.88574
646.5198,12.75562
647.002,13.14661
647.4841,14.16455
647.9662,14.84833
648.4483,14.2121
648.9304,12.54962
649.4125,12.0202
649.8947,13.54865
650.3768,14.47632
650.8589,13.50446
651.341,12.47186
651.8231,12.98474
652.3052,14.771
652.7874,16.0321
653.2695,15.49243
653.7516,14.33948
654.2337,13.95569
654.7158,14.23474
655.1979,14.74927
655.6801,15.41455
656.1622,16.06073
656.6443,16.48273
657.1264,16.6626
657.6085,16.95844
658.0906,17.35645
658.5728,17.87189
659.0549,18.80658
659.537,19.68695
660.0191,19.79742
660.5012,19.19751
660.9833,18.85522
661.4655,19.64398
661.9476,21.24731
662.4297,22.82843
662.9118,24.46289
663.3939,25.39508
663.876,24.94586
664.3582,24.22729
664.8403,24.6131
665.3224,26.01093
665.8045,27.50299
666.2866,29.12646
666.7687,30.61908
667.2509,31.74768
667.733,32.66162
668.2151,33.63861
668.6972,34.76129
669.1793,35.85699
669.6614,36.6911
670.1436,37.26343
670.6257,38.1272
671.1078,39.48187
671.5899,40.76508
672.072,41.51996
672.5541,42.18024
673.0363,43.21313
673.5184,44.71747
674.0005,46.45203
674.4826,48.6748
674.9647,50.80762
675.4468,52.19586
675.929,52.94659
676.4111,53.46173
676.8932,53.86761
677.3753,54.12762
677.8574,54.15131
678.3395,53.94299
678.8217,54.66956
679.3038,57.35748
679.7859,59.50226
680.268,60.65479
680.7501,61.26501
681.2322,61.45905
681.7144,61.34741
682.1965,61.28986
682.6786,61.45563
683.1607,61.86536
683.6428,62.82562
684.1249,64.21228
684.6071,64.82965
685.0892,64.1814
685.5713,63.13013
686.0534,62.58417
686.5355,62.55927
687.0176,62.84473
687.4998,64.28021
687.9819,64.93994
688.464,63.61261
688.9461,61.73486
689.4282,60.8139
689.9103,60.96924
690.3925,61.26733
690.8746,61.04999
691.3567,60.44751
691.8388,59.75897
692.3209,58.9903
692.803,58.04669
693.2852,56.82263
693.7673,55.58179
694.2494,54.71252
694.7315,54.16016
695.2136,53.11884
695.6957,51.01489
696.1779,49.07489
696.66,47.86206
697.1421,46.94641
697.6242,45.78955
698.1063,44.37714
698.5884,43.12183
699.0706,42.36285
699.5527,41.94067
700.0348,41.46667
700.5169,40.98535
700.999,40.10577
701.4811,38.49957
701.9633,36.82135
702.4454,35.61749
702.9275,34.79254
703.4096,34.03784
703.8917,33.3269
704.3738,32.659
704.856,31.90381
705.3381,31.25464
705.8202,31.15155
706.3023,31.4679
706.7844,31.36316
707.2665,30.19971
707.7487,28.50806
708.2308,27.95807
708.7129,28.92438
709.195,29.32269
709.6771,28.66022
710.1592,27.70905
710.6414,26.72705
711.1235,25.86328
711.6056,25.51404
712.0877,26.08264
712.5698,26.54437
713.0519,26.13672
713.5341,25.50885
714.0162,25.50964
714.4983,26.05969
714.9804,26.5719
715.4625,26.78796
715.9446,26.7215
716.4268,26.15656
716.9089,24.7807
717.391,24.18573
717.8731,25.01025
718.3552,25.82367
718.8373,25.84656
719.3195,25.51007
719.8016,25.38159
720.2837,25.49994
720.7658,25.78955
721.2479,26.39691
721.73,27.10474
722.2122,27.78296
722.6943,28.32758
723.1764,28.35376
723.6585,27.68402
724.1406,26.90753
724.6227,27.04681
725.1049,28.22601
725.587,28.85583
726.0691,28.50476
726.5512,28.3681
727.0333,28.87494
727.5154,29.66833
727.9976,30.63336
728.4797,31.77289
728.9618,32.54413
729.4439,32.17896
729.926,31.78265
730.4081,32.6676
730.8903,34.32874
731.3724,35.51367
731.8545,35.82715
732.3366,35.58569
732.8187,35.04449
733.3008,34.23035
733.783,33.67291
734.2651,33.37506
734.7472,33.33911
735.2293,33.95819
735.7114,34.52155
736.1935,34.42102
736.6757,33.78912
737.1578,33.29285
737.6399,33.37451
738.122,33.33704
738.6041,32.74023
739.0862,31.71063
739.5684,30.24323
740.0505,28.46588
740.5326,26.99628
741.0147,26.31744
741.4968,26.18689
741.9789,26.04779
742.4611,26.03229
742.9432,25.59668
743.4253,24.48413
743.9074,23.19293
744.3895,21.76581
744.8716,20.42334
745.3538,19.68402
745.8359,19.86639
746.318,19.83356
746.8001,18.78247
747.2822,17.49457
747.7643,16.82184
748.2465,16.65106
748.7286,16.34497
749.2107,15.61603
749.6928,14.82166
750.1749,14.64203
750.657,15.14185
751.1392,14.755
751.6213,12.96698
752.1034,11.47522
752.5855,11.21094
753.0676,11.40332
753.5497,11.11676
754.0319,10.32422
754.514,9.516113
754.9961,8.846191
755.4782,8.147583
755.9603,7.111145
756.4424,6.071289
756.9246,5.592651
757.4067,5.741089
757.8888,6.071289
758.3709,6.26532
758.853,6.264709
759.3351,5.679932
759.8173,4.362976
760.2994,3.878235
760.7815,5.111389
761.2636,6.264771
761.7457,5.609253
762.2278,3.528687
762.71,1.965698
763.1921,1.230652
763.6742,0.608276
764.1563,0.221069
764.6384,0.860046
765.1205,0.877686
765.6027,0.423889
766.0848,0.029114
766.5669,0.258118
767.049,0.486328
767.5311,1.324036
768.0132,2.506165
768.4954,2.276001
768.9775,0.33075
769.4596,1.295288
769.9417,1.529419
770.4238,1.055725
770.9059,1.106689
771.3881,1.956482
771.8702,2.211914
772.3523,1.23468
772.8344,0.451233
773.3165,0.572571
773.7986,1.016724
774.2808,1.08313
774.7629,0.705627
775.245,0.354553
775.7271,0.338257
776.2092,0.528625
776.6913,0.902771
777.1735,1.344238
777.6556,1.269958
778.1377,0.528809
778.6198,0.284424
779.1019,0.660583
779.584,0.680542
780.0662,0.778931
780.5483,1.194946
781.0304,1.22467
781.5125,0.383118
781.9946,0.399231
782.4767,0.565125
782.9589,0.37793
783.441,0.424744
783.9231,0.940735
784.4052,1.221191
784.8873,0.473816
785.3694,0.496155
785.8516,0.572021
786.3337,0.049561001
786.8158,0.455627
787.2979,0.282837
787.78,0.041565001
788.2621,0.089844003
788.7443,0.650085
789.2264,0.894287
789.7085,0.823669
790.1906,0.404236
790.6727,0.700317
791.1548,1.847473
791.637,2.303223
792.1191,2.174011
792.6012,2.200439
793.0833,2.60437
793.5654,3.03418
794.0475,3.517639
794.5297,3.848022
795.0118,3.72644
795.4939,3.2323
795.976,2.737549
796.4581,2.459412
796.9402,2.18219
797.4224,1.414795
797.9045,0.287781
798.3866,0.250854
798.8687,0.090392999
799.3508,0.4021
799.8329,1.169617
800.3151,1.96228
800.7972,2.312744
801.2793,2.144165
801.7614,1.826294
802.2435,1.059326
802.7256,0.527161
803.2078,0.606506
803.6899,0.907959
804.172,0.894409
804.6541,0.613586
805.1362,0.768372
805.6183,2.198059
806.1005,3.695618
806.5826,3.867554
807.0647,3.176086
807.5468,2.553528
808.0289,2.192993
808.511,2.130066
808.9932,2.427307
809.4753,2.909729
809.9574,3.118591
810.4395,3.029663
810.9216,2.742432
811.4037,2.079529
811.8859,1.521973
812.368,1.392578
812.8501,1.475708
813.3322,1.326233
813.8143,0.794861
814.2964,1.01123
814.7786,3.196655
815.2607,5.172729
815.7428,5.441528
816.2249,4.81134
816.707,4.431091
817.1891,4.52771
817.6713,4.693359
818.1534,4.614014
818.6355,4.41864
819.1176,4.310181
819.5997,4.297241
820.0818,4.513611
820.564,5.009094
821.0461,5.463928
821.5282,5.621033
822.0103,5.603149
822.4924,5.831787
822.9745,6.841553
823.4567,6.987488
823.9388,5.036987
824.4209,3.612549
824.903,4.194946
825.3851,5.550842
825.8672,6.02063
826.3494,5.383118
826.8315,4.825134
827.3136,5.09668
827.7957,5.421814
828.2778,4.953125
828.7599,4.119507
829.2421,3.769226
829.7242,4.071106
830.2063,4.601868
830.6884,4.979858
831.1705,5.221252
831.6526,5.559265
832.1348,6.031067
832.6169,6.027649
833.099,5.306091
833.5811,4.575867
834.0632,4.130981
834.5453,4.015198
835.0275,4.450928
835.5096,5.878601
835.9917,6.666382
836.4738,6.334656
836.9559,5.85144
837.438,5.459595
837.9202,5.186279
838.4023,5.066162
838.8844,5.078857
839.3665,5.151245
839.8486,5.363098
840.3307,5.443054
840.8129,4.806885
841.295,3.934998
841.7771,4.039368
842.2592,5.123291
842.7413,5.895813
843.2234,5.453796
843.7056,4.448242
844.1877,4.387512
844.6698,5.389343
845.1519,5.727051
845.634,5.079895
846.1161,4.509827
846.5983,4.518433
847.0804,4.761475
847.5625,4.746338
848.0446,4.474548
848.5267,4.222717
849.0089,3.729919
849.491,3.509521
849.9731,4.03595
850.4552,4.636658
850.9373,4.647705
851.4194,4.173828
851.9016,3.729431
852.3837,3.500305
852.8658,3.490845
853.3479,3.91272
853.83,4.461548
854.3121,4.450439
854.7943,3.992859
855.2764,3.910828
855.7585,4.554688
856.2406,5.267395
856.7227,5.155396
857.2048,4.343262
857.687,4.316223
858.1691,5.321045
858.6512,6.097412
859.1333,6.334106
859.6154,6.244507
860.0975,5.881287
860.5797,5.314575
861.0618,4.993225
861.5439,5.22821
862.026,5.194397
862.5081,4.294861
862.9902,3.614624
863.4724,4.208679
863.9545,5.30188
864.4366,5.44928
864.9187,4.331238
865.4008,3.354309
865.8829,3.730957
866.3651,4.530701
866.8472,4.673157
867.3293,4.312012
867.8114,3.741821
868.2935,3.091797
868.7756,2.726318
869.2578,2.965637
869.7399,3.535767
870.222,3.754028
870.7041,3.602112
871.1862,3.399536
871.6683,3.120728
872.1505,2.978027
872.6326,3.076599
873.1147,3.344177
873.5968,3.662231
874.0789,4.030823
874.561,4.446228
875.0432,5.218811
875.5253,5.62323
876.0074,5.208069
876.4895,4.594666
876.9716,4.27417
877.4537,4.231445
877.9359,4.238037
878.418,4.275208
878.9001,4.211426
879.3822,3.976685
879.8643,3.591797
880.3464,2.970825
880.8286,2.306396
881.3107,1.721985
881.7928,1.229431
882.2749,1.184875
882.757,2.203308
883.2391,3.867432
883.7213,4.931396
884.2034,5.441895
884.6855,5.599854
885.1676,5.523987
885.6497,5.16803
886.1318,4.263306
886.614,3.174561
887.0961,2.947266
887.5782,4.233459
888.0603,4.691772
888.5424,3.55896
889.0245,2.621216
889.5067,2.824158
889.9888,3.458008
890.4709,3.561035
890.953,3.102295
891.4351,3.0849
891.9172,4.149048
892.3994,5.151917
892.8815,5.801147
893.3636,6.042603
893.8457,5.83728
894.3278,5.188599
894.8099,3.904175
895.2921,1.780029
895.7742,0.070800997
896.2563,0.434631
896.7384,1.765747
897.2205,2.22229
897.7026,1.871826
898.1848,1.230591
898.6669,0.487976
899.149,0.001587
899.6311,0.168274
900.1132,0.777649
900.5953,0.965271
901.0775,0.693237
901.5596,0.382019
902.0417,0.0099489996
902.5238,0.087219
903.0059,0.555542
903.488,1.486572
