WavwNum_Chromite,value_Chromite
903.9702,1.767822
904.4523,1.131714
904.9344,0.907166
905.4165,1.545898
905.8986,2.008423
906.3807,1.968262
906.8629,1.732788
907.345,1.50769
907.8271,1.323425
908.3092,1.218628
908.7913,1.181763
909.2734,1.268677
909.7556,1.655945
910.2377,2.047913
910.7198,2.078247
911.2019,1.937988
911.684,2.122192
912.1661,2.733276
912.6483,3.220337
913.1304,3.070251
913.6125,2.563782
914.0946,2.035156
914.5767,1.545532
915.0588,1.347656
915.541,1.456299
916.0231,1.568298
916.5052,1.482178
916.9873,1.351501
917.4694,1.561523
917.9515,2.120972
918.4337,2.110596
918.9158,1.315491
919.3979,1.000793
919.88,1.810852
920.3621,2.853882
920.8442,3.241882
921.3264,2.979675
921.8085,2.551758
922.2906,1.801208
922.7727,1.108643
923.2548,0.260071
923.7369,0.272461
924.2191,0.088440001
924.7012,0.473145
925.1833,0.944824
925.6654,1.274414
926.1475,1.48645
926.6296,1.589844
927.1118,1.579102
927.5939,1.437927
928.076,1.192017
928.5581,0.701843
929.0402,0.126953
929.5223,0.0079960003
930.0045,0.655823
930.4866,1.335266
930.9687,1.085022
931.4508,0.49585
931.9329,0.710327
932.415,1.49469
932.8972,1.933533
933.3793,1.796875
933.8614,1.614685
934.3435,1.880371
934.8256,2.335571
935.3077,2.236328
935.7899,1.636902
936.272,1.513672
936.7541,2.050354
937.2362,2.018799
937.7183,0.634888
938.2004,1.046875
938.6826,1.363525
939.1647,0.272827
939.6468,0.2323
940.1289,0.252625
940.611,0.292603
941.0931,1.009094
941.5753,1.992798
942.0574,0.929749
942.5395,1.229187
943.0216,1.795593
943.5037,0.033080999
943.9858,1.089417
944.468,1.065979
944.9501,0.697327
945.4322,0.165833
945.9143,0.901245
946.3964,0.709167
946.8785,0.243958
947.3607,0.920044
947.8428,0.78656
948.3249,0.721313
948.807,1.457581
949.2891,2.255859
949.7712,2.21582
950.2534,1.735901
950.7355,1.7453
951.2176,2.447571
951.6997,3.246704
952.1818,3.819275
952.6639,4.052856
953.1461,3.504456
953.6282,2.55603
954.1103,2.174255
954.5924,2.408508
955.0745,2.797424
955.5566,3.121521
956.0388,3.311646
956.5209,3.234131
957.003,2.947815
957.4851,2.764099
957.9672,2.683899
958.4493,2.51886
958.9315,2.188354
959.4136,2.118958
959.8957,2.726257
960.3778,3.592102
960.8599,3.532349
961.342,2.221985
961.8242,1.69104
962.3063,2.350037
962.7884,2.791809
963.2705,2.313293
963.7526,1.646606
964.2347,1.516846
964.7169,1.871155
965.199,2.318237
965.6811,2.762085
966.1632,3.453308
966.6453,5.184875
967.1274,6.255371
967.6096,5.406616
968.0917,3.817444
968.5738,2.967224
969.0559,2.937256
969.538,2.920715
970.0201,2.248535
970.5023,2.185669
970.9844,4.106201
971.4665,5.970886
971.9486,5.949707
972.4307,4.639587
972.9128,3.435608
973.395,2.710693
973.8771,2.059387
974.3592,0.940491
974.8413,0.082947001
975.3234,0.50885
975.8055,1.397461
976.2877,1.429138
976.7698,0.671692
977.2519,0.047667999
977.734,0.0084840003
978.2161,0.271484
978.6982,0.093933001
979.1804,0.011902
979.6625,0.343628
980.1446,0.960693
980.6267,1.334961
981.1088,1.399902
981.5909,1.758911
982.0731,2.955139
982.5552,4.227478
983.0373,3.949524
983.5194,2.381775
984.0015,1.4646
984.4836,1.252747
984.9658,1.068787
985.4479,0.692383
985.93,0.371826
986.4121,0.367371
986.8942,0.545227
987.3763,0.347229
987.8585,0.356567
988.3406,0.399109
988.8227,0.487671
989.3048,1.283203
989.7869,1.509827
990.269,1.600464
990.7512,2.176025
991.2333,1.95343
991.7154,3.221191
992.1975,1.757996
992.6796,0.83728
993.1617,0.812744
993.6439,1.044861
994.126,1.359314
994.6081,1.693115
995.0902,1.995483
995.5723,2.268799
996.0544,2.219971
996.5366,1.608643
997.0187,1.244507
997.5008,1.327759
997.9829,1.470459
998.465,1.538635
998.9471,1.56427
999.4293,1.524841
999.9114,1.411743
1000.393,1.14386
1000.876,0.587646
1001.358,0.326416
1001.84,0.673767
1002.322,1.098633
1002.804,1.125977
1003.286,0.832153
1003.768,0.459656
1004.25,0.127075
1004.733,0.083618
1005.215,0.741211
1005.697,1.304749
1006.179,0.906128
1006.661,0.241516
1007.143,0.392761
1007.625,1.157104
1008.107,1.38208
1008.589,0.53125
1009.072,0.128784
1009.554,0.963745
1010.036,2.403625
1010.518,2.279297
1011.0,1.283325
1011.482,0.859131
1011.964,1.170959
1012.446,1.604065
1012.929,1.837402
1013.411,1.91156
1013.893,1.789429
1014.375,1.590149
1014.857,1.643372
1015.339,1.839844
1015.821,1.685303
1016.303,1.130798
1016.785,0.728455
1017.268,0.874023
1017.75,1.272339
1018.232,1.579712
1018.714,1.715942
1019.196,1.108948
1019.678,0.119202
1020.16,0.764252
1020.642,0.501709
1021.125,0.133972
1021.607,0.77005
1022.089,1.287628
1022.571,1.359985
1023.053,1.010406
1023.535,0.647583
1024.017,0.274231
1024.499,0.211853
1024.981,0.600159
1025.464,1.037903
1025.946,1.144165
1026.428,1.052185
1026.91,1.233398
1027.392,1.749451
1027.874,1.848022
1028.356,1.342377
1028.838,1.267853
1029.321,2.12204
1029.803,3.11853
1030.285,3.524506
1030.767,3.405121
1031.249,2.980164
1031.731,2.014252
1032.213,1.688538
1032.695,2.354858
1033.177,2.800232
1033.66,2.428497
1034.142,1.884155
1034.624,1.85202
1035.106,2.23407
1035.588,2.488129
1036.07,2.608582
1036.552,2.593719
1037.034,2.219727
1037.516,2.04895
1037.999,2.412994
1038.481,2.931427
1038.963,3.27774
1039.445,3.4375
1039.927,3.269623
1040.409,2.384521
1040.891,1.860138
1041.373,2.05304
1041.855,2.159454
1042.338,1.540771
1042.82,0.958069
1043.302,1.456207
1043.784,2.828339
1044.266,3.463043
1044.748,2.994415
1045.23,2.328949
1045.712,1.043884
1046.195,0.099854
1046.677,0.01651
1047.159,0.380768
1047.641,0.961029
1048.123,1.653046
1048.605,1.922363
1049.087,1.302216
1049.569,0.990417
1050.052,1.501495
1050.534,1.934357
1051.016,1.776001
1051.498,1.401611
1051.98,1.226379
1052.462,1.245636
1052.944,1.238342
1053.426,1.11319
1053.908,1.058685
1054.391,1.082245
1054.873,1.22525
1055.355,1.564209
1055.837,1.993622
1056.319,2.534729
1056.801,3.082947
1057.283,3.163025
1057.765,2.335938
1058.248,1.821625
1058.73,2.333069
1059.212,2.892548
1059.694,2.85495
1060.176,2.613525
1060.658,2.712463
1061.14,3.091492
1061.622,3.256409
1062.104,3.003265
1062.587,2.664063
1063.069,2.138275
1063.551,1.868774
1064.033,2.263763
1064.515,2.942169
1064.997,3.687897
1065.479,4.305725
1065.961,4.200867
1066.443,2.854462
1066.926,2.025238
1067.408,3.013153
1067.89,4.07608
1068.372,4.124268
1068.854,3.720367
1069.336,3.468475
1069.818,3.418488
1070.3,3.404175
1070.782,3.371643
1071.265,3.408173
1071.747,3.773773
1072.229,3.958466
1072.711,3.365051
1073.193,2.650024
1073.675,2.64328
1074.157,3.153625
1074.639,3.427856
1075.122,3.236115
1075.604,2.995331
1076.086,3.040161
1076.568,2.921539
1077.05,2.143494
1077.532,1.251526
1078.014,0.776215
1078.496,0.712097
1078.979,0.787537
1079.461,0.915436
1079.943,1.170105
1080.425,1.698669
1080.907,2.222198
1081.389,2.812958
1081.871,3.128387
1082.353,2.600739
1082.835,1.616119
1083.318,1.00174
1083.8,0.943115
1084.282,1.030792
1084.764,1.189484
1085.246,1.325867
1085.728,1.392212
1086.21,1.418457
1086.692,1.207336
1087.175,1.069031
1087.657,1.746002
1088.139,3.276459
1088.621,4.322327
1089.103,4.039795
1089.585,3.602325
1090.067,3.605591
1090.549,3.550049
1091.031,2.558929
1091.514,1.509827
1091.996,2.123047
1092.478,4.317505
1092.96,5.6492
1093.442,4.824829
1093.924,3.920319
1094.406,3.814758
1094.888,3.759613
1095.37,3.181335
1095.853,2.420166
1096.335,1.858154
1096.817,1.561249
1097.299,1.568115
1097.781,1.973969
1098.263,2.478668
1098.745,3.476898
1099.227,3.983002
1099.709,2.977692
1100.192,1.602997
1100.674,1.00119
1101.156,1.128174
1101.638,1.560364
1102.12,2.423584
1102.602,2.780426
1103.084,1.848633
1103.566,1.06897
1104.049,1.242584
1104.531,1.580414
1105.013,1.342712
1105.495,0.732147
1105.977,0.285309
1106.459,0.043517999
1106.941,0.093474999
1107.423,0.665436
1107.906,1.230438
1108.388,1.856476
1108.87,2.225159
1109.352,1.879822
1109.834,1.250641
1110.316,1.188782
1110.798,1.787018
1111.28,1.919525
1111.762,0.958069
1112.245,0.353912
1112.727,0.639832
1113.209,0.914917
1113.691,0.641327
1114.173,0.181091
1114.655,0.043701001
1115.137,0.193298
1115.619,0.110382
1116.102,0.442261
1116.584,0.812683
1117.066,0.839691
1117.548,0.932343
1118.03,1.452393
1118.512,1.860291
1118.994,1.553589
1119.476,0.720703
1119.958,0.126953
1120.441,0.118378
1120.923,0.49826
1121.405,1.197357
1121.887,1.608246
1122.369,1.452087
1122.851,1.203278
1123.333,1.22879
1123.815,1.389343
1124.297,1.380432
1124.78,1.198761
1125.262,0.839935
1125.744,0.089782998
1126.226,0.111511
1126.708,1.451263
1127.19,2.35556
1127.672,1.693604
1128.154,0.49588
1128.636,0.306213
1129.119,0.968079
1129.601,1.141052
1130.083,0.763733
1130.565,0.554779
1131.047,0.597198
1131.529,0.686523
1132.011,0.743927
1132.493,0.773254
1132.976,0.748505
1133.458,0.763031
1133.94,1.156952
1134.422,1.88974
1134.904,2.487091
1135.386,2.919647
1135.868,3.024811
1136.35,2.763397
1136.833,2.280487
1137.315,1.630432
1137.797,1.130402
1138.279,1.53714
1138.761,2.492523
1139.243,2.667572
1139.725,2.241669
1140.207,1.966614
1140.689,1.972595
1141.172,2.164703
1141.654,2.494293
1142.136,2.784149
1142.618,2.651337
1143.1,2.572876
1143.582,3.965942
1144.064,3.345581
1144.546,5.298218
1145.029,3.137817
1145.511,1.648529
1145.993,1.525635
1146.475,2.085388
1146.957,3.150909
1147.439,3.960815
1147.921,3.494019
1148.403,2.571838
1148.885,2.123779
1149.368,1.999786
1149.85,1.844727
1150.332,1.619049
1150.814,1.469269
1151.296,1.472015
1151.778,1.477539
1152.26,1.315369
1152.742,1.22522
1153.224,1.424377
1153.707,1.737183
1154.189,2.073334
1154.671,2.335724
1155.153,2.285706
1155.635,1.870483
1156.117,1.682617
1156.599,1.942749
1157.081,2.410797
1157.563,3.376343
1158.046,4.128906
1158.528,4.130585
1159.01,3.716187
1159.492,3.116333
1159.974,2.456726
1160.456,2.52475
1160.938,4.266998
1161.42,5.013306
1161.903,3.855896
1162.385,2.838318
1162.867,2.610443
1163.349,2.589417
1163.831,2.25177
1164.313,1.830811
1164.795,1.949921
1165.277,2.713715
1165.76,3.101105
1166.242,2.953491
1166.724,2.962769
1167.206,3.292603
1167.688,3.608002
1168.17,3.735535
1168.652,3.786743
1169.134,3.906342
1169.616,4.071075
1170.099,4.191193
1170.581,4.271698
1171.063,4.043823
1171.545,3.484009
1172.027,3.295624
1172.509,3.704742
1172.991,4.755035
1173.473,6.621185
1173.956,8.386749
1174.438,8.36853
1174.92,7.044922
1175.402,5.514313
1175.884,4.008972
1176.366,3.62973
1176.848,4.333649
1177.33,4.869019
1177.813,4.673065
1178.295,4.277557
1178.777,4.144165
1179.259,4.105804
1179.741,3.990265
1180.223,3.821381
1180.705,3.546021
1181.187,3.273773
1181.669,3.304779
1182.151,3.612885
1182.634,3.739105
1183.116,3.387512
1183.598,3.163055
1184.08,3.677185
1184.562,4.150452
1185.044,3.937378
1185.526,3.564484
1186.008,3.405151
1186.49,3.461792
1186.973,3.791962
1187.455,4.447632
1187.937,5.169525
1188.419,6.290009
1188.901,6.915222
1189.383,6.529022
1189.865,5.981781
1190.347,5.795654
1190.83,5.602417
1191.312,4.816986
1191.794,3.666718
1192.276,3.299866
1192.758,4.004608
1193.24,4.517853
1193.722,4.822876
1194.204,5.031403
1194.687,5.103851
1195.169,5.072052
1195.651,5.002106
1196.133,4.977783
1196.615,5.003601
1197.097,5.410126
1197.579,4.976135
1198.061,4.994568
1198.543,4.907837
1199.026,4.342804
1199.508,4.51886
1199.99,3.810638
1200.472,3.145874
1200.954,3.287933
1201.436,3.020844
1201.918,3.696503
1202.4,3.484772
1202.883,3.944183
1203.365,4.795441
1203.847,5.336884
1204.329,5.564362
1204.811,6.020111
1205.293,6.866364
1205.775,7.212341
1206.257,6.152771
1206.74,4.785919
1207.222,3.450897
1207.704,2.610504
1208.186,3.148102
1208.668,4.188538
1209.15,4.414001
1209.632,3.831909
1210.114,3.278015
1210.596,2.834229
1211.078,2.769775
1211.561,3.552277
1212.043,4.140778
1212.525,4.138855
1213.007,3.920074
1213.489,3.587128
1213.971,3.289001
1214.453,3.293335
1214.935,3.573547
1215.417,3.694397
1215.9,3.436371
1216.382,4.036163
1216.864,5.976105
1217.346,6.805542
1217.828,5.60141
1218.31,3.858612
1218.792,2.599548
1219.274,1.934967
1219.757,2.347321
1220.239,3.468567
1220.721,3.355743
1221.203,2.283478
1221.685,1.502991
1222.167,1.190063
1222.649,1.356964
1223.131,1.946259
1223.614,2.360504
1224.096,2.026123
1224.578,1.631073
1225.06,1.975372
1225.542,2.632507
1226.024,3.330292
1226.506,3.835236
1226.988,3.591003
1227.47,2.89386
1227.953,2.906769
1228.435,4.030121
1228.917,4.297729
1229.399,1.839539
1229.881,0.031280998
1230.363,0.339752
1230.845,1.183594
1231.327,2.046051
1231.81,2.629639
1232.292,2.369019
1232.774,1.563141
1233.256,1.431549
1233.738,2.194397
1234.22,2.723206
1234.702,3.116882
1235.184,2.837555
1235.667,1.534576
1236.149,0.580475
1236.631,0.749664
1237.113,1.308716
1237.595,1.377777
1238.077,1.159424
1238.559,1.302216
1239.041,1.710052
1239.523,1.933685
1240.005,1.940491
1240.488,1.610657
1240.97,0.993408
1241.452,0.510895
1241.934,0.370117
1242.416,0.181335
1242.898,0.73291
1243.38,1.508087
1243.862,1.069031
1244.344,0.201172
1244.827,0.351776
1245.309,0.592957
1245.791,0.492615
1246.273,0.198639
1246.755,0.360687
1247.237,1.351166
1247.719,2.0737
1248.201,2.245239
1248.684,2.171539
1249.166,1.757782
1249.648,1.336731
1250.13,1.161835
1250.612,1.008148
1251.094,0.469574
1251.576,0.313202
1252.058,0.312561
1252.541,0.674194
1253.023,0.847229
1253.505,0.060486
1253.987,0.332214
1254.469,0.0039059999
1254.951,0.566315
1255.433,1.059845
1255.915,1.58847
1256.397,2.381378
1256.88,3.127289
1257.362,3.074738
1257.844,2.562927
1258.326,2.277008
1258.808,2.264343
1259.29,2.459595
1259.772,2.79837
1260.254,3.126404
1260.737,3.394073
1261.219,3.37674
1261.701,2.519379
1262.183,2.048859
1262.665,3.06189
1263.147,4.17807
1263.629,4.132141
1264.111,3.680573
1264.594,3.765228
1265.076,4.727081
1265.558,5.05127
1266.04,4.091309
1266.522,3.394684
1267.004,2.965912
1267.486,2.849854
1267.968,3.128113
1268.45,3.282623
1268.932,2.797333
1269.415,2.518585
1269.897,2.295105
1270.379,2.253418
1270.861,1.628387
1271.343,1.883453
1271.825,0.88446
1272.307,1.725403
1272.789,1.94397
1273.271,1.466919
1273.754,1.025635
1274.236,0.897705
1274.718,0.933838
1275.2,0.966339
1275.682,1.234955
1276.164,2.23111
1276.646,3.054657
1277.128,2.814026
1277.611,2.263977
1278.093,2.393585
1278.575,2.946472
1279.057,2.945953
1279.539,2.369629
1280.021,1.593933
1280.503,0.075745001
1280.985,0.159821
1281.468,1.714447
1281.95,3.006378
1282.432,2.616333
1282.914,1.909973
1283.396,1.856812
1283.878,2.261475
1284.36,1.741699
1284.842,0.653198
1285.324,0.0
1500.0,0.0
