WavwNum_Spinel,value_Spinel
824.2066,1.874573
824.6887,0.869385
825.1708,0.025420999
825.653,0.219208
826.1351,0.983124
826.6172,1.272552
827.0993,0.274017
827.5814,0.593262
828.0635,1.186493
828.5457,1.420746
829.0278,0.919495
829.5099,0.523621
829.992,1.283966
830.4741,0.793579
830.9562,0.208954
831.4384,0.475708
831.9205,0.219879
832.4026,0.045959
832.8847,0.253082
833.3668,0.472015
833.8489,0.553833
834.3311,0.521088
834.8132,0.367645
835.2953,0.119873
835.7774,0.260895
836.2595,0.142914
836.7416,0.752136
837.2238,1.118408
837.7059,1.223724
838.188,0.707153
838.6701,0.748749
839.1522,2.091309
839.6343,2.097961
840.1165,1.368286
840.5986,0.736938
841.0807,0.460632
841.5628,0.269928
842.0449,0.214142
842.527,0.1586
843.0092,0.112335
843.4913,0.704376
843.9734,0.812134
844.4555,0.269592
844.9376,0.362244
845.4197,0.275055
845.9019,0.200714
846.384,0.342438
846.8661,0.01236
847.3482,0.558533
847.8303,1.49588
848.3124,2.325928
848.7946,2.535065
849.2767,1.73465
849.7588,1.300476
850.2409,1.380035
850.723,1.547241
851.2051,1.355103
851.6873,0.46051
852.1694,1.398041
852.6515,1.93161
853.1336,2.082397
853.6157,0.70993
854.0978,1.301544
854.58,1.103973
855.0621,0.873535
855.5442,1.739105
856.0263,0.583862
856.5084,1.434479
856.9905,1.483765
857.4727,1.900024
857.9548,1.525269
858.4369,1.391968
858.919,2.056122
859.4011,2.277985
859.8832,1.809998
860.3654,2.246918
860.8475,1.065063
861.3296,1.305267
861.8117,2.155792
862.2938,1.722931
862.7759,2.173126
863.2581,2.285004
863.7402,0.875549
864.2223,2.131134
864.7044,2.238953
865.1865,1.161987
865.6686,2.314178
866.1508,1.388885
866.6329,1.785095
867.115,2.252838
867.5971,2.216003
868.0792,2.012146
868.5613,1.764099
869.0435,1.500427
869.5256,1.305511
870.0077,1.024078
870.4898,1.145264
870.9719,2.013214
871.454,3.086731
871.9362,2.988953
872.4183,1.881714
872.9004,1.026001
873.3825,0.854126
873.8646,0.97934
874.3467,1.046021
874.8289,1.162567
875.311,1.493378
875.7931,2.670532
876.2752,3.235931
876.7573,2.787018
877.2394,1.970825
877.7216,1.501648
878.2037,1.399475
878.6858,1.465729
879.1679,1.705139
879.65,1.986267
880.1321,1.942688
880.6143,1.921936
881.0964,2.69632
881.5785,4.778168
882.0606,5.90152
882.5427,4.115692
883.0248,2.030334
883.507,1.476379
883.9891,2.713959
884.4712,3.805756
884.9533,4.785797
885.4354,5.309082
885.9175,5.023529
886.3997,4.142426
886.8818,2.799683
887.3639,1.115692
887.846,0.030579001
888.3281,0.449799
888.8102,1.325348
889.2924,1.194977
889.7745,2.230804
890.2566,2.861542
890.7387,3.059662
891.2208,1.693085
891.7029,2.280762
892.1851,2.076294
892.6672,1.836761
893.1493,2.71701
893.6314,1.577698
894.1135,2.421936
894.5956,2.42804
895.0778,2.776855
895.5599,2.325928
896.042,2.149689
896.5241,2.821198
897.0062,3.050659
897.4883,2.587006
897.9705,3.029449
898.4526,1.849213
898.9347,2.088348
899.4168,2.936737
899.8989,2.507965
900.381,2.962006
900.8632,3.06366
901.3453,1.600708
901.8274,2.783112
902.3095,2.851135
902.7916,1.770142
903.2737,2.918518
903.7559,1.967957
904.238,1.749847
904.7201,2.112396
905.2022,1.912903
905.6843,2.630463
906.1664,2.465088
906.6486,2.217743
907.1307,2.312073
907.6128,1.43042
908.0949,2.355255
908.577,2.043793
909.0591,2.341553
909.5413,2.390503
910.0234,2.622467
910.5055,2.982971
910.9876,3.239532
911.4697,3.377594
911.9518,3.732574
912.434,4.361511
912.9161,4.604248
913.3982,4.48877
913.8803,2.862823
914.3624,3.227478
914.8445,2.824036
915.3267,2.409058
915.8088,3.108002
916.2909,1.806244
916.773,2.528137
917.2551,2.470459
917.7372,2.795807
918.2194,2.349701
918.7015,2.162415
919.1836,2.787842
919.6657,2.997009
920.1478,2.533752
920.6299,2.998322
921.1121,1.865784
921.5942,0.356506
922.0763,0.341797
922.5584,0.735168
923.0405,1.542236
923.5226,2.656372
924.0048,4.103638
924.4869,5.149933
924.969,4.833588
925.4511,4.022461
925.9332,3.69693
926.4153,3.895203
926.8975,4.068298
927.3796,3.973083
927.8617,3.944519
928.3438,4.209381
928.8259,4.63208
929.308,4.407288
929.7902,3.542999
930.2723,2.731506
930.7544,2.371307
931.2365,2.121887
931.7186,1.516449
932.2007,0.74472
932.6829,0.198242
933.165,0.277435
933.6471,0.073761001
934.1292,1.346344
934.6113,3.012756
935.0934,3.473816
935.5756,2.747314
936.0577,1.869263
936.5398,0.929108
937.0219,0.271973
937.504,0.51828
937.9861,1.1091
938.4683,1.422028
938.9504,1.341827
939.4325,1.038605
939.9146,0.324646
940.3967,0.316437
940.8788,0.673767
941.361,0.743958
941.8431,0.388153
942.3252,0.373962
942.8073,0.939545
943.2894,0.67749
943.7715,0.254913
944.2537,0.412842
944.7358,0.94165
945.2179,1.062134
945.7,0.231903
946.1821,0.5065
946.6642,1.067871
947.1464,1.395111
947.6285,1.215057
948.1106,0.612244
948.5927,0.174194
949.0748,0.109192
949.5569,0.027892999
950.0391,0.552673
950.5212,1.266022
951.0033,1.685913
951.4854,1.601776
951.9675,1.546234
952.4496,1.330414
952.9318,1.230896
953.4139,1.544952
953.896,2.222015
954.3781,3.080811
954.8602,4.076813
955.3423,4.781555
955.8245,5.034424
956.3066,4.782471
956.7887,3.650146
957.2708,1.827789
957.7529,0.773346
958.235,0.804077
958.7172,0.949341
959.1993,0.942993
959.6814,0.905579
960.1635,1.204803
960.6456,1.680084
961.1277,1.792023
961.6099,1.131866
962.092,0.520569
962.5741,0.400787
963.0562,0.592346
963.5383,0.923096
964.0204,1.510223
964.5026,1.805054
964.9847,1.717407
965.4668,1.63385
965.9489,2.080231
966.431,2.750092
966.9131,2.996521
967.3953,2.709015
967.8774,2.416504
968.3595,2.182404
968.8416,2.202271
969.3237,2.507507
969.8058,3.13446
970.288,4.515594
970.7701,6.796204
971.2522,8.546051
971.7343,9.388916
972.2164,9.305878
972.6985,7.501465
973.1807,4.893646
973.6628,3.283569
974.1449,3.618958
974.627,4.273712
975.1091,4.878082
975.5912,5.724884
976.0734,7.623169
976.5555,10.63983
977.0376,10.61926
977.5197,7.217407
978.0018,3.71994
978.4839,2.657257
978.9661,2.913849
979.4482,3.729156
979.9303,4.988403
980.4124,5.75708
980.8945,5.875122
981.3766,5.528473
981.8588,4.615509
982.3409,3.384033
982.823,2.362518
983.3051,1.604309
983.7872,1.520782
984.2693,2.579834
984.7515,3.725159
985.2336,4.314514
985.7157,4.508575
986.1978,4.470795
986.6799,4.02948
987.162,3.812897
987.6442,3.832855
988.1263,4.037292
988.6084,4.529419
989.0905,5.130005
989.5726,5.357971
990.0547,5.219238
990.5369,5.012817
991.019,4.851746
991.5011,4.715027
991.9832,4.549561
992.4653,4.378082
992.9474,4.474243
993.4296,4.923309
993.9117,4.695953
994.3938,3.217255
994.8759,1.533081
995.358,0.770111
995.8401,0.879425
996.3223,1.89447
996.8044,4.732483
997.2865,6.426636
997.7686,6.207275
998.2507,5.18988
998.7328,3.948273
999.215,2.541595
999.6971,2.089172
1000.179,2.577728
1000.661,2.880432
1001.143,1.479126
1001.626,0.241272
1002.108,1.120392
1002.59,3.599243
1003.072,4.877625
1003.554,4.46225
1004.036,3.472839
1004.518,1.817505
1005.0,0.321167
1005.482,0.99353
1005.965,2.975372
1006.447,3.772644
1006.929,2.495331
1007.411,1.162964
1007.893,0.86792
1008.375,0.793091
1008.857,0.115814
1009.339,1.315887
1009.822,0.95578
1010.304,1.363983
1010.786,3.548065
1011.268,4.136108
1011.75,3.900635
1012.232,3.634552
1012.714,3.354126
1013.196,3.089294
1013.678,2.664764
1014.161,2.561401
1014.643,3.051788
1015.125,3.624146
1015.607,3.378265
1016.089,2.49292
1016.571,2.132751
1017.053,2.519531
1017.535,2.90094
1018.018,2.60788
1018.5,2.156677
1018.982,1.899597
1019.464,1.865448
1019.946,2.154633
1020.428,2.868408
1020.91,3.579224
1021.392,4.201843
1021.874,4.605957
1022.357,4.590027
1022.839,4.130341
1023.321,3.133911
1023.803,0.341003
1024.285,1.193176
1024.767,0.284546
1025.249,2.460663
1025.731,3.144745
1026.214,2.331055
1026.696,1.336395
1027.178,0.201935
1027.66,0.365021
1028.142,0.70282
1028.624,2.162689
1029.106,2.920044
1029.588,3.007141
1030.07,3.235931
1030.553,3.929779
1031.035,4.123535
1031.517,3.44632
1031.999,2.38797
1032.481,1.606354
1032.963,1.160492
1033.445,1.316223
1033.927,2.381927
1034.41,3.12854
1034.892,2.563171
1035.374,1.852142
1035.856,1.854675
1036.338,2.585907
1036.82,2.857819
1037.302,2.652527
1037.784,2.678589
1038.266,4.07489
1038.749,5.318451
1039.231,4.25415
1039.713,1.875336
1040.195,0.623627
1040.677,1.758453
1041.159,2.590973
1041.641,2.90564
1042.123,2.866333
1042.605,2.38678
1043.088,1.739807
1043.57,1.981842
1044.052,3.218781
1044.534,3.949554
1045.016,2.679169
1045.498,1.394165
1045.98,1.218384
1046.462,1.890106
1046.945,2.252563
1047.427,2.307251
1047.909,2.063446
1048.391,1.313416
1048.873,0.78952
1049.355,1.673737
1049.837,3.061951
1050.319,3.926331
1050.802,3.854462
1051.284,3.878662
1051.766,4.147675
1052.248,4.211243
1052.73,3.36322
1053.212,2.10611
1053.694,2.4711
1054.176,4.048187
1054.658,4.881439
1055.141,2.735748
1055.623,1.02713
1056.105,1.411987
1056.587,2.771606
1057.069,3.595001
1057.551,3.877869
1058.033,3.628815
1058.515,2.805786
1058.997,2.16214
1059.48,2.535645
1059.962,3.316406
1060.444,4.030304
1060.926,4.605774
1061.408,4.918335
1061.89,4.964844
1062.372,4.729065
1062.854,4.08786
1063.337,3.36264
1063.819,3.226746
1064.301,3.456757
1064.783,3.606049
1065.265,3.621796
1065.747,3.319183
1066.229,2.193909
1066.711,1.190002
1067.193,0.993713
1067.676,1.484772
1068.158,1.708618
1068.64,1.682617
1069.122,1.582306
1069.604,1.173492
1070.086,1.076691
1070.568,2.136536
1071.05,3.710266
1071.532,4.333435
1072.015,3.642975
1072.497,3.312195
1072.979,3.623108
1073.461,3.775513
1073.943,2.293671
1074.425,0.458099
1074.907,0.341827
1075.389,2.029144
1075.872,3.27182
1076.354,2.913696
1076.836,2.957611
1077.318,4.296875
1077.8,5.983582
1078.282,5.512054
1078.764,3.496002
1079.246,2.272766
1079.729,2.624512
1080.211,3.15741
1080.693,2.953674
1081.175,2.784821
1081.657,3.420715
1082.139,4.822266
1082.621,4.746765
1083.103,3.121918
1083.585,1.941559
1084.068,2.815063
1084.55,4.049316
1085.032,3.751312
1085.514,2.718201
1085.996,2.464783
1086.478,3.824402
1086.96,4.425415
1087.442,4.042084
1087.924,3.363953
1088.406,3.029175
1088.889,2.860687
1089.371,2.41449
1089.853,1.742981
1090.335,1.365448
1090.817,1.747864
1091.299,2.146729
1091.781,2.477234
1092.263,2.610809
1092.746,2.127106
1093.228,1.206329
1093.71,0.780182
1094.192,1.040955
1094.674,1.424255
1095.156,1.555664
1095.638,1.70639
1096.12,2.140472
1096.603,2.761017
1097.085,2.921204
1097.567,2.606018
1098.049,2.117126
1098.531,1.408691
1099.013,1.026703
1099.495,1.573914
1099.977,2.578125
1100.459,3.614716
1100.942,4.946198
1101.424,5.256561
1101.906,4.322662
1102.388,3.117126
1102.87,2.1138
1103.352,1.343323
1103.834,0.895142
1104.316,0.731293
1104.798,0.743896
1105.281,1.431
1105.763,1.425507
1106.245,0.023314999
1106.727,1.322357
1107.209,0.45929
1107.691,1.91275
1108.173,2.611298
1108.655,1.565247
1109.138,0.417725
1109.62,0.021149
1110.102,0.213989
1110.584,0.302124
1111.066,0.341583
1111.548,0.542542
1112.03,0.893341
1112.512,0.527222
1112.995,0.860748
1113.477,1.948853
1113.959,1.10022
1114.441,0.13147
1114.923,0.461365
1115.405,0.170166
1115.887,0.836639
1116.369,1.611786
1116.851,2.009003
1117.333,1.747742
1117.816,1.276367
1118.298,1.030914
1118.78,1.038055
1119.262,1.408569
1119.744,2.461975
1120.226,2.929077
1120.708,2.643982
1121.19,2.093353
1121.673,1.327148
1122.155,0.640472
1122.637,1.181854
1123.119,2.385925
1123.601,2.693787
1124.083,0.046021
1124.565,1.509399
1125.047,0.56189
1125.53,1.147888
1126.012,2.267822
1126.494,2.835876
1126.976,2.835114
1127.458,2.363342
1127.94,2.225006
1128.422,3.438995
1128.904,4.454559
1129.386,4.021454
1129.869,3.296753
1130.351,4.465179
1130.833,7.470947
1131.315,8.992279
1131.797,8.580597
1132.279,7.791687
1132.761,8.035461
1133.243,8.25119
1133.725,7.452606
1134.208,5.870697
1134.69,4.709869
1135.172,3.967407
1135.654,3.766022
1136.136,4.262756
1136.618,4.831787
1137.1,4.755219
1137.582,4.394623
1138.065,4.022003
1138.547,3.634796
1139.029,4.01001
1139.511,5.605835
1139.993,6.340027
1140.475,4.867279
1140.957,2.92868
1141.439,3.784058
1141.922,5.981812
1142.404,6.968353
1142.886,5.548218
1143.368,4.363373
1143.85,3.564148
1144.332,3.174042
1144.814,3.484833
1145.296,4.069427
1145.778,3.467194
1146.26,2.183075
1146.743,1.683563
1147.225,4.01593
1147.707,5.003632
1148.189,3.049225
1148.671,1.009308
1149.153,2.046356
1149.635,5.264862
1150.117,6.023071
1150.6,4.549927
1151.082,3.251923
1151.564,4.074402
1152.046,4.432007
1152.528,2.790741
1153.01,0.686188
1153.492,0.431
1153.974,1.815308
1154.457,2.439667
1154.939,2.087708
1155.421,1.341522
1155.903,0.054687999
1156.385,1.098083
1156.867,1.099548
1157.349,0.315857
1157.831,1.046936
1158.313,3.010376
1158.796,3.982025
1159.278,3.63031
1159.76,2.861267
1160.242,2.055603
1160.724,1.459778
1161.206,1.349823
1161.688,1.679443
1162.17,2.107788
1162.652,2.657715
1163.135,3.082947
1163.617,3.296143
1164.099,3.419922
1164.581,3.696045
1165.063,3.901215
1165.545,3.506561
1166.027,2.349091
1166.509,1.554108
1166.992,1.095032
1167.474,1.170349
1167.956,2.117737
1168.438,3.169006
1168.92,3.279358
1169.402,2.862091
1169.884,2.562225
1170.366,2.742035
1170.849,2.271057
1171.331,0.7742
1171.813,0.240265
1172.295,0.363464
1172.777,1.674347
1173.259,2.363892
1173.741,2.644836
1174.223,2.973267
1174.705,3.943359
1175.188,3.978607
1175.67,2.746857
1176.152,1.419434
1176.634,0.852722
1177.116,0.807892
1177.598,0.935577
1178.08,1.156525
1178.562,1.278595
1179.044,0.985596
1179.527,1.053925
1180.009,1.793793
1180.491,2.388885
1180.973,1.644409
1181.455,0.309906
1181.937,0.345032
1182.419,1.453217
1182.901,2.323212
1183.384,2.207672
1183.866,1.921875
1184.348,1.450317
1184.83,1.173859
1185.312,1.974579
1185.794,3.267792
1186.276,3.22998
1186.758,1.815918
1187.24,0.80484
1187.723,1.239868
1188.205,1.784668
1188.687,2.039459
1189.169,2.311096
1189.651,3.440582
1190.133,4.974182
1190.615,5.218658
1191.097,3.948181
1191.579,3.137726
1192.062,4.191803
1192.544,5.218109
1193.026,5.609833
1193.508,5.585144
1193.99,5.536438
1194.472,5.485748
1194.954,5.623444
1195.436,6.063995
1195.919,6.026215
1196.401,4.622437
1196.883,3.284393
1197.365,2.588226
1197.847,2.387512
1198.329,2.14743
1198.811,2.008606
1199.293,2.732513
1199.776,4.822235
1200.258,6.27774
1200.74,5.630402
1201.222,4.601318
1201.704,3.970673
1202.186,3.665741
1202.668,3.533813
1203.15,3.519196
1203.632,3.367645
1204.115,2.918396
1204.597,2.560577
1205.079,2.379211
1205.561,2.486816
1206.043,3.066895
1206.525,3.969666
1207.007,4.426422
1207.489,4.499603
1207.971,4.454529
1208.454,4.276611
1208.936,4.225403
1209.418,4.73349
1209.9,5.084564
1210.382,4.68335
1210.864,3.674316
1211.346,3.11499
1211.828,2.94754
1212.311,2.84259
1212.793,2.401215
1213.275,2.389862
1213.757,3.518433
1214.239,4.693787
1214.721,5.213837
1215.203,5.218109
1215.685,5.426056
1216.167,5.709534
1216.65,5.570648
1217.132,4.072418
1217.614,3.030518
1218.096,3.522125
1218.578,4.184021
1219.06,3.532104
1219.542,1.864471
1220.024,1.345367
1220.506,1.804016
1220.989,2.048828
1221.471,1.076233
1221.953,0.37085
1222.435,0.400848
1222.917,0.802063
1223.399,1.340118
1223.881,1.921844
1224.363,2.380188
1224.846,2.695251
1225.328,2.851959
1225.81,2.718445
1226.292,2.561401
1226.774,2.526337
1227.256,2.443665
1227.738,1.688446
1228.22,0.740204
1228.703,1.899384
1229.185,4.861542
1229.667,6.682831
1230.149,4.911407
1230.631,3.1828
1231.113,2.113922
1231.595,1.71875
1232.077,2.460693
1232.559,3.872986
1233.042,4.782104
1233.524,5.067108
1234.006,4.658661
1234.488,2.482178
1234.97,1.12384
1235.452,1.301575
1235.934,2.054291
1236.416,2.127014
1236.898,1.77533
1237.381,1.498718
1237.863,1.380402
1238.345,1.558868
1238.827,2.737885
1239.309,3.118164
1239.791,2.142792
1240.273,0.846558
1240.755,0.853546
1241.238,1.459991
1241.72,1.198761
1242.202,0.032349002
1242.684,0.827667
1243.166,1.364838
1243.648,1.06366
1244.13,0.390381
1244.612,2.112244
1245.094,3.19577
1245.577,3.699249
1246.059,3.394104
1246.541,2.375275
1247.023,2.322449
1247.505,3.906097
1247.987,4.709961
1248.469,4.057709
1248.951,3.177704
1249.433,4.197144
1249.916,5.589966
1250.398,5.173004
1250.88,2.913208
1251.362,1.688965
1251.844,1.697754
1252.326,2.364075
1252.808,3.798615
1253.29,5.124298
1253.773,5.419922
1254.255,5.176239
1254.737,4.601624
1255.219,3.818024
1255.701,3.759644
1256.183,4.656311
1256.665,4.568176
1257.147,2.843994
1257.63,1.362793
1258.112,2.222168
1258.594,3.635773
1259.076,3.991974
1259.558,2.953918
1260.04,2.145111
1260.522,1.693512
1261.004,2.138245
1261.486,3.844482
1261.969,5.145844
1262.451,4.117279
1262.933,2.839111
1263.415,2.831451
1263.897,3.581635
1264.379,3.411682
1264.861,2.481323
1265.343,2.301208
1265.825,3.308258
1266.308,4.132507
1266.79,3.79126
1267.272,3.206482
1267.754,2.751862
1268.236,2.428497
1268.718,2.355621
1269.2,2.404663
1269.682,2.056702
1270.165,1.16272
1270.647,0.451233
1271.129,0.191559
1271.611,0.122742
1272.093,2.183746
1272.575,4.676361
1273.057,4.69455
1273.539,2.4375
1274.021,1.00235
1274.504,0.54538
1274.986,0.208801
1275.468,0.0
1500.0,0.0
