WavwNum_Armalcolite,value_Armalcolite
873.4496,3.430801
873.9318,2.715603
874.4139,1.358181
874.896,0.516064
875.3781,1.52319
875.8602,2.713089
876.3423,2.930794
876.8245,2.114986
877.3066,1.632912
877.7887,1.481144
878.2708,1.715836
878.7529,2.610287
879.235,3.799877
879.7172,3.951962
880.1993,3.206409
880.6814,2.370255
881.1635,1.483345
881.6456,0.873814
882.1277,1.075745
882.6099,1.776287
883.092,2.011169
883.5741,0.967953
884.0562,0.341
884.5383,0.535416
885.0204,1.191647
885.5026,1.486103
885.9847,1.44466
886.4668,1.406761
886.9489,1.462757
887.431,1.641186
887.9131,2.043613
888.3953,2.44698
888.8774,2.53849
889.3595,2.143883
889.8416,1.526051
890.3237,0.303631
890.8058,0.759281
891.288,0.707249
891.7701,0.579639
892.2522,1.372967
892.7343,1.510399
893.2164,1.294331
893.6985,0.832634
894.1807,0.306385
894.6628,0.013863
895.1449,0.051846001
895.627,0.011864
896.1091,0.820602
896.5912,1.346149
897.0734,0.824951
897.5555,0.885368
898.0376,1.810848
898.5197,1.879421
899.0018,1.577972
899.4839,1.011063
899.9661,0.437534
900.4482,0.282406
900.9303,0.491028
901.4124,0.765549
901.8945,1.070282
902.3766,1.301128
902.8588,1.458309
903.3409,1.509449
903.823,1.163376
904.3051,0.18224
904.7872,0.183704
905.2693,0.830906
905.7515,2.260551
906.2336,1.802326
906.7157,0.088932
907.1978,1.038567
907.6799,0.452393
908.162,0.41885
908.6442,1.162106
909.1263,1.703575
909.6084,1.952488
910.0905,1.910744
910.5726,1.498905
911.0547,0.538269
911.5369,0.391842
912.019,0.368603
912.5011,0.29578
912.9832,0.728111
913.4653,0.772686
913.9474,0.624187
914.4296,0.200729
914.9117,0.22567
915.3938,0.399479
915.8759,0.241283
916.358,0.10582
916.8401,0.011387
917.3223,0.128345
917.8044,0.365456
918.2865,0.693913
918.7686,1.281506
919.2507,2.055073
919.7328,2.363182
920.215,1.203239
920.6971,0.010956
921.1792,0.312675
921.6613,0.211044
922.1434,0.552315
922.6255,0.661953
923.1077,0.651382
923.5898,0.556198
924.0719,0.354359
924.554,0.173248
925.0361,0.893909
925.5182,1.237587
926.0004,0.773609
926.4825,0.245712
926.9646,0.125732
927.4467,0.23354
927.9288,0.30146
928.4109,0.27906
928.8931,0.287086
929.3752,0.365341
929.8573,0.403297
930.3394,0.231346
930.8215,0.089576997
931.3036,0.375607
931.7858,0.61451
932.2679,0.717083
932.75,0.385265
933.2321,0.071696997
933.7142,0.211643
934.1964,0.935978
934.6785,1.237747
935.1606,0.919872
935.6427,0.674431
936.1248,1.061783
936.6069,1.744286
937.0891,1.366749
937.5712,0.145699
938.0533,0.827213
938.5354,0.950619
939.0175,0.662361
939.4996,0.087219
939.9818,1.052151
940.4639,1.533279
940.946,1.365406
941.4281,1.064404
941.9102,0.61739
942.3923,0.258049
942.8745,0.622627
943.3566,1.393963
943.8387,1.521095
944.3208,0.512371
944.8029,0.264011
945.285,0.232494
945.7672,1.159561
946.2493,1.758625
946.7314,1.98811
947.2135,1.891384
947.6956,1.366859
948.1777,0.879646
948.6599,0.861717
949.142,1.137665
949.6241,1.235764
950.1062,1.160301
950.5883,1.158405
951.0704,1.543503
951.5526,1.827618
952.0347,1.629421
952.5168,1.120663
952.9989,0.985378
953.481,1.314548
953.9631,1.546333
954.4453,1.466751
954.9274,1.355171
955.4095,1.843597
955.8916,2.541004
956.3737,2.589031
956.8558,1.152946
957.338,0.10569
957.8201,0.313473
958.3022,1.053726
958.7843,1.745064
959.2664,2.456596
959.7485,2.603455
960.2307,2.082348
960.7128,1.641006
961.1949,2.231819
961.677,3.175777
962.1591,3.473427
962.6412,3.007072
963.1234,2.539936
963.6055,2.313679
964.0876,2.207958
964.5697,2.220898
965.0518,2.266964
965.5339,2.189369
966.0161,1.975883
966.4982,1.832012
966.9803,1.803368
967.4624,1.914242
967.9445,2.491512
968.4266,3.194103
968.9088,3.447197
969.3909,2.468067
969.873,1.933582
970.3551,2.161137
970.8372,2.621754
971.3193,2.87326
971.8015,2.909363
972.2836,2.467457
972.7657,1.499012
973.2478,0.799091
973.7299,1.345901
974.212,2.176735
974.6942,2.441147
975.1763,2.067898
975.6584,1.890533
976.1405,1.998989
976.6226,2.159115
977.1047,2.265396
977.5869,2.385578
978.069,2.857361
978.5511,3.520779
979.0332,3.786793
979.5153,3.228691
979.9974,2.584316
980.4796,2.135082
980.9617,1.903454
981.4438,1.941315
981.9259,2.406883
982.408,2.574566
982.8901,2.311569
983.3723,2.034641
983.8544,2.278873
984.3365,2.813019
984.8186,3.218945
985.3007,3.444778
985.7828,3.455833
986.265,3.157574
986.7471,2.717377
987.2292,2.084442
987.7113,1.369114
988.1934,1.241295
988.6755,1.738129
989.1577,2.146236
989.6398,2.138363
990.1219,1.980541
990.604,1.89716
991.0861,1.899849
991.5682,2.057999
992.0504,2.841415
992.5325,3.011848
993.0146,2.080372
993.4967,1.064114
993.9788,1.058022
994.4609,1.913422
994.9431,2.330906
995.4252,2.220966
995.9073,1.848206
996.3894,1.292332
996.8715,0.801643
997.3536,0.588352
997.8358,0.633381
998.3179,0.655895
998.8,0.546776
999.2821,0.733791
999.7642,1.496292
1000.246,2.377655
1000.728,2.271614
1001.211,1.568672
1001.693,1.338367
1002.175,2.267998
1002.657,2.84877
1003.139,2.03138
1003.621,0.977608
1004.103,0.793411
1004.585,1.714733
1005.068,2.100201
1005.55,1.914505
1006.032,1.551548
1006.514,1.255875
1006.996,1.010338
1007.478,0.619034
1007.96,0.183071
1008.442,0.261131
1008.924,1.592598
1009.407,2.738258
1009.889,3.503742
1010.371,3.82864
1010.853,3.396645
1011.335,2.369339
1011.817,1.819469
1012.299,2.07719
1012.781,2.465366
1013.263,2.574833
1013.746,2.509018
1014.228,2.287933
1014.71,1.808464
1015.192,1.855766
1015.674,2.725517
1016.156,3.350903
1016.638,2.781349
1017.12,1.625774
1017.603,1.363747
1018.085,1.72229
1018.567,1.747093
1019.049,0.22493
1019.531,0.720592
1020.013,0.221764
1020.495,1.022537
1020.977,2.241283
1021.459,3.450672
1021.942,3.732883
1022.424,2.890732
1022.906,1.748837
1023.388,0.733864
1023.87,0.022282001
1024.352,0.130554
1024.834,0.339157
1025.316,0.875828
1025.799,1.686989
1026.281,2.01965
1026.763,1.37328
1027.245,0.218021
1027.727,0.358517
1028.209,0.409924
1028.691,0.101986
1029.173,0.755489
1029.656,1.55822
1030.138,2.201916
1030.62,2.511684
1031.102,2.248863
1031.584,1.286057
1032.066,0.580101
1032.548,0.135925
1033.03,0.012909
1033.512,0.466248
1033.995,1.059265
1034.477,1.044731
1034.959,0.507732
1035.441,0.170238
1035.923,0.057686001
1036.405,0.435619
1036.887,1.655312
1037.369,3.040455
1037.851,3.12215
1038.334,2.205444
1038.816,1.422466
1039.298,0.998169
1039.78,0.87249
1040.262,1.301079
1040.744,1.780312
1041.226,1.890163
1041.708,1.610718
1042.191,1.322651
1042.673,1.014481
1043.155,0.760349
1043.637,0.49752
1044.119,0.397881
1044.601,0.934929
1045.083,1.801334
1045.565,2.271866
1046.047,1.513264
1046.53,1.329323
1047.012,2.263382
1047.494,3.222019
1047.976,2.659714
1048.458,0.996731
1048.94,0.420738
1049.422,1.06731
1049.904,1.778248
1050.386,1.781219
1050.869,1.671879
1051.351,1.896961
1051.833,2.330593
1052.315,2.329575
1052.797,1.798645
1053.279,1.552414
1053.761,1.892338
1054.243,2.371052
1054.726,2.360394
1055.208,2.155014
1055.69,2.235458
1056.172,2.929722
1056.654,3.088848
1057.136,2.334248
1057.618,1.605076
1058.1,1.533592
1058.583,1.920891
1059.065,1.854633
1059.547,1.483582
1060.029,1.503407
1060.511,2.968597
1060.993,4.09119
1061.475,3.814045
1061.957,2.901218
1062.439,2.383465
1062.922,2.306187
1063.404,2.173653
1063.886,1.938168
1064.368,1.746399
1064.85,1.940697
1065.332,2.090034
1065.814,1.588604
1066.296,0.490891
1066.778,0.166744
1067.261,0.284107
1067.743,0.029716
1068.225,0.663109
1068.707,1.516453
1069.189,2.12307
1069.671,2.459522
1070.153,2.371246
1070.635,1.648983
1071.118,1.15889
1071.6,1.446056
1072.082,1.90202
1072.564,2.198013
1073.046,2.347614
1073.528,2.627289
1074.01,3.011349
1074.492,3.087006
1074.974,2.38903
1075.457,1.542656
1075.939,0.748962
1076.421,0.206833
1076.903,0.325459
1077.385,1.43351
1077.867,2.021683
1078.349,1.932171
1078.831,1.664181
1079.313,1.685493
1079.796,1.845203
1080.278,1.967083
1080.76,2.026604
1081.242,1.939892
1081.724,1.416416
1082.206,1.097275
1082.688,1.223866
1083.17,1.530434
1083.652,1.567421
1084.135,1.367985
1084.617,0.992214
1085.099,0.386765
1085.581,0.039912999
1086.063,0.528252
1086.545,1.195358
1087.027,1.674606
1087.509,1.942856
1087.992,1.862877
1088.474,1.430664
1088.956,1.024872
1089.438,0.731083
1089.92,0.662624
1090.402,1.256428
1090.884,1.981831
1091.366,2.047401
1091.849,0.859661
1092.331,0.420521
1092.813,0.928154
1093.295,1.50391
1093.777,1.35701
1094.259,0.917099
1094.741,1.114681
1095.223,1.742344
1095.705,2.05484
1096.188,1.259377
1096.67,0.868458
1097.152,1.344635
1097.634,2.01313
1098.116,1.887661
1098.598,1.169975
1099.08,0.780396
1099.562,0.78516
1100.044,1.054153
1100.527,1.849785
1101.009,2.538208
1101.491,2.767044
1101.973,2.626953
1102.455,2.341171
1102.937,1.906967
1103.419,1.305954
1103.901,0.412174
1104.384,0.137962
1104.866,0.703342
1105.348,1.926674
1105.83,2.491871
1106.312,2.204067
1106.794,1.981014
1107.276,1.825306
1107.758,1.739254
1108.24,1.742779
1108.723,1.791737
1109.205,1.900463
1109.687,1.981567
1110.169,1.849773
1110.651,1.119244
1111.133,0.84053
1111.615,1.284424
1112.097,1.793415
1112.579,1.822536
1113.062,1.507736
1113.544,1.203476
1114.026,0.95845
1114.508,1.006592
1114.99,2.071419
1115.472,2.667759
1115.954,1.944805
1116.436,0.843803
1116.919,0.689407
1117.401,1.387699
1117.883,1.498882
1118.365,0.896778
1118.847,0.488838
1119.329,1.37746
1119.811,2.255619
1120.293,2.084675
1120.776,1.178856
1121.258,0.636181
1121.74,0.477196
1122.222,0.486065
1122.704,0.628136
1123.186,0.879848
1123.668,1.407936
1124.15,1.913326
1124.632,2.018425
1125.115,1.633213
1125.597,1.433502
1126.079,1.497807
1126.561,1.469212
1127.043,1.153316
1127.525,0.771507
1128.007,0.758511
1128.489,0.917683
1128.971,0.896149
1129.454,0.507542
1129.936,0.218037
1130.418,0.104298
1130.9,0.027462
1131.382,0.169159
1131.864,0.365391
1132.346,0.016045
1132.828,0.692429
1133.311,1.076565
1133.793,0.40176
1134.275,0.128159
1134.757,0.173214
1135.239,0.00248
1135.721,0.138206
1136.203,0.261765
1136.685,0.48423
1137.167,0.81601
1137.65,1.302074
1138.132,2.501198
1138.614,3.278397
1139.096,2.770565
1139.578,1.618374
1140.06,0.677151
1140.542,0.064948998
1141.024,0.075207002
1141.506,0.74258
1141.989,1.499069
1142.471,1.427456
1142.953,1.078114
1143.435,0.786972
1143.917,0.586372
1144.399,0.519142
1144.881,0.623699
1145.363,0.584629
1145.846,0.306686
1146.328,0.014198
1146.81,0.266495
1147.292,0.376678
1147.774,0.203823
1148.256,0.31863
1148.738,0.669216
1149.22,0.860508
1149.703,0.945026
1150.185,0.930042
1150.667,0.838947
1151.149,0.539742
1151.631,0.251255
1152.113,0.416679
1152.595,1.423229
1153.077,1.729828
1153.559,0.925762
1154.042,0.214565
1154.524,0.406013
1155.006,1.011353
1155.488,0.80138
1155.97,0.124439
1156.452,0.150497
1156.934,0.639206
1157.416,1.131615
1157.898,1.037785
1158.381,0.833427
1158.863,0.927109
1159.345,0.808693
1159.827,1.140663
1160.309,0.825478
1160.791,0.631477
1161.273,0.808239
1161.755,1.042332
1162.238,1.337551
1162.72,1.532883
1163.202,1.408344
1163.684,1.045162
1164.166,1.039795
1164.648,1.387527
1165.13,1.651375
1165.612,1.480434
1166.094,1.344185
1166.577,1.624615
1167.059,1.935883
1167.541,1.4674
1168.023,0.322105
1168.505,0.0076029999
1168.987,0.68203
1169.469,1.269779
1169.951,0.773174
1170.433,0.208015
1170.916,0.068405002
1171.398,0.358124
1171.88,1.45903
1172.362,3.316505
1172.844,3.929443
1173.326,2.816895
1173.808,1.56712
1174.29,1.524704
1174.773,1.855179
1175.255,1.955978
1175.737,1.84309
1176.219,1.665707
1176.701,1.413868
1177.183,1.294624
1177.665,1.389252
1178.147,1.538921
1178.63,1.550678
1179.112,1.57111
1179.594,1.776382
1180.076,2.171005
1180.558,2.549503
1181.04,2.944996
1181.522,3.017181
1182.004,2.523857
1182.486,1.899937
1182.969,1.5536
1183.451,1.383354
1183.933,1.264526
1184.415,1.171177
1184.897,1.188511
1185.379,1.30484
1185.861,1.637234
1186.343,2.492271
1186.825,3.253716
1187.308,2.987625
1187.79,2.205387
1188.272,1.744431
1188.754,1.976578
1189.236,1.659359
1189.718,0.666546
1190.2,0.220806
1190.682,0.536358
1191.165,0.468788
1191.647,0.051086001
1192.129,0.514416
1192.611,0.817673
1193.093,0.556244
1193.575,0.57753
1194.057,0.953831
1194.539,1.365219
1195.021,1.570953
1195.504,1.657619
1195.986,1.808296
1196.468,1.938057
1196.95,1.764229
1197.432,0.94096
1197.914,0.505459
1198.396,0.565067
1198.878,0.840073
1199.36,1.123825
1199.843,1.41618
1200.325,1.808369
1200.807,2.230267
1201.289,2.359241
1201.771,1.978004
1202.253,1.654785
1202.735,1.430202
1203.217,1.350204
1203.7,1.753635
1204.182,2.163578
1204.664,1.559422
1205.146,0.140862
1205.628,0.358337
1206.11,0.856438
1206.592,1.74395
1207.074,1.975151
1207.557,1.832153
1208.039,1.493034
1208.521,1.107655
1209.003,0.954037
1209.485,1.028095
1209.967,0.86713
1210.449,0.131622
1210.931,0.140366
1211.413,0.344521
1211.896,1.161655
1212.378,2.0075
1212.86,2.687279
1213.342,2.838867
1213.824,2.424694
1214.306,1.909302
1214.788,1.122639
1215.27,0.958988
1215.752,1.852501
1216.235,2.96521
1216.717,3.15118
1217.199,2.757538
1217.681,2.232746
1218.163,1.626518
1218.645,0.963013
1219.127,0.002045
1219.609,0.210247
1220.092,0.96841
1220.574,2.339321
1221.056,1.825901
1221.538,0.494469
1222.02,0.104267
1222.502,0.396572
1222.984,0.802582
1223.466,1.027695
1223.948,1.229221
1224.431,1.407467
1224.913,1.709023
1225.395,2.743362
1225.877,3.840618
1226.359,3.962616
1226.841,2.658134
1227.323,1.92646
1227.805,1.94677
1228.287,1.732189
1228.77,0.656128
1229.252,0.463398
1229.734,0.469482
1230.216,0.168633
1230.698,0.867279
1231.18,1.566353
1231.662,2.233398
1232.144,2.912094
1232.627,3.325668
1233.109,3.300591
1233.591,3.031528
1234.073,2.609917
1234.555,2.162941
1235.037,1.817852
1235.519,1.530548
1236.001,1.875832
1236.484,2.992664
1236.966,3.531979
1237.448,2.481945
1237.93,1.116859
1238.412,0.613815
1238.894,0.635296
1239.376,0.755177
1239.858,0.928913
1240.34,1.360493
1240.823,2.070656
1241.305,2.460918
1241.787,2.013214
1242.269,1.39555
1242.751,1.069916
1243.233,0.972828
1243.715,1.039433
1244.197,1.274563
1244.679,1.5905
1245.162,1.977127
1245.644,2.078201
1246.126,1.442577
1246.608,0.857971
1247.09,0.850922
1247.572,1.188232
1248.054,1.613148
1248.536,2.103657
1249.019,1.808247
1249.501,0.823471
1249.983,0.21632
1250.465,1.019138
1250.947,1.795547
1251.429,1.639416
1251.911,1.248688
1252.393,1.317959
1252.875,1.808281
1253.358,1.991844
1253.84,1.887894
1254.322,1.638012
1254.804,1.13446
1255.286,0.734352
1255.768,0.419296
1256.25,0.290546
1256.732,0.601727
1257.214,1.190941
1257.697,1.105225
1258.179,0.502777
1258.661,0.21191
1259.143,0.933319
1259.625,1.545158
1260.107,1.839909
1260.589,2.130745
1261.071,2.085136
1261.554,2.092041
1262.036,1.859348
1262.518,1.428841
1263.0,1.07386
1263.482,0.767925
1263.964,0.954105
1264.446,1.922321
1264.928,2.765259
1265.411,2.43177
1265.893,1.602581
1266.375,1.644661
1266.857,2.286705
1267.339,2.681477
1267.821,2.333107
1268.303,1.983673
1268.785,1.636017
1269.267,1.339066
1269.75,1.177662
1270.232,1.058155
1270.714,0.687302
1271.196,0.284889
1271.678,0.466427
1272.16,1.584362
1272.642,2.251198
1273.124,2.41803
1273.606,2.238789
1274.089,1.346539
1274.571,0.620373
1275.053,1.099163
1275.535,2.20932
1276.017,2.979553
1276.499,3.41568
1276.981,3.084225
1277.463,2.007339
1277.946,1.098064
1278.428,1.222683
1278.91,1.418674
1279.392,0.936211
1279.874,0.296432
1280.356,0.149014
1280.838,0.475132
1281.32,0.813419
1281.802,1.179947
1282.285,1.637165
1282.767,2.85659
1283.249,3.328079
1283.731,1.810905
1284.213,0.091205999
1284.695,0.106167
1285.177,0.845169
1285.659,1.100613
1286.141,0.820107
1286.624,0.723995
1287.106,1.188194
1287.588,1.819714
1288.07,2.829979
1288.552,3.492546
1289.034,2.910236
1289.516,1.687016
1289.998,1.041615
1290.481,0.8894
1290.963,0.998947
1291.445,1.596928
1291.927,1.937859
1292.409,2.087265
1292.891,1.942635
1293.373,0.922966
1293.855,0.052733999
1294.338,0.642902
1294.82,2.218658
1295.302,2.806255
1295.784,2.074383
1296.266,1.295376
1296.748,0.446743
1297.23,0.050517999
1297.712,0.143066
1298.194,0.701843
1298.677,1.705505
1299.159,2.710728
1299.641,2.682381
1300.123,1.524902
1300.605,0.525009
1301.087,0.259666
1301.569,0.230202
1302.051,0.00038099999
1302.533,0.152676
1303.016,0.0
1500.0,0.0
